source_system,payment_id,order_number,store_id,payment_type,payment_status,payment_method,amount_native,fee_native,currency_code,payment_local_ts,payment_utc_ts,ingestion_date
PSP,882775,ORD802455,2003,Capture,Completed,VISA,19.9,0.25,SAR,2025-10-22 04:03:51+0300,2025-10-22 01:03:51+0000,2025-10-03
PSP,882776,ORD802455,2003,Capture,Completed,MASTERCARD,77.8,0.98,SAR,2025-10-22 04:20:51+0300,2025-10-22 01:20:51+0000,2025-10-03
PSP,882777,ORD802456,2006,Capture,Completed,VISA,263.0,4.67,AED,2025-10-28 22:33:40+0400,2025-10-28 18:33:40+0000,2025-10-03
PSP,882778,ORD802456,2006,Refund,Completed,MASTERCARD,247.63,0.0,AED,2025-11-02 22:39:40+0400,2025-11-02 18:39:40+0000,2025-10-20
PSP,882779,ORD802457,2007,Capture,Completed,CASH,29.13,0.0,SAR,2025-10-29 06:20:33+0300,2025-10-29 03:20:33+0000,2025-10-03
PSP,882780,ORD802457,2007,Capture,Completed,MASTERCARD,34.76,0.55,SAR,2025-10-29 06:45:33+0300,2025-10-29 03:45:33+0000,2025-10-03
PSP,882781,ORD802458,2003,Capture,Completed,CASH,469.81,0.0,SAR,2025-10-12 06:56:35+0300,2025-10-12 03:56:35+0000,2025-10-03
PSP,882782,ORD802459,2007,Capture,Completed,MASTERCARD,206.25,2.4,SAR,2025-10-05 07:22:44+0300,2025-10-05 04:22:44+0000,2025-10-03
PSP,882783,ORD802460,2007,Capture,Completed,WALLET,50.83,0.46,SAR,2025-10-17 01:52:20+0300,2025-10-16 22:52:20+0000,2025-10-03
PSP,882784,ORD802461,2003,Capture,Completed,VISA,136.69,1.05,SAR,2025-10-16 18:36:56+0300,2025-10-16 15:36:56+0000,2025-10-03
PSP,882785,ORD802462,2001,Capture,Completed,WALLET,56.96,0.4,AED,2025-10-30 13:19:14+0400,2025-10-30 09:19:14+0000,2025-10-03
PSP,882786,ORD802463,2001,Capture,Completed,MASTERCARD,237.01,1.68,AED,2025-10-12 19:10:39+0400,2025-10-12 15:10:39+0000,2025-10-03
PSP,882787,ORD802464,2000,Capture,Completed,BNPL,114.11,1.83,AED,2025-10-16 20:20:23+0400,2025-10-16 16:20:23+0000,2025-10-03
PSP,882788,ORD802464,2000,Capture,Completed,VISA,8.67,0.15,AED,2025-10-16 20:25:23+0400,2025-10-16 16:25:23+0000,2025-10-03
PSP,882789,ORD802465,2005,Capture,Completed,BNPL,181.7,2.76,SAR,2025-10-10 23:19:16+0300,2025-10-10 20:19:16+0000,2025-10-03
PSP,882790,ORD802466,2007,Capture,Completed,BNPL,62.02,0.61,SAR,2025-10-21 18:17:49+0300,2025-10-21 15:17:49+0000,2025-10-03
PSP,882791,ORD802466,2007,Capture,Completed,WALLET,77.48,1.41,SAR,2025-10-21 17:28:49+0300,2025-10-21 14:28:49+0000,2025-10-03
PSP,882792,ORD802467,2006,Capture,Completed,CASH,130.58,0.0,AED,2025-10-01 13:00:26+0400,2025-10-01 09:00:26+0000,2025-10-03
PSP,882793,ORD802468,2006,Capture,Completed,VISA,276.74,2.71,AED,2025-10-02 06:25:50+0400,2025-10-02 02:25:50+0000,2025-10-03
PSP,882794,ORD802469,2002,Capture,Completed,VISA,547.8,8.04,AED,2025-10-03 07:22:26+0400,2025-10-03 03:22:26+0000,2025-10-03
PSP,882795,ORD802470,2005,Capture,Completed,MASTERCARD,118.5,0.96,SAR,2025-10-13 10:55:03+0300,2025-10-13 07:55:03+0000,2025-10-03
PSP,882796,ORD802471,2000,Capture,Completed,VISA,204.09,3.76,AED,2025-10-28 10:35:47+0400,2025-10-28 06:35:47+0000,2025-10-03
PSP,882797,ORD802472,2002,Capture,Completed,CASH,209.31,0.0,AED,2025-10-25 04:30:24+0400,2025-10-25 00:30:24+0000,2025-10-03
PSP,882798,ORD802473,2006,Capture,Completed,BNPL,53.5,0.46,AED,2025-10-15 13:57:51+0400,2025-10-15 09:57:51+0000,2025-10-03
PSP,882799,ORD802474,2000,Capture,Failed,CASH,0.0,0.0,AED,2025-10-27 01:54:13+0400,2025-10-26 21:54:13+0000,2025-10-03
PSP,882800,ORD802475,2001,Capture,Completed,BNPL,164.66,1.94,AED,2025-10-16 04:54:38+0400,2025-10-16 00:54:38+0000,2025-10-03
PSP,882801,ORD802477,2006,Capture,Completed,VISA,41.24,0.33,AED,2025-10-31 03:25:35+0400,2025-10-30 23:25:35+0000,2025-10-03
PSP,882802,ORD802478,2004,Capture,Completed,VISA,318.26,3.8,SAR,2025-10-22 05:23:40+0300,2025-10-22 02:23:40+0000,2025-10-03
PSP,882803,ORD802479,2007,Capture,Completed,VISA,98.55,1.55,SAR,2025-10-26 03:51:13+0300,2025-10-26 00:51:13+0000,2025-10-03
PSP,882804,ORD802480,2004,Capture,Completed,VISA,105.22,1.92,SAR,2025-10-26 02:53:29+0300,2025-10-25 23:53:29+0000,2025-10-03
PSP,882805,ORD802481,2006,Capture,Completed,VISA,70.65,0.63,AED,2025-10-21 21:39:06+0400,2025-10-21 17:39:06+0000,2025-10-03
PSP,882806,ORD802482,2007,Capture,Completed,WALLET,12.8,0.06,SAR,2025-10-19 22:51:15+0300,2025-10-19 19:51:15+0000,2025-10-03
PSP,882807,ORD802482,2007,Capture,Completed,VISA,0.49,0.01,SAR,2025-10-19 21:52:15+0300,2025-10-19 18:52:15+0000,2025-10-03
PSP,882808,ORD802483,2000,Capture,Completed,VISA,137.17,1.42,AED,2025-10-23 13:45:19+0400,2025-10-23 09:45:19+0000,2025-10-03
PSP,882809,ORD802484,2001,Capture,Completed,CASH,512.16,0.0,AED,2025-10-18 09:26:53+0400,2025-10-18 05:26:53+0000,2025-10-03
PSP,882810,ORD802485,2003,Capture,Completed,VISA,202.33,2.24,SAR,2025-10-02 23:55:58+0300,2025-10-02 20:55:58+0000,2025-10-03
PSP,882811,ORD802486,2002,Capture,Completed,VISA,327.61,3.78,AED,2025-10-29 22:20:58+0400,2025-10-29 18:20:58+0000,2025-10-03
PSP,882812,ORD802487,2007,Capture,Completed,VISA,264.82,4.01,SAR,2025-10-18 01:52:08+0300,2025-10-17 22:52:08+0000,2025-10-03
PSP,882813,ORD802488,2007,Capture,Completed,CASH,355.34,0.0,SAR,2025-10-22 23:53:32+0300,2025-10-22 20:53:32+0000,2025-10-03
PSP,882814,ORD802489,2003,Capture,Completed,BNPL,98.91,1.87,SAR,2025-10-01 13:14:35+0300,2025-10-01 10:14:35+0000,2025-10-03
PSP,882815,ORD802490,2003,Capture,Completed,WALLET,62.95,1.03,SAR,2025-10-04 08:12:20+0300,2025-10-04 05:12:20+0000,2025-10-03
PSP,882816,ORD802490,2003,Refund,Completed,MASTERCARD,62.39,0.0,SAR,2025-10-15 08:17:20+0300,2025-10-15 05:17:20+0000,2025-10-20
PSP,882817,ORD802491,2007,Capture,Completed,VISA,103.08,0.83,SAR,2025-10-05 20:03:14+0300,2025-10-05 17:03:14+0000,2025-10-03
PSP,882818,ORD802492,2001,Capture,Completed,MASTERCARD,711.4,10.7,AED,2025-10-20 22:16:27+0400,2025-10-20 18:16:27+0000,2025-10-03
PSP,882819,ORD802493,2003,Capture,Completed,MASTERCARD,127.12,1.06,SAR,2025-10-19 05:40:32+0300,2025-10-19 02:40:32+0000,2025-10-03
PSP,882820,ORD802494,2001,Capture,Failed,VISA,0.0,0.0,AED,2025-10-25 08:27:03+0400,2025-10-25 04:27:03+0000,2025-10-03
PSP,882821,ORD802495,2007,Capture,Completed,VISA,169.48,1.77,SAR,2025-10-20 11:18:29+0300,2025-10-20 08:18:29+0000,2025-10-03
PSP,882822,ORD802496,2007,Capture,Completed,VISA,157.62,2.51,SAR,2025-10-28 07:17:25+0300,2025-10-28 04:17:25+0000,2025-10-03
PSP,882823,ORD802497,2004,Capture,Completed,MASTERCARD,90.94,0.9,SAR,2025-10-28 21:11:20+0300,2025-10-28 18:11:20+0000,2025-10-03
PSP,882824,ORD802497,2004,Refund,Completed,CASH,85.66,0.0,SAR,2025-11-01 21:12:20+0300,2025-11-01 18:12:20+0000,2025-10-20
PSP,882825,ORD802498,2006,Capture,Completed,VISA,116.85,1.11,AED,2025-10-10 04:41:07+0400,2025-10-10 00:41:07+0000,2025-10-03
PSP,882826,ORD802499,2001,Capture,Completed,WALLET,134.47,2.03,AED,2025-10-21 11:44:47+0400,2025-10-21 07:44:47+0000,2025-10-03
PSP,882827,ORD802499,2001,Capture,Completed,BNPL,27.0,0.28,AED,2025-10-21 10:58:47+0400,2025-10-21 06:58:47+0000,2025-10-03
PSP,882828,ORD802499,2001,Refund,Completed,WALLET,76.96,0.0,AED,2025-10-27 12:09:47+0400,2025-10-27 08:09:47+0000,2025-10-20
PSP,882829,ORD802500,2001,Capture,Completed,VISA,156.35,0.88,AED,2025-10-20 13:25:43+0400,2025-10-20 09:25:43+0000,2025-10-03
PSP,882830,ORD802501,2006,Capture,Completed,VISA,378.64,6.77,AED,2025-10-22 09:12:39+0400,2025-10-22 05:12:39+0000,2025-10-03
PSP,882831,ORD802502,2006,Capture,Completed,VISA,115.62,2.13,AED,2025-10-31 08:10:59+0400,2025-10-31 04:10:59+0000,2025-10-03
PSP,882832,ORD802503,2006,Capture,Completed,CASH,162.09,0.0,AED,2025-10-29 13:21:25+0400,2025-10-29 09:21:25+0000,2025-10-03
PSP,882833,ORD802503,2006,Refund,Completed,MASTERCARD,103.2,0.0,AED,2025-11-13 14:05:25+0400,2025-11-13 10:05:25+0000,2025-10-20
PSP,882834,ORD802504,2005,Capture,Completed,CASH,124.56,0.0,SAR,2025-10-26 18:03:23+0300,2025-10-26 15:03:23+0000,2025-10-03
PSP,882835,ORD802505,2006,Capture,Completed,CASH,171.33,0.0,AED,2025-10-05 11:51:14+0400,2025-10-05 07:51:14+0000,2025-10-03
PSP,882836,ORD802506,2007,Capture,Completed,MASTERCARD,473.61,4.3,SAR,2025-10-09 07:27:21+0300,2025-10-09 04:27:21+0000,2025-10-03
PSP,882837,ORD802507,2007,Capture,Completed,VISA,182.38,3.63,SAR,2025-10-18 15:39:44+0300,2025-10-18 12:39:44+0000,2025-10-03
PSP,882838,ORD802508,2002,Capture,Completed,VISA,111.87,0.93,AED,2025-10-16 11:06:14+0400,2025-10-16 07:06:14+0000,2025-10-03
PSP,882839,ORD802509,2006,Capture,Completed,VISA,134.74,1.86,AED,2025-10-18 20:19:13+0400,2025-10-18 16:19:13+0000,2025-10-03
PSP,882840,ORD802510,2001,Capture,Completed,WALLET,205.92,2.77,AED,2025-10-04 15:30:58+0400,2025-10-04 11:30:58+0000,2025-10-03
PSP,882841,ORD802512,2001,Capture,Completed,VISA,45.47,0.85,AED,2025-10-25 22:26:53+0400,2025-10-25 18:26:53+0000,2025-10-03
PSP,882842,ORD802513,2007,Capture,Completed,VISA,29.45,0.22,SAR,2025-10-09 13:44:20+0300,2025-10-09 10:44:20+0000,2025-10-03
PSP,882843,ORD802514,2007,Capture,Completed,VISA,131.27,2.04,SAR,2025-10-06 08:55:19+0300,2025-10-06 05:55:19+0000,2025-10-03
PSP,882844,ORD802515,2007,Capture,Completed,VISA,130.99,0.98,SAR,2025-10-15 07:52:26+0300,2025-10-15 04:52:26+0000,2025-10-03
PSP,882845,ORD802516,2001,Capture,Completed,CASH,185.09,0.0,AED,2025-10-17 17:18:15+0400,2025-10-17 13:18:15+0000,2025-10-03
PSP,882846,ORD802517,2005,Capture,Failed,BNPL,0.0,0.0,SAR,2025-10-25 17:08:18+0300,2025-10-25 14:08:18+0000,2025-10-03
PSP,882847,ORD802518,2004,Capture,Completed,CASH,134.18,0.0,SAR,2025-10-21 10:52:08+0300,2025-10-21 07:52:08+0000,2025-10-03
PSP,882848,ORD802519,2004,Capture,Completed,MASTERCARD,45.01,0.35,SAR,2025-10-31 16:11:10+0300,2025-10-31 13:11:10+0000,2025-10-03
PSP,882849,ORD802520,2000,Capture,Completed,WALLET,463.87,2.73,AED,2025-10-08 14:32:07+0400,2025-10-08 10:32:07+0000,2025-10-03
PSP,882850,ORD802521,2000,Capture,Completed,VISA,185.2,2.09,AED,2025-10-26 10:50:14+0400,2025-10-26 06:50:14+0000,2025-10-03
PSP,882851,ORD802522,2006,Capture,Completed,MASTERCARD,39.29,0.55,AED,2025-10-15 01:51:19+0400,2025-10-14 21:51:19+0000,2025-10-03
PSP,882852,ORD802522,2006,Capture,Completed,WALLET,13.55,0.14,AED,2025-10-15 03:04:19+0400,2025-10-14 23:04:19+0000,2025-10-03
PSP,882853,ORD802523,2005,Capture,Completed,CASH,87.73,0.0,SAR,2025-10-25 21:10:51+0300,2025-10-25 18:10:51+0000,2025-10-03
PSP,882854,ORD802524,2001,Capture,Completed,VISA,234.2,1.5,AED,2025-10-11 02:30:52+0400,2025-10-10 22:30:52+0000,2025-10-03
PSP,882855,ORD802525,2000,Capture,Completed,MASTERCARD,158.47,1.69,AED,2025-10-25 13:07:11+0400,2025-10-25 09:07:11+0000,2025-10-03
PSP,882856,ORD802526,2002,Capture,Completed,CASH,184.47,0.0,AED,2025-10-10 04:32:42+0400,2025-10-10 00:32:42+0000,2025-10-03
PSP,882857,ORD802527,2005,Capture,Completed,VISA,426.57,8.12,SAR,2025-10-21 01:46:02+0300,2025-10-20 22:46:02+0000,2025-10-03
PSP,882858,ORD802528,2007,Capture,Completed,WALLET,127.42,1.69,SAR,2025-10-09 20:41:22+0300,2025-10-09 17:41:22+0000,2025-10-03
PSP,882859,ORD802529,2005,Capture,Completed,MASTERCARD,573.0,5.8,SAR,2025-10-03 23:27:10+0300,2025-10-03 20:27:10+0000,2025-10-03
PSP,882860,ORD802530,2007,Capture,Completed,VISA,81.0,0.81,SAR,2025-10-31 15:17:03+0300,2025-10-31 12:17:03+0000,2025-10-03
PSP,882861,ORD802531,2004,Capture,Completed,MASTERCARD,307.06,5.29,SAR,2025-10-28 11:16:58+0300,2025-10-28 08:16:58+0000,2025-10-03
PSP,882862,ORD802532,2002,Capture,Completed,VISA,270.15,4.64,AED,2025-10-30 06:46:40+0400,2025-10-30 02:46:40+0000,2025-10-03
PSP,882863,ORD802533,2001,Capture,Completed,VISA,100.58,0.97,AED,2025-10-06 04:21:17+0400,2025-10-06 00:21:17+0000,2025-10-03
PSP,882864,ORD802536,2006,Capture,Completed,CASH,184.13,0.0,AED,2025-10-31 15:48:21+0400,2025-10-31 11:48:21+0000,2025-10-03
PSP,882865,ORD802537,2002,Capture,Completed,VISA,89.33,0.98,AED,2025-10-31 22:51:26+0400,2025-10-31 18:51:26+0000,2025-10-03
PSP,882866,ORD802538,2006,Capture,Completed,VISA,149.65,1.75,AED,2025-10-03 01:44:56+0400,2025-10-02 21:44:56+0000,2025-10-03
PSP,882867,ORD802538,2006,Capture,Completed,BNPL,37.26,0.65,AED,2025-10-03 01:47:56+0400,2025-10-02 21:47:56+0000,2025-10-03
PSP,882868,ORD802539,2006,Capture,Completed,MASTERCARD,87.19,1.67,AED,2025-10-21 00:14:10+0400,2025-10-20 20:14:10+0000,2025-10-03
PSP,882869,ORD802540,2001,Capture,Completed,VISA,364.2,3.76,AED,2025-10-01 13:56:20+0400,2025-10-01 09:56:20+0000,2025-10-03
PSP,882870,ORD802541,2007,Capture,Completed,VISA,270.5,4.58,SAR,2025-10-01 04:26:16+0300,2025-10-01 01:26:16+0000,2025-10-03
PSP,882871,ORD802542,2000,Capture,Completed,CASH,321.88,0.0,AED,2025-10-15 21:55:42+0400,2025-10-15 17:55:42+0000,2025-10-03
PSP,882872,ORD802542,2000,Capture,Completed,WALLET,19.78,0.24,AED,2025-10-15 22:20:42+0400,2025-10-15 18:20:42+0000,2025-10-03
PSP,882873,ORD802543,2006,Capture,Completed,VISA,86.43,1.25,AED,2025-10-27 20:20:46+0400,2025-10-27 16:20:46+0000,2025-10-03
PSP,882874,ORD802544,2000,Capture,Completed,VISA,267.46,2.36,AED,2025-10-01 05:30:32+0400,2025-10-01 01:30:32+0000,2025-10-03
PSP,882875,ORD802545,2003,Capture,Completed,MASTERCARD,67.12,1.33,SAR,2025-10-15 18:48:03+0300,2025-10-15 15:48:03+0000,2025-10-03
PSP,882876,ORD802546,2004,Capture,Completed,WALLET,46.46,0.59,SAR,2025-10-20 07:50:53+0300,2025-10-20 04:50:53+0000,2025-10-03
PSP,882877,ORD802546,2004,Capture,Completed,VISA,35.17,0.43,SAR,2025-10-20 07:25:53+0300,2025-10-20 04:25:53+0000,2025-10-03
PSP,882878,ORD802547,2001,Capture,Completed,VISA,474.27,9.47,AED,2025-10-05 18:54:27+0400,2025-10-05 14:54:27+0000,2025-10-03
PSP,882879,ORD802548,2000,Capture,Completed,CASH,331.79,0.0,AED,2025-10-29 11:36:22+0400,2025-10-29 07:36:22+0000,2025-10-03
PSP,882880,ORD802549,2006,Capture,Completed,CASH,148.87,0.0,AED,2025-10-01 18:41:24+0400,2025-10-01 14:41:24+0000,2025-10-03
PSP,882881,ORD802550,2004,Capture,Completed,WALLET,54.53,0.5,SAR,2025-10-02 10:38:26+0300,2025-10-02 07:38:26+0000,2025-10-03
PSP,882882,ORD802551,2002,Capture,Completed,MASTERCARD,79.46,0.64,AED,2025-10-10 14:00:51+0400,2025-10-10 10:00:51+0000,2025-10-03
PSP,882883,ORD802552,2000,Capture,Completed,CASH,68.26,0.0,AED,2025-10-09 12:50:57+0400,2025-10-09 08:50:57+0000,2025-10-03
PSP,882884,ORD802552,2000,Capture,Completed,VISA,131.21,2.06,AED,2025-10-09 13:08:57+0400,2025-10-09 09:08:57+0000,2025-10-03
PSP,882885,ORD802553,2006,Capture,Completed,VISA,33.3,0.53,AED,2025-10-25 05:03:01+0400,2025-10-25 01:03:01+0000,2025-10-03
PSP,882886,ORD802553,2006,Capture,Completed,WALLET,258.23,2.85,AED,2025-10-25 05:02:01+0400,2025-10-25 01:02:01+0000,2025-10-03
PSP,882887,ORD802554,2003,Capture,Completed,BNPL,384.92,7.28,SAR,2025-10-27 20:38:57+0300,2025-10-27 17:38:57+0000,2025-10-03
