source_system,order_number,line_number,store_id,sku,quantity,unit_price,discount_amount,gross_amount,vat_amount,net_amount,country,currency_code,category,order_local_ts,order_utc_ts,ingestion_date
OMS,ORD801129,1,2006,SKU00213,2,54.97,18.24,91.7,4.58,87.12,UAE,AED,Fashion,2025-09-04 06:10:24+0400,2025-09-04 02:10:24+0000,2025-09-03
OMS,ORD801130,1,2000,SKU00150,3,87.32,8.18,253.78,12.69,241.09,UAE,AED,Accessories,2025-09-06 06:45:10+0400,2025-09-06 02:45:10+0000,2025-09-03
OMS,ORD801130,2,2000,SKU00137,2,111.1,14.88,207.32,10.37,196.95,UAE,AED,Accessories,2025-09-06 06:45:10+0400,2025-09-06 02:45:10+0000,2025-09-03
OMS,ORD801131,1,2007,SKU00113,2,85.99,4.26,167.72,25.16,142.56,KSA,SAR,Fashion,2025-09-19 15:05:00+0300,2025-09-19 12:05:00+0000,2025-09-03
OMS,ORD801132,1,2001,SKU00007,3,69.14,10.08,197.34,0.0,197.34,UAE,AED,HomeAppliance,2025-09-24 19:29:06+0400,2025-09-24 15:29:06+0000,2025-09-03
OMS,ORD801132,2,2001,SKU00130,3,143.9,81.48,350.22,17.51,332.71,UAE,AED,Fashion,2025-09-24 19:29:06+0400,2025-09-24 15:29:06+0000,2025-09-03
OMS,ORD801132,3,2001,SKU00203,2,64.21,0.46,127.96,6.4,121.56,UAE,AED,Fashion,2025-09-24 19:29:06+0400,2025-09-24 15:29:06+0000,2025-09-03
OMS,ORD801133,1,2003,SKU00198,2,113.66,25.68,201.64,30.25,171.39,KSA,SAR,Fashion,2025-09-10 13:55:11+0300,2025-09-10 10:55:11+0000,2025-09-03
OMS,ORD801133,2,2003,SKU00035,1,82.05,7.42,74.63,11.19,63.44,KSA,SAR,Fashion,2025-09-10 13:55:11+0300,2025-09-10 10:55:11+0000,2025-09-03
OMS,ORD801133,3,2003,SKU00248,1,79.39,2.75,76.64,11.5,65.14,KSA,SAR,Accessories,2025-09-10 13:55:11+0300,2025-09-10 10:55:11+0000,2025-09-03
OMS,ORD801134,1,2001,SKU00233,1,115.4,14.45,100.95,5.05,95.9,UAE,AED,HomeAppliance,2025-09-15 15:24:26+0400,2025-09-15 11:24:26+0000,2025-09-03
OMS,ORD801134,2,2001,SKU00218,1,67.88,1.93,65.95,3.3,62.65,UAE,AED,Fashion,2025-09-15 15:24:26+0400,2025-09-15 11:24:26+0000,2025-09-03
OMS,ORD801135,1,2006,SKU00156,2,109.49,40.89,178.09,8.9,169.19,UAE,AED,Fashion,2025-09-07 03:33:30+0400,2025-09-06 23:33:30+0000,2025-09-03
OMS,ORD801135,2,2006,SKU00218,1,89.4,10.51,78.89,3.94,74.95,UAE,AED,Fashion,2025-09-07 03:33:30+0400,2025-09-06 23:33:30+0000,2025-09-03
OMS,ORD801136,1,2007,SKU00075,3,133.33,3.62,396.37,59.46,336.91,KSA,SAR,Electronics,2025-09-03 02:40:41+0300,2025-09-02 23:40:41+0000,2025-09-03
OMS,ORD801137,1,2007,SKU00087,2,77.74,15.81,139.67,20.95,118.72,KSA,SAR,Electronics,2025-09-24 10:25:43+0300,2025-09-24 07:25:43+0000,2025-09-03
OMS,ORD801137,2,2007,SKU00003,3,64.48,14.22,179.22,26.88,152.34,KSA,SAR,Accessories,2025-09-24 10:25:43+0300,2025-09-24 07:25:43+0000,2025-09-03
OMS,ORD801137,3,2007,SKU00017,3,100.42,1.62,299.64,44.95,254.69,KSA,SAR,Accessories,2025-09-24 10:25:43+0300,2025-09-24 07:25:43+0000,2025-09-03
OMS,ORD801138,1,2002,SKU00055,3,65.11,21.57,173.76,8.69,165.07,UAE,AED,Electronics,2025-09-16 06:26:57+0400,2025-09-16 02:26:57+0000,2025-09-03
OMS,ORD801138,2,2002,SKU00013,2,64.86,9.35,120.37,6.02,114.35,UAE,AED,Accessories,2025-09-16 06:26:57+0400,2025-09-16 02:26:57+0000,2025-09-03
OMS,ORD801138,3,2002,SKU00042,3,117.64,41.4,311.52,15.58,295.94,UAE,AED,Fashion,2025-09-16 06:26:57+0400,2025-09-16 02:26:57+0000,2025-09-03
OMS,ORD801139,1,2007,SKU00048,2,34.18,7.76,60.6,9.09,51.51,KSA,SAR,Accessories,2025-09-30 11:57:26+0300,2025-09-30 08:57:26+0000,2025-09-03
OMS,ORD801140,1,2005,SKU00040,2,73.88,3.05,144.71,21.71,123.0,KSA,SAR,Fashion,2025-09-19 19:55:50+0300,2025-09-19 16:55:50+0000,2025-09-03
OMS,ORD801140,2,2005,SKU00016,3,85.18,38.35,217.19,32.58,184.61,KSA,SAR,HomeAppliance,2025-09-19 19:55:50+0300,2025-09-19 16:55:50+0000,2025-09-03
OMS,ORD801140,3,2005,SKU00036,1,82.52,1.51,81.01,12.15,68.86,KSA,SAR,Fashion,2025-09-19 19:55:50+0300,2025-09-19 16:55:50+0000,2025-09-03
OMS,ORD801140,4,2005,SKU00094,3,64.96,5.23,189.65,28.45,161.2,KSA,SAR,Accessories,2025-09-19 19:55:50+0300,2025-09-19 16:55:50+0000,2025-10-03
OMS,ORD801141,1,2000,SKU00232,1,120.35,5.39,114.96,5.75,109.21,UAE,AED,HomeAppliance,2025-09-05 04:32:25+0400,2025-09-05 00:32:25+0000,2025-09-03
OMS,ORD801141,2,2000,SKU00189,1,75.38,12.75,62.63,3.13,59.5,UAE,AED,Electronics,2025-09-05 04:32:25+0400,2025-09-05 00:32:25+0000,2025-09-03
OMS,ORD801141,3,2000,SKU00008,3,85.63,30.43,226.46,0.0,226.46,UAE,AED,Accessories,2025-09-05 04:32:25+0400,2025-09-05 00:32:25+0000,2025-09-03
OMS,ORD801142,1,2000,SKU00094,3,76.44,22.73,206.59,10.33,196.26,UAE,AED,Accessories,2025-09-08 18:44:06+0400,2025-09-08 14:44:06+0000,2025-09-03
OMS,ORD801142,2,2000,SKU00054,1,105.7,17.94,87.76,0.0,87.76,UAE,AED,Accessories,2025-09-08 18:44:06+0400,2025-09-08 14:44:06+0000,2025-09-03
OMS,ORD801143,1,2001,SKU00141,3,92.82,36.79,241.67,0.0,241.67,UAE,AED,Fashion,2025-09-11 18:44:10+0400,2025-09-11 14:44:10+0000,2025-09-03
OMS,ORD801144,1,2001,SKU00111,3,108.15,52.3,272.15,13.61,258.54,UAE,AED,Accessories,2025-09-20 15:15:31+0400,2025-09-20 11:15:31+0000,2025-09-03
OMS,ORD801145,1,2002,SKU00068,2,51.1,2.3,99.9,5.0,94.9,UAE,AED,Electronics,2025-09-30 20:12:40+0400,2025-09-30 16:12:40+0000,2025-09-03
OMS,ORD801146,1,2002,SKU00117,2,118.9,0.17,237.63,11.88,225.75,UAE,AED,Electronics,2025-09-10 12:29:17+0400,2025-09-10 08:29:17+0000,2025-09-03
OMS,ORD801147,1,2006,SKU00208,3,100.96,7.36,295.52,14.78,280.74,UAE,AED,Fashion,2025-09-23 23:01:57+0400,2025-09-23 19:01:57+0000,2025-09-03
OMS,ORD801147,2,2006,SKU00041,3,87.44,26.57,235.75,11.79,223.96,UAE,AED,Electronics,2025-09-23 23:01:57+0400,2025-09-23 19:01:57+0000,2025-09-03
OMS,ORD801148,1,2001,SKU00006,3,48.21,10.15,134.48,0.0,134.48,UAE,AED,Accessories,2025-09-09 21:10:13+0400,2025-09-09 17:10:13+0000,2025-09-03
OMS,ORD801149,1,2003,SKU00111,1,95.06,0.67,94.39,14.16,80.23,KSA,SAR,Accessories,2025-09-28 10:46:13+0300,2025-09-28 07:46:13+0000,2025-09-03
OMS,ORD801149,2,2003,SKU00241,2,91.74,24.85,158.63,23.79,134.84,KSA,SAR,Accessories,2025-09-28 10:46:13+0300,2025-09-28 07:46:13+0000,2025-09-03
OMS,ORD801149,3,2003,SKU00185,2,90.63,19.84,161.42,24.21,137.21,KSA,SAR,Fashion,2025-09-28 10:46:13+0300,2025-09-28 07:46:13+0000,2025-09-03
OMS,ORD801149,4,2003,SKU00257,1,131.36,19.54,111.82,16.77,95.05,KSA,SAR,Electronics,2025-09-28 10:46:13+0300,2025-09-28 07:46:13+0000,2025-09-03
OMS,ORD801150,1,2001,SKU00010,2,26.93,8.87,44.99,2.25,42.74,UAE,AED,Electronics,2025-09-11 14:08:52+0400,2025-09-11 10:08:52+0000,2025-09-03
OMS,ORD801151,1,2002,SKU00004,2,68.77,18.62,118.92,5.95,112.97,UAE,AED,HomeAppliance,2025-09-03 00:35:55+0400,2025-09-02 20:35:55+0000,2025-09-03
OMS,ORD801152,1,2002,SKU00037,3,113.96,31.19,310.69,15.53,295.16,UAE,AED,Accessories,2025-09-20 09:44:14+0400,2025-09-20 05:44:14+0000,2025-09-03
OMS,ORD801152,2,2002,SKU00007,1,72.87,11.09,61.78,0.0,61.78,UAE,AED,HomeAppliance,2025-09-20 09:44:14+0400,2025-09-20 05:44:14+0000,2025-09-03
OMS,ORD801153,1,2006,SKU00032,3,23.83,13.86,57.63,2.88,54.75,UAE,AED,Fashion,2025-09-26 03:23:18+0400,2025-09-25 23:23:18+0000,2025-09-03
OMS,ORD801153,2,2006,SKU00009,1,81.66,16.04,65.62,3.28,62.34,UAE,AED,Electronics,2025-09-26 03:23:18+0400,2025-09-25 23:23:18+0000,2025-09-03
OMS,ORD801154,1,2000,SKU00055,2,117.19,15.58,218.8,10.94,207.86,UAE,AED,Electronics,2025-09-08 14:18:40+0400,2025-09-08 10:18:40+0000,2025-09-03
OMS,ORD801155,1,2002,SKU00217,2,99.42,23.38,175.46,8.77,166.69,UAE,AED,Accessories,2025-09-19 14:53:55+0400,2025-09-19 10:53:55+0000,2025-09-03
OMS,ORD801156,1,2002,SKU00135,3,62.67,33.89,154.12,7.71,146.41,UAE,AED,Accessories,2025-09-18 10:30:26+0400,2025-09-18 06:30:26+0000,2025-09-03
OMS,ORD801156,2,2002,SKU00128,2,73.56,26.16,120.96,6.05,114.91,UAE,AED,Electronics,2025-09-18 10:30:26+0400,2025-09-18 06:30:26+0000,2025-09-03
OMS,ORD801157,1,2001,SKU00254,3,118.22,14.2,340.46,17.02,323.44,UAE,AED,Accessories,2025-09-06 23:22:17+0400,2025-09-06 19:22:17+0000,2025-09-03
OMS,ORD801157,2,2001,SKU00077,1,114.03,10.96,103.07,5.15,97.92,UAE,AED,HomeAppliance,2025-09-06 23:22:17+0400,2025-09-06 19:22:17+0000,2025-09-03
OMS,ORD801158,1,2004,SKU00195,2,88.57,2.99,174.15,26.12,148.03,KSA,SAR,Electronics,2025-09-08 06:08:30+0300,2025-09-08 03:08:30+0000,2025-09-03
OMS,ORD801159,1,2004,SKU00164,2,81.07,8.34,153.8,23.07,130.73,KSA,SAR,Electronics,2025-09-12 23:50:40+0300,2025-09-12 20:50:40+0000,2025-09-03
OMS,ORD801160,1,2002,SKU00243,2,51.1,11.64,90.56,4.53,86.03,UAE,AED,Electronics,2025-09-10 08:23:24+0400,2025-09-10 04:23:24+0000,2025-09-03
OMS,ORD801160,2,2002,SKU00243,1,88.95,4.88,84.07,4.2,79.87,UAE,AED,Electronics,2025-09-10 08:23:24+0400,2025-09-10 04:23:24+0000,2025-09-03
OMS,ORD801161,1,2006,SKU00249,2,75.69,22.2,129.18,6.46,122.72,UAE,AED,Fashion,2025-09-02 23:53:01+0400,2025-09-02 19:53:01+0000,2025-09-03
OMS,ORD801161,2,2006,SKU00001,3,89.07,9.11,258.1,12.91,245.19,UAE,AED,HomeAppliance,2025-09-02 23:53:01+0400,2025-09-02 19:53:01+0000,2025-09-03
OMS,ORD801161,3,2006,SKU00223,2,67.39,26.39,108.39,5.42,102.97,UAE,AED,Accessories,2025-09-02 23:53:01+0400,2025-09-02 19:53:01+0000,2025-09-03
OMS,ORD801162,1,2006,SKU00230,2,88.27,21.93,154.61,7.73,146.88,UAE,AED,Fashion,2025-09-28 07:10:38+0400,2025-09-28 03:10:38+0000,2025-09-03
OMS,ORD801163,1,2004,SKU00251,3,105.33,59.65,256.34,38.45,217.89,KSA,SAR,HomeAppliance,2025-09-02 20:25:23+0300,2025-09-02 17:25:23+0000,2025-09-03
OMS,ORD801164,1,2007,SKU00255,1,76.84,13.83,63.01,9.45,53.56,KSA,SAR,Accessories,2025-09-16 17:43:25+0300,2025-09-16 14:43:25+0000,2025-09-03
OMS,ORD801164,2,2007,SKU00034,3,115.74,50.06,297.16,44.57,252.59,KSA,SAR,Accessories,2025-09-16 17:43:25+0300,2025-09-16 14:43:25+0000,2025-09-03
OMS,ORD801165,1,2006,SKU00183,2,139.29,32.45,246.13,12.31,233.82,UAE,AED,Accessories,2025-09-06 17:09:59+0400,2025-09-06 13:09:59+0000,2025-09-03
OMS,ORD801166,1,2007,SKU00015,3,84.27,38.25,214.56,32.18,182.38,KSA,SAR,Fashion,2025-09-19 22:11:32+0300,2025-09-19 19:11:32+0000,2025-09-03
OMS,ORD801167,1,2005,SKU00132,2,91.43,25.64,157.22,23.58,133.64,KSA,SAR,Accessories,2025-09-30 02:29:28+0300,2025-09-29 23:29:28+0000,2025-09-03
OMS,ORD801167,2,2005,SKU00171,3,108.96,30.92,295.96,0.0,295.96,KSA,SAR,Electronics,2025-09-30 02:29:28+0300,2025-09-29 23:29:28+0000,2025-09-03
OMS,ORD801168,1,2003,SKU00257,1,48.92,4.6,44.32,6.65,37.67,KSA,SAR,Electronics,2025-09-23 02:58:04+0300,2025-09-22 23:58:04+0000,2025-09-03
OMS,ORD801168,2,2003,SKU00231,2,33.89,3.99,63.79,9.57,54.22,KSA,SAR,Fashion,2025-09-23 02:58:04+0300,2025-09-22 23:58:04+0000,2025-09-03
OMS,ORD801168,3,2003,SKU00152,3,81.73,23.28,221.91,33.29,188.62,KSA,SAR,Electronics,2025-09-23 02:58:04+0300,2025-09-22 23:58:04+0000,2025-09-03
OMS,ORD801168,4,2003,SKU00122,2,68.75,19.66,117.84,17.68,100.16,KSA,SAR,Accessories,2025-09-23 02:58:04+0300,2025-09-22 23:58:04+0000,2025-09-03
OMS,ORD801169,1,2004,SKU00014,2,49.39,1.27,97.51,14.63,82.88,KSA,SAR,Electronics,2025-09-27 16:51:24+0300,2025-09-27 13:51:24+0000,2025-09-03
OMS,ORD801170,1,2000,SKU00058,1,60.02,10.56,49.46,2.47,46.99,UAE,AED,Electronics,2025-09-15 20:45:55+0400,2025-09-15 16:45:55+0000,2025-09-03
OMS,ORD801170,2,2000,SKU00222,3,93.0,14.53,264.47,13.22,251.25,UAE,AED,Electronics,2025-09-15 20:45:55+0400,2025-09-15 16:45:55+0000,2025-09-03
OMS,ORD801170,3,2000,SKU00226,1,126.02,21.31,104.71,5.24,99.47,UAE,AED,Electronics,2025-09-15 20:45:55+0400,2025-09-15 16:45:55+0000,2025-09-03
OMS,ORD801171,1,2007,SKU00196,3,7.0,0.12,20.88,3.13,17.75,KSA,SAR,Accessories,2025-09-21 09:25:09+0300,2025-09-21 06:25:09+0000,2025-09-03
OMS,ORD801172,1,2007,SKU00174,2,134.17,20.54,247.8,37.17,210.63,KSA,SAR,Accessories,2025-09-15 23:05:33+0300,2025-09-15 20:05:33+0000,2025-09-03
OMS,ORD801172,2,2007,SKU00021,3,103.89,41.12,270.55,40.58,229.97,KSA,SAR,Electronics,2025-09-15 23:05:33+0300,2025-09-15 20:05:33+0000,2025-09-03
OMS,ORD801173,1,2003,SKU00212,2,92.46,5.34,179.58,26.94,152.64,KSA,SAR,Electronics,2025-09-29 06:48:24+0300,2025-09-29 03:48:24+0000,2025-09-03
OMS,ORD801174,1,2007,SKU00012,1,29.21,4.71,24.5,3.67,20.83,KSA,SAR,Accessories,2025-09-13 02:24:27+0300,2025-09-12 23:24:27+0000,2025-09-03
OMS,ORD801175,1,2007,SKU00091,2,120.87,14.37,227.37,0.0,227.37,KSA,SAR,Electronics,2025-09-21 16:01:22+0300,2025-09-21 13:01:22+0000,2025-09-03
OMS,ORD801176,1,2000,SKU00079,1,42.01,2.99,39.02,1.95,37.07,UAE,AED,Accessories,2025-09-19 21:27:53+0400,2025-09-19 17:27:53+0000,2025-09-03
OMS,ORD801177,1,2000,SKU00096,2,77.27,4.91,149.63,7.48,142.15,UAE,AED,Accessories,2025-09-18 20:06:37+0400,2025-09-18 16:06:37+0000,2025-09-03
OMS,ORD801177,2,2000,SKU00230,1,60.25,4.89,55.36,2.77,52.59,UAE,AED,Fashion,2025-09-18 20:06:37+0400,2025-09-18 16:06:37+0000,2025-09-03
OMS,ORD801178,1,2005,SKU00114,2,111.61,4.59,218.63,32.79,185.84,KSA,SAR,HomeAppliance,2025-09-22 16:32:50+0300,2025-09-22 13:32:50+0000,2025-09-03
OMS,ORD801179,1,2002,SKU00214,2,90.22,14.11,166.33,8.32,158.01,UAE,AED,Accessories,2025-09-25 10:42:40+0400,2025-09-25 06:42:40+0000,2025-09-03
OMS,ORD801180,1,2002,SKU00028,1,56.2,9.93,46.27,2.31,43.96,UAE,AED,Electronics,2025-09-22 06:43:04+0400,2025-09-22 02:43:04+0000,2025-09-03
OMS,ORD801181,1,2005,SKU00191,3,126.41,38.81,340.42,51.06,289.36,KSA,SAR,Fashion,2025-09-09 16:16:30+0300,2025-09-09 13:16:30+0000,2025-09-03
OMS,ORD801182,1,2006,SKU00091,2,106.6,31.38,181.82,0.0,181.82,UAE,AED,Electronics,2025-09-02 03:14:03+0400,2025-09-01 23:14:03+0000,2025-09-03
OMS,ORD801183,1,2002,SKU00217,2,53.78,0.93,106.63,5.33,101.3,UAE,AED,Accessories,2025-09-01 04:05:14+0400,2025-09-01 00:05:14+0000,2025-09-03
OMS,ORD801184,1,2007,SKU00181,1,41.28,3.76,37.52,5.63,31.89,KSA,SAR,Electronics,2025-09-24 18:18:38+0300,2025-09-24 15:18:38+0000,2025-09-03
OMS,ORD801185,1,2000,SKU00079,1,56.13,2.86,53.27,2.66,50.61,UAE,AED,Accessories,2025-09-23 14:04:56+0400,2025-09-23 10:04:56+0000,2025-09-03
OMS,ORD801186,1,2003,SKU00106,1,95.02,18.95,76.07,11.41,64.66,KSA,SAR,HomeAppliance,2025-09-12 10:05:13+0300,2025-09-12 07:05:13+0000,2025-09-03
OMS,ORD801187,1,2006,SKU00045,1,83.91,14.7,69.21,3.46,65.75,UAE,AED,HomeAppliance,2025-09-23 05:56:43+0400,2025-09-23 01:56:43+0000,2025-09-03
OMS,ORD801188,1,2002,SKU00003,2,78.17,29.35,126.99,6.35,120.64,UAE,AED,Accessories,2025-09-09 17:12:47+0400,2025-09-09 13:12:47+0000,2025-09-03
OMS,ORD801189,1,2006,SKU00099,3,95.31,53.41,232.52,11.63,220.89,UAE,AED,HomeAppliance,2025-09-23 23:20:23+0400,2025-09-23 19:20:23+0000,2025-09-03
OMS,ORD801189,2,2006,SKU00214,2,55.37,15.74,95.0,4.75,90.25,UAE,AED,Accessories,2025-09-23 23:20:23+0400,2025-09-23 19:20:23+0000,2025-09-03
OMS,ORD801189,3,2006,SKU00052,2,28.37,4.75,51.99,2.6,49.39,UAE,AED,Electronics,2025-09-23 23:20:23+0400,2025-09-23 19:20:23+0000,2025-09-03
OMS,ORD801189,4,2006,SKU00019,3,89.55,16.5,252.15,12.61,239.54,UAE,AED,HomeAppliance,2025-09-23 23:20:23+0400,2025-09-23 19:20:23+0000,2025-09-03
OMS,ORD801190,1,2001,SKU00174,3,73.27,11.74,208.07,10.4,197.67,UAE,AED,Accessories,2025-09-20 10:25:57+0400,2025-09-20 06:25:57+0000,2025-09-03
OMS,ORD801190,2,2001,SKU00026,1,105.63,19.77,85.86,4.29,81.57,UAE,AED,Electronics,2025-09-20 10:25:57+0400,2025-09-20 06:25:57+0000,2025-09-03
