source_system,order_number,line_number,store_id,sku,quantity,unit_price,discount_amount,gross_amount,vat_amount,net_amount,country,currency_code,category,order_local_ts,order_utc_ts,ingestion_date
OMS,ORD800003,4,2004,SKU00197,3,49.12,3.83,143.53,21.53,122.0,KSA,SAR,Electronics,2025-08-03 08:15:27+0300,2025-08-03 05:15:27+0000,2025-08-03
OMS,ORD800004,1,2002,SKU00104,3,125.39,68.29,307.88,15.39,292.49,UAE,AED,Electronics,2025-08-04 12:23:39+0400,2025-08-04 08:23:39+0000,2025-08-03
OMS,ORD800005,1,2005,SKU00032,2,125.82,36.2,215.44,32.32,183.12,KSA,SAR,Fashion,2025-08-27 00:20:52+0300,2025-08-26 21:20:52+0000,2025-08-03
OMS,ORD800006,1,2006,SKU00116,3,100.06,19.3,280.88,14.04,266.84,UAE,AED,HomeAppliance,2025-08-05 13:40:10+0400,2025-08-05 09:40:10+0000,2025-08-03
OMS,ORD800006,2,2006,SKU00159,2,112.27,35.16,189.38,9.47,179.91,UAE,AED,HomeAppliance,2025-08-05 13:40:10+0400,2025-08-05 09:40:10+0000,2025-08-03
OMS,ORD800007,1,2006,SKU00001,3,41.16,0.15,123.33,6.17,117.16,UAE,AED,HomeAppliance,2025-08-18 18:03:30+0400,2025-08-18 14:03:30+0000,2025-08-03
OMS,ORD800008,1,2005,SKU00210,1,44.65,3.57,41.08,6.16,34.92,KSA,SAR,Fashion,2025-08-29 06:59:50+0300,2025-08-29 03:59:50+0000,2025-08-03
OMS,ORD800009,1,2005,SKU00004,3,96.37,35.93,253.18,37.98,215.2,KSA,SAR,HomeAppliance,2025-08-03 19:34:25+0300,2025-08-03 16:34:25+0000,2025-08-03
OMS,ORD800010,1,2000,SKU00177,3,119.65,46.45,312.5,15.62,296.88,UAE,AED,Accessories,2025-08-02 19:41:08+0400,2025-08-02 15:41:08+0000,2025-08-03
OMS,ORD800011,1,2007,SKU00038,2,67.74,16.42,119.06,17.86,101.2,KSA,SAR,Accessories,2025-08-05 04:08:08+0300,2025-08-05 01:08:08+0000,2025-08-03
OMS,ORD800012,1,2002,SKU00035,1,110.55,19.27,91.28,4.56,86.72,UAE,AED,Fashion,2025-08-22 01:14:01+0400,2025-08-21 21:14:01+0000,2025-08-03
OMS,ORD800013,1,2007,SKU00131,1,64.15,7.08,57.07,8.56,48.51,KSA,SAR,HomeAppliance,2025-08-21 07:12:21+0300,2025-08-21 04:12:21+0000,2025-08-03
OMS,ORD800013,2,2007,SKU00101,1,92.51,3.82,88.69,0.0,88.69,KSA,SAR,Electronics,2025-08-21 07:12:21+0300,2025-08-21 04:12:21+0000,2025-08-03
OMS,ORD800014,1,2003,SKU00195,1,113.3,5.91,107.39,16.11,91.28,KSA,SAR,Electronics,2025-08-04 09:23:14+0300,2025-08-04 06:23:14+0000,2025-08-03
OMS,ORD800014,2,2003,SKU00113,2,65.12,9.9,120.34,18.05,102.29,KSA,SAR,Fashion,2025-08-04 09:23:14+0300,2025-08-04 06:23:14+0000,2025-08-03
OMS,ORD800015,1,2005,SKU00112,3,83.89,43.22,208.45,31.27,177.18,KSA,SAR,Fashion,2025-08-12 16:23:33+0300,2025-08-12 13:23:33+0000,2025-08-03
OMS,ORD800015,2,2005,SKU00072,3,54.56,5.41,158.27,23.74,134.53,KSA,SAR,HomeAppliance,2025-08-12 16:23:33+0300,2025-08-12 13:23:33+0000,2025-08-03
OMS,ORD800015,3,2005,SKU00233,3,141.64,52.49,372.43,55.86,316.57,KSA,SAR,HomeAppliance,2025-08-12 16:23:33+0300,2025-08-12 13:23:33+0000,2025-08-03
OMS,ORD800015,4,2005,SKU00219,3,20.59,12.28,49.49,7.42,42.07,KSA,SAR,Accessories,2025-08-12 16:23:33+0300,2025-08-12 13:23:33+0000,2025-08-03
OMS,ORD800016,1,2002,SKU00098,2,95.11,30.18,160.04,0.0,160.04,UAE,AED,Fashion,2025-08-05 09:41:17+0400,2025-08-05 05:41:17+0000,2025-08-03
OMS,ORD800016,2,2002,SKU00101,2,60.65,11.32,109.98,0.0,109.98,UAE,AED,Electronics,2025-08-05 09:41:17+0400,2025-08-05 05:41:17+0000,2025-08-03
OMS,ORD800017,1,2006,SKU00238,3,75.86,31.77,195.81,9.79,186.02,UAE,AED,HomeAppliance,2025-08-27 18:00:59+0400,2025-08-27 14:00:59+0000,2025-08-03
OMS,ORD800017,2,2006,SKU00171,3,90.13,46.14,224.25,0.0,224.25,UAE,AED,Electronics,2025-08-27 18:00:59+0400,2025-08-27 14:00:59+0000,2025-08-03
OMS,ORD800018,1,2000,SKU00077,1,111.43,12.47,98.96,4.95,94.01,UAE,AED,HomeAppliance,2025-08-21 14:36:02+0400,2025-08-21 10:36:02+0000,2025-08-03
OMS,ORD800018,2,2000,SKU00200,1,47.29,5.6,41.69,2.08,39.61,UAE,AED,HomeAppliance,2025-08-21 14:36:02+0400,2025-08-21 10:36:02+0000,2025-08-03
OMS,ORD800019,1,2007,SKU00072,1,65.73,10.76,54.97,8.25,46.72,KSA,SAR,HomeAppliance,2025-08-03 20:52:07+0300,2025-08-03 17:52:07+0000,2025-08-03
OMS,ORD800020,1,2005,SKU00030,2,54.32,5.92,102.72,15.41,87.31,KSA,SAR,Accessories,2025-08-28 10:48:04+0300,2025-08-28 07:48:04+0000,2025-08-03
OMS,ORD800021,1,2002,SKU00070,2,46.11,7.06,85.16,0.0,85.16,UAE,AED,Fashion,2025-08-07 00:14:23+0400,2025-08-06 20:14:23+0000,2025-08-03
OMS,ORD800021,2,2002,SKU00255,1,43.98,1.78,42.2,2.11,40.09,UAE,AED,Accessories,2025-08-07 00:14:23+0400,2025-08-06 20:14:23+0000,2025-08-03
OMS,ORD800022,1,2000,SKU00130,2,122.85,13.15,232.55,11.63,220.92,UAE,AED,Fashion,2025-08-11 20:05:32+0400,2025-08-11 16:05:32+0000,2025-08-03
OMS,ORD800022,2,2000,SKU00210,1,63.92,4.27,59.65,2.98,56.67,UAE,AED,Fashion,2025-08-11 20:05:32+0400,2025-08-11 16:05:32+0000,2025-08-03
OMS,ORD800022,3,2000,SKU00247,1,88.6,3.92,84.68,4.23,80.45,UAE,AED,HomeAppliance,2025-08-11 20:05:32+0400,2025-08-11 16:05:32+0000,2025-08-03
OMS,ORD800022,4,2000,SKU00019,3,76.95,41.28,189.57,9.48,180.09,UAE,AED,HomeAppliance,2025-08-11 20:05:32+0400,2025-08-11 16:05:32+0000,2025-08-03
OMS,ORD800023,1,2006,SKU00045,3,69.47,7.46,200.95,10.05,190.9,UAE,AED,HomeAppliance,2025-08-31 14:43:56+0400,2025-08-31 10:43:56+0000,2025-08-03
OMS,ORD800023,2,2006,SKU00063,2,71.71,3.33,140.09,7.0,133.09,UAE,AED,Electronics,2025-08-31 14:43:56+0400,2025-08-31 10:43:56+0000,2025-08-03
OMS,ORD800023,3,2006,SKU00012,2,21.56,0.92,42.2,2.11,40.09,UAE,AED,Accessories,2025-08-31 14:43:56+0400,2025-08-31 10:43:56+0000,2025-08-03
OMS,ORD800023,4,2006,SKU00170,2,89.45,4.29,174.61,8.73,165.88,UAE,AED,Electronics,2025-08-31 14:43:56+0400,2025-08-31 10:43:56+0000,2025-08-03
OMS,ORD800024,1,2002,SKU00129,3,43.47,7.16,123.25,6.16,117.09,UAE,AED,Accessories,2025-08-31 11:00:45+0400,2025-08-31 07:00:45+0000,2025-08-03
OMS,ORD800025,1,2003,SKU00203,2,68.3,12.12,124.48,18.67,105.81,KSA,SAR,Fashion,2025-08-29 07:14:26+0300,2025-08-29 04:14:26+0000,2025-08-03
OMS,ORD800026,1,2000,SKU00122,2,75.03,11.26,138.8,6.94,131.86,UAE,AED,Accessories,2025-08-04 00:04:28+0400,2025-08-03 20:04:28+0000,2025-08-03
OMS,ORD800027,1,2001,SKU00191,2,7.0,2.29,11.71,0.59,11.12,UAE,AED,Fashion,2025-08-29 00:22:25+0400,2025-08-28 20:22:25+0000,2025-08-03
OMS,ORD800028,1,2006,SKU00035,3,50.36,21.08,130.0,6.5,123.5,UAE,AED,Fashion,2025-08-29 10:12:18+0400,2025-08-29 06:12:18+0000,2025-08-03
OMS,ORD800028,2,2006,SKU00205,3,79.46,35.44,202.94,0.0,202.94,UAE,AED,Fashion,2025-08-29 10:12:18+0400,2025-08-29 06:12:18+0000,2025-08-03
OMS,ORD800029,1,2007,SKU00152,2,56.12,19.9,92.34,13.85,78.49,KSA,SAR,Electronics,2025-08-20 06:09:58+0300,2025-08-20 03:09:58+0000,2025-08-03
OMS,ORD800030,1,2006,SKU00232,1,60.02,6.79,53.23,2.66,50.57,UAE,AED,HomeAppliance,2025-08-03 09:46:32+0400,2025-08-03 05:46:32+0000,2025-08-03
OMS,ORD800031,1,2002,SKU00180,3,65.95,16.23,181.62,9.08,172.54,UAE,AED,HomeAppliance,2025-08-11 17:34:44+0400,2025-08-11 13:34:44+0000,2025-08-03
OMS,ORD800031,2,2002,SKU00024,2,54.68,20.08,89.28,4.46,84.82,UAE,AED,HomeAppliance,2025-08-11 17:34:44+0400,2025-08-11 13:34:44+0000,2025-08-03
OMS,ORD800032,1,2007,SKU00118,3,95.21,49.72,235.91,35.39,200.52,KSA,SAR,HomeAppliance,2025-08-03 06:16:21+0300,2025-08-03 03:16:21+0000,2025-08-03
OMS,ORD800033,1,2005,SKU00043,1,116.02,11.1,104.92,15.74,89.18,KSA,SAR,Electronics,2025-08-28 00:33:41+0300,2025-08-27 21:33:41+0000,2025-08-03
OMS,ORD800034,1,2007,SKU00075,3,78.43,22.7,212.59,31.89,180.7,KSA,SAR,Electronics,2025-08-07 11:09:35+0300,2025-08-07 08:09:35+0000,2025-08-03
OMS,ORD800035,1,2006,SKU00206,2,14.88,5.55,24.21,1.21,23.0,UAE,AED,HomeAppliance,2025-08-15 01:25:09+0400,2025-08-14 21:25:09+0000,2025-08-03
OMS,ORD800035,2,2006,SKU00055,1,143.26,24.94,118.32,5.92,112.4,UAE,AED,Electronics,2025-08-15 01:25:09+0400,2025-08-14 21:25:09+0000,2025-08-03
OMS,ORD800035,3,2006,SKU00255,1,88.46,12.04,76.42,3.82,72.6,UAE,AED,Accessories,2025-08-15 01:25:09+0400,2025-08-14 21:25:09+0000,2025-08-03
OMS,ORD800036,1,2002,SKU00066,1,52.75,6.55,46.2,2.31,43.89,UAE,AED,HomeAppliance,2025-08-21 08:19:56+0400,2025-08-21 04:19:56+0000,2025-08-03
OMS,ORD800037,1,2006,SKU00112,1,87.66,2.46,85.2,4.26,80.94,UAE,AED,Fashion,2025-08-08 00:04:09+0400,2025-08-07 20:04:09+0000,2025-08-03
OMS,ORD800038,1,2005,SKU00036,2,55.08,16.2,93.96,14.09,79.87,KSA,SAR,Fashion,2025-08-27 05:56:40+0300,2025-08-27 02:56:40+0000,2025-08-03
OMS,ORD800039,1,2006,SKU00189,3,80.45,36.32,205.03,10.25,194.78,UAE,AED,Electronics,2025-08-06 17:14:16+0400,2025-08-06 13:14:16+0000,2025-08-03
OMS,ORD800040,1,2000,SKU00253,1,90.46,3.5,86.96,4.35,82.61,UAE,AED,Electronics,2025-08-28 04:44:49+0400,2025-08-28 00:44:49+0000,2025-08-03
OMS,ORD800041,1,2006,SKU00233,1,104.81,8.74,96.07,4.8,91.27,UAE,AED,HomeAppliance,2025-08-09 18:33:41+0400,2025-08-09 14:33:41+0000,2025-08-03
OMS,ORD800041,2,2006,SKU00145,2,82.04,0.42,163.66,0.0,163.66,UAE,AED,Fashion,2025-08-09 18:33:41+0400,2025-08-09 14:33:41+0000,2025-08-03
OMS,ORD800042,1,2004,SKU00115,3,57.98,7.4,166.54,24.98,141.56,KSA,SAR,HomeAppliance,2025-08-06 00:04:06+0300,2025-08-05 21:04:06+0000,2025-08-03
OMS,ORD800042,2,2004,SKU00123,2,60.36,21.79,98.93,14.84,84.09,KSA,SAR,Accessories,2025-08-06 00:04:06+0300,2025-08-05 21:04:06+0000,2025-08-03
OMS,ORD800042,3,2004,SKU00070,2,36.02,3.28,68.76,0.0,68.76,KSA,SAR,Fashion,2025-08-06 00:04:06+0300,2025-08-05 21:04:06+0000,2025-08-03
OMS,ORD800042,4,2004,SKU00143,3,121.29,65.05,298.82,44.82,254.0,KSA,SAR,HomeAppliance,2025-08-06 00:04:06+0300,2025-08-05 21:04:06+0000,2025-08-03
OMS,ORD800043,1,2005,SKU00143,2,123.18,41.84,204.52,30.68,173.84,KSA,SAR,HomeAppliance,2025-08-29 05:36:47+0300,2025-08-29 02:36:47+0000,2025-08-03
OMS,ORD800043,2,2005,SKU00048,3,111.82,49.2,286.26,42.94,243.32,KSA,SAR,Accessories,2025-08-29 05:36:47+0300,2025-08-29 02:36:47+0000,2025-08-03
OMS,ORD800044,1,2004,SKU00128,3,146.34,30.47,408.55,61.28,347.27,KSA,SAR,Electronics,2025-08-28 17:30:04+0300,2025-08-28 14:30:04+0000,2025-08-03
OMS,ORD800045,1,2006,SKU00223,2,111.57,42.71,180.43,9.02,171.41,UAE,AED,Accessories,2025-08-10 02:53:08+0400,2025-08-09 22:53:08+0000,2025-08-03
OMS,ORD800045,2,2006,SKU00023,1,102.06,19.05,83.01,4.15,78.86,UAE,AED,Electronics,2025-08-10 02:53:08+0400,2025-08-09 22:53:08+0000,2025-08-03
OMS,ORD800046,1,2001,SKU00212,3,83.62,35.16,215.7,10.79,204.91,UAE,AED,Electronics,2025-08-19 01:52:28+0400,2025-08-18 21:52:28+0000,2025-08-03
OMS,ORD800047,1,2002,SKU00167,2,64.61,15.79,113.43,5.67,107.76,UAE,AED,HomeAppliance,2025-08-05 17:30:53+0400,2025-08-05 13:30:53+0000,2025-08-03
OMS,ORD800048,1,2004,SKU00186,1,68.35,3.64,64.71,9.71,55.0,KSA,SAR,Fashion,2025-08-27 14:10:06+0300,2025-08-27 11:10:06+0000,2025-08-03
OMS,ORD800048,2,2004,SKU00153,2,107.99,18.55,197.43,29.61,167.82,KSA,SAR,HomeAppliance,2025-08-27 14:10:06+0300,2025-08-27 11:10:06+0000,2025-08-03
OMS,ORD800049,1,2001,SKU00020,1,43.89,3.51,40.38,0.0,40.38,UAE,AED,Accessories,2025-08-28 09:32:12+0400,2025-08-28 05:32:12+0000,2025-08-03
OMS,ORD800049,2,2001,SKU00159,3,79.23,26.96,210.73,10.54,200.19,UAE,AED,HomeAppliance,2025-08-28 09:32:12+0400,2025-08-28 05:32:12+0000,2025-08-03
OMS,ORD800050,1,2004,SKU00254,1,147.21,23.03,124.18,18.63,105.55,KSA,SAR,Accessories,2025-08-03 21:26:25+0300,2025-08-03 18:26:25+0000,2025-08-03
OMS,ORD800051,1,2007,SKU00235,3,82.12,23.69,222.67,33.4,189.27,KSA,SAR,Fashion,2025-08-31 01:11:54+0300,2025-08-30 22:11:54+0000,2025-08-03
OMS,ORD800051,2,2007,SKU00106,2,86.39,21.64,151.14,22.67,128.47,KSA,SAR,HomeAppliance,2025-08-31 01:11:54+0300,2025-08-30 22:11:54+0000,2025-08-03
OMS,ORD800052,1,2001,SKU00143,1,80.48,4.44,76.04,3.8,72.24,UAE,AED,HomeAppliance,2025-08-10 23:57:33+0400,2025-08-10 19:57:33+0000,2025-08-03
OMS,ORD800053,1,2004,SKU00085,1,55.32,7.82,47.5,7.12,40.38,KSA,SAR,Accessories,2025-08-25 02:21:53+0300,2025-08-24 23:21:53+0000,2025-08-03
OMS,ORD800053,2,2004,SKU00153,1,67.52,2.54,64.98,9.75,55.23,KSA,SAR,HomeAppliance,2025-08-25 02:21:53+0300,2025-08-24 23:21:53+0000,2025-08-03
OMS,ORD800054,1,2006,SKU00162,1,38.19,3.63,34.56,1.73,32.83,UAE,AED,Electronics,2025-08-26 19:29:56+0400,2025-08-26 15:29:56+0000,2025-08-03
OMS,ORD800055,1,2002,SKU00029,1,70.21,4.62,65.59,3.28,62.31,UAE,AED,Fashion,2025-08-21 18:10:52+0400,2025-08-21 14:10:52+0000,2025-08-03
OMS,ORD800055,2,2002,SKU00032,3,93.13,28.77,250.62,12.53,238.09,UAE,AED,Fashion,2025-08-21 18:10:52+0400,2025-08-21 14:10:52+0000,2025-08-03
OMS,ORD800055,3,2002,SKU00121,1,104.72,4.14,100.58,5.03,95.55,UAE,AED,Accessories,2025-08-21 18:10:52+0400,2025-08-21 14:10:52+0000,2025-08-03
OMS,ORD800055,4,2002,SKU00043,3,72.11,29.03,187.3,9.37,177.93,UAE,AED,Electronics,2025-08-21 18:10:52+0400,2025-08-21 14:10:52+0000,2025-08-03
OMS,ORD800056,1,2002,SKU00241,3,104.95,12.9,301.95,15.1,286.85,UAE,AED,Accessories,2025-08-16 06:00:28+0400,2025-08-16 02:00:28+0000,2025-08-03
OMS,ORD800057,1,2000,SKU00177,2,101.73,4.95,198.51,9.93,188.58,UAE,AED,Accessories,2025-08-23 14:27:55+0400,2025-08-23 10:27:55+0000,2025-08-03
OMS,ORD800057,2,2000,SKU00049,3,75.01,30.74,194.29,9.71,184.58,UAE,AED,Electronics,2025-08-23 14:27:55+0400,2025-08-23 10:27:55+0000,2025-08-03
OMS,ORD800057,3,2000,SKU00093,1,93.91,10.64,83.27,4.16,79.11,UAE,AED,Fashion,2025-08-23 14:27:55+0400,2025-08-23 10:27:55+0000,2025-08-03
OMS,ORD800058,1,2003,SKU00208,3,31.79,5.14,90.23,13.53,76.7,KSA,SAR,Fashion,2025-08-29 10:13:44+0300,2025-08-29 07:13:44+0000,2025-08-03
OMS,ORD800059,1,2007,SKU00105,1,86.57,17.24,69.33,10.4,58.93,KSA,SAR,HomeAppliance,2025-08-22 23:59:53+0300,2025-08-22 20:59:53+0000,2025-08-03
OMS,ORD800060,1,2000,SKU00115,1,44.29,5.34,38.95,1.95,37.0,UAE,AED,HomeAppliance,2025-08-18 13:16:26+0400,2025-08-18 09:16:26+0000,2025-08-03
OMS,ORD800061,1,2006,SKU00085,2,65.15,9.6,120.7,6.04,114.66,UAE,AED,Accessories,2025-08-15 13:15:13+0400,2025-08-15 09:15:13+0000,2025-08-03
OMS,ORD800062,1,2004,SKU00130,3,52.65,28.16,129.79,19.47,110.32,KSA,SAR,Fashion,2025-08-13 01:26:16+0300,2025-08-12 22:26:16+0000,2025-08-03
OMS,ORD800063,1,2003,SKU00253,1,119.76,21.78,97.98,14.7,83.28,KSA,SAR,Electronics,2025-08-12 20:23:34+0300,2025-08-12 17:23:34+0000,2025-08-03
OMS,ORD800064,1,2005,SKU00014,1,151.6,29.0,122.6,18.39,104.21,KSA,SAR,Electronics,2025-08-04 23:22:04+0300,2025-08-04 20:22:04+0000,2025-08-03
OMS,ORD800065,1,2006,SKU00032,3,59.18,34.76,142.78,7.14,135.64,UAE,AED,Fashion,2025-08-28 21:15:07+0400,2025-08-28 17:15:07+0000,2025-08-03
OMS,ORD800065,2,2006,SKU00007,2,58.03,14.38,101.68,0.0,101.68,UAE,AED,HomeAppliance,2025-08-28 21:15:07+0400,2025-08-28 17:15:07+0000,2025-08-03
OMS,ORD800065,3,2006,SKU00201,3,75.84,23.37,204.15,10.21,193.94,UAE,AED,Fashion,2025-08-28 21:15:07+0400,2025-08-28 17:15:07+0000,2025-08-03
OMS,ORD800066,1,2003,SKU00182,1,53.32,2.71,50.61,0.0,50.61,KSA,SAR,HomeAppliance,2025-08-15 13:48:56+0300,2025-08-15 10:48:56+0000,2025-08-03
OMS,ORD800067,1,2005,SKU00057,2,88.74,1.72,175.76,26.36,149.4,KSA,SAR,Fashion,2025-08-26 11:53:53+0300,2025-08-26 08:53:53+0000,2025-08-03
OMS,ORD800067,2,2005,SKU00193,3,111.35,6.06,327.99,49.2,278.79,KSA,SAR,Accessories,2025-08-26 11:53:53+0300,2025-08-26 08:53:53+0000,2025-08-03
OMS,ORD800068,1,2000,SKU00182,1,133.17,21.61,111.56,0.0,111.56,UAE,AED,HomeAppliance,2025-08-25 00:51:08+0400,2025-08-24 20:51:08+0000,2025-08-03
OMS,ORD800069,1,2001,SKU00063,3,42.02,21.96,104.1,5.21,98.89,UAE,AED,Electronics,2025-08-17 16:10:41+0400,2025-08-17 12:10:41+0000,2025-08-03
OMS,ORD800069,2,2001,SKU00043,1,112.16,11.95,100.21,5.01,95.2,UAE,AED,Electronics,2025-08-17 16:10:41+0400,2025-08-17 12:10:41+0000,2025-08-03
OMS,ORD800069,3,2001,SKU00018,3,40.99,18.97,104.0,5.2,98.8,UAE,AED,Fashion,2025-08-17 16:10:41+0400,2025-08-17 12:10:41+0000,2025-08-03
OMS,ORD800069,4,2001,SKU00237,2,50.59,12.82,88.36,4.42,83.94,UAE,AED,HomeAppliance,2025-08-17 16:10:41+0400,2025-08-17 12:10:41+0000,2025-08-03
OMS,ORD800070,1,2007,SKU00231,1,78.0,7.72,70.28,10.54,59.74,KSA,SAR,Fashion,2025-08-22 18:55:47+0300,2025-08-22 15:55:47+0000,2025-08-03
OMS,ORD800070,2,2007,SKU00078,2,136.02,49.59,222.45,33.37,189.08,KSA,SAR,Fashion,2025-08-22 18:55:47+0300,2025-08-22 15:55:47+0000,2025-08-03
OMS,ORD800070,3,2007,SKU00140,1,80.11,13.24,66.87,10.03,56.84,KSA,SAR,Fashion,2025-08-22 18:55:47+0300,2025-08-22 15:55:47+0000,2025-08-03
OMS,ORD800071,1,2007,SKU00022,3,126.83,58.6,321.89,0.0,321.89,KSA,SAR,Accessories,2025-08-14 23:28:18+0300,2025-08-14 20:28:18+0000,2025-08-03
OMS,ORD800071,2,2007,SKU00159,1,56.79,10.58,46.21,6.93,39.28,KSA,SAR,HomeAppliance,2025-08-14 23:28:18+0300,2025-08-14 20:28:18+0000,2025-08-03
OMS,ORD800072,1,2000,SKU00158,1,120.5,22.75,97.75,4.89,92.86,UAE,AED,HomeAppliance,2025-08-30 13:29:19+0400,2025-08-30 09:29:19+0000,2025-08-03
OMS,ORD800072,2,2000,SKU00107,1,100.11,6.88,93.23,4.66,88.57,UAE,AED,Accessories,2025-08-30 13:29:19+0400,2025-08-30 09:29:19+0000,2025-08-03
OMS,ORD800073,1,2005,SKU00177,1,106.62,13.15,93.47,14.02,79.45,KSA,SAR,Accessories,2025-08-04 13:17:06+0300,2025-08-04 10:17:06+0000,2025-08-03
OMS,ORD800073,2,2005,SKU00168,3,85.38,6.97,249.17,37.38,211.79,KSA,SAR,Fashion,2025-08-04 13:17:06+0300,2025-08-04 10:17:06+0000,2025-08-03
OMS,ORD800073,3,2005,SKU00077,1,66.93,11.78,55.15,8.27,46.88,KSA,SAR,HomeAppliance,2025-08-04 13:17:06+0300,2025-08-04 10:17:06+0000,2025-08-03
OMS,ORD800073,4,2005,SKU00085,2,66.26,9.45,123.07,18.46,104.61,KSA,SAR,Accessories,2025-08-04 13:17:06+0300,2025-08-04 10:17:06+0000,2025-08-03
OMS,ORD800074,1,2003,SKU00236,2,91.0,2.22,179.78,26.97,152.81,KSA,SAR,Fashion,2025-08-06 17:33:23+0300,2025-08-06 14:33:23+0000,2025-08-03
OMS,ORD800075,1,2006,SKU00008,3,101.54,23.9,280.72,0.0,280.72,UAE,AED,Accessories,2025-08-25 20:26:41+0400,2025-08-25 16:26:41+0000,2025-08-03
OMS,ORD800076,1,2004,SKU00219,2,115.24,39.23,191.25,28.69,162.56,KSA,SAR,Accessories,2025-08-21 07:08:54+0300,2025-08-21 04:08:54+0000,2025-08-03
OMS,ORD800076,2,2004,SKU00161,1,127.27,2.28,124.99,18.75,106.24,KSA,SAR,HomeAppliance,2025-08-21 07:08:54+0300,2025-08-21 04:08:54+0000,2025-08-03
OMS,ORD800077,1,2001,SKU00195,1,7.0,1.39,5.61,0.28,5.33,UAE,AED,Electronics,2025-08-09 00:11:41+0400,2025-08-08 20:11:41+0000,2025-08-03
OMS,ORD800078,1,2005,SKU00150,2,88.42,20.76,156.08,23.41,132.67,KSA,SAR,Accessories,2025-08-17 14:31:26+0300,2025-08-17 11:31:26+0000,2025-08-03
OMS,ORD800079,1,2005,SKU00221,1,19.76,3.08,16.68,2.5,14.18,KSA,SAR,Accessories,2025-08-08 09:04:29+0300,2025-08-08 06:04:29+0000,2025-08-03
OMS,ORD800080,1,2007,SKU00099,1,53.21,7.63,45.58,6.84,38.74,KSA,SAR,HomeAppliance,2025-08-24 17:40:59+0300,2025-08-24 14:40:59+0000,2025-08-03
OMS,ORD800081,1,2007,SKU00038,1,74.0,13.66,60.34,9.05,51.29,KSA,SAR,Accessories,2025-08-21 11:18:51+0300,2025-08-21 08:18:51+0000,2025-08-03
OMS,ORD800082,1,2001,SKU00196,1,52.08,9.9,42.18,2.11,40.07,UAE,AED,Accessories,2025-08-02 21:40:47+0400,2025-08-02 17:40:47+0000,2025-08-03
OMS,ORD800083,1,2006,SKU00210,1,82.07,15.19,66.88,3.34,63.54,UAE,AED,Fashion,2025-08-28 02:12:19+0400,2025-08-27 22:12:19+0000,2025-08-03
OMS,ORD800083,2,2006,SKU00218,3,91.68,24.73,250.31,12.52,237.79,UAE,AED,Fashion,2025-08-28 02:12:19+0400,2025-08-27 22:12:19+0000,2025-08-03
OMS,ORD800083,3,2006,SKU00221,2,97.05,9.2,184.9,9.25,175.65,UAE,AED,Accessories,2025-08-28 02:12:19+0400,2025-08-27 22:12:19+0000,2025-08-03
OMS,ORD800084,1,2007,SKU00180,1,57.2,7.79,49.41,7.41,42.0,KSA,SAR,HomeAppliance,2025-08-28 19:37:24+0300,2025-08-28 16:37:24+0000,2025-08-03
