source_system,order_number,store_id,customer_id_nat,channel,final_status,order_local_ts,order_utc_ts,order_flag,ingestion_date
OMS,ORD801153,2006,CUST000067,POS,Completed,2025-09-26 03:23:18+0400,2025-09-25 23:23:18+0000,,2025-09-03
OMS,ORD801154,2000,CUST000770,POS,Fulfilled,2025-09-08 14:18:40+0400,2025-09-08 10:18:40+0000,,2025-09-03
OMS,ORD801155,2002,CUST002041,Marketplace,Completed,2025-09-19 14:53:55+0400,2025-09-19 10:53:55+0000,,2025-09-03
OMS,ORD801156,2002,CUST000668,POS,Completed,2025-09-18 10:30:26+0400,2025-09-18 06:30:26+0000,,2025-09-03
OMS,ORD801157,2001,CUST001360,Web,Completed,2025-09-06 23:22:17+0400,2025-09-06 19:22:17+0000,,2025-09-03
OMS,ORD801158,2004,CUST000238,POS,Completed,2025-09-08 06:08:30+0300,2025-09-08 03:08:30+0000,,2025-09-03
OMS,ORD801159,2004,CUST001855,POS,Completed,2025-09-12 23:50:40+0300,2025-09-12 20:50:40+0000,,2025-09-03
OMS,ORD801160,2002,CUST001507,POS,Cancelled,2025-09-10 08:23:24+0400,2025-09-10 04:23:24+0000,,2025-09-03
OMS,ORD801161,2006,CUST001355,POS,Fulfilled,2025-09-02 23:53:01+0400,2025-09-02 19:53:01+0000,,2025-09-03
OMS,ORD801162,2006,CUST001732,Web,Completed,2025-09-28 07:10:38+0400,2025-09-28 03:10:38+0000,,2025-09-03
OMS,ORD801163,2004,CUST000777,POS,Completed,2025-09-02 20:25:23+0300,2025-09-02 17:25:23+0000,,2025-09-03
OMS,ORD801164,2007,CUST000135,POS,Fulfilled,2025-09-16 17:43:25+0300,2025-09-16 14:43:25+0000,,2025-09-03
OMS,ORD801165,2006,CUST000808,POS,Fulfilled,2025-09-06 17:09:59+0400,2025-09-06 13:09:59+0000,,2025-09-03
OMS,ORD801166,2007,CUST000086,POS,Fulfilled,2025-09-19 22:11:32+0300,2025-09-19 19:11:32+0000,,2025-09-03
OMS,ORD801167,2005,CUST000439,POS,Completed,2025-09-30 02:29:28+0300,2025-09-29 23:29:28+0000,,2025-09-03
OMS,ORD801168,2003,CUST000059,Web,Fulfilled,2025-09-23 02:58:04+0300,2025-09-22 23:58:04+0000,,2025-09-03
OMS,ORD801169,2004,CUST002268,Web,Fulfilled,2025-09-27 16:51:24+0300,2025-09-27 13:51:24+0000,,2025-09-03
OMS,ORD801170,2000,CUST000096,Web,Completed,2025-09-15 20:45:55+0400,2025-09-15 16:45:55+0000,,2025-09-03
OMS,ORD801171,2007,CUST002121,POS,Fulfilled,2025-09-21 09:25:09+0300,2025-09-21 06:25:09+0000,,2025-09-03
OMS,ORD801172,2007,CUST002112,Web,Completed,2025-09-15 23:05:33+0300,2025-09-15 20:05:33+0000,,2025-09-03
OMS,ORD801173,2003,CUST001658,POS,Completed,2025-09-29 06:48:24+0300,2025-09-29 03:48:24+0000,,2025-09-03
OMS,ORD801174,2007,CUST000746,Marketplace,Completed,2025-09-13 02:24:27+0300,2025-09-12 23:24:27+0000,,2025-09-03
OMS,ORD801175,2007,CUST002239,Web,Completed,2025-09-21 16:01:22+0300,2025-09-21 13:01:22+0000,,2025-09-03
OMS,ORD801176,2000,CUST000878,POS,Completed,2025-09-19 21:27:53+0400,2025-09-19 17:27:53+0000,,2025-09-03
OMS,ORD801177,2000,CUST001136,Web,Completed,2025-09-18 20:06:37+0400,2025-09-18 16:06:37+0000,,2025-09-03
OMS,ORD801178,2005,CUST001689,POS,Fulfilled,2025-09-22 16:32:50+0300,2025-09-22 13:32:50+0000,,2025-09-03
OMS,ORD801179,2002,CUST002259,POS,Completed,2025-09-25 10:42:40+0400,2025-09-25 06:42:40+0000,,2025-09-03
OMS,ORD801180,2002,CUST000717,POS,Completed,2025-09-22 06:43:04+0400,2025-09-22 02:43:04+0000,,2025-09-03
OMS,ORD801181,2005,CUST001601,POS,Completed,2025-09-09 16:16:30+0300,2025-09-09 13:16:30+0000,,2025-09-03
OMS,ORD801182,2006,CUST002351,POS,Fulfilled,2025-09-02 03:14:03+0400,2025-09-01 23:14:03+0000,,2025-09-03
OMS,ORD801183,2002,CUST001178,POS,Fulfilled,2025-09-01 04:05:14+0400,2025-09-01 00:05:14+0000,,2025-09-03
OMS,ORD801184,2007,CUST002103,Web,Completed,2025-09-24 18:18:38+0300,2025-09-24 15:18:38+0000,,2025-09-03
OMS,ORD801185,2000,CUST001928,POS,Completed,2025-09-23 14:04:56+0400,2025-09-23 10:04:56+0000,,2025-09-03
OMS,ORD801186,2003,CUST001116,POS,Completed,2025-09-12 10:05:13+0300,2025-09-12 07:05:13+0000,,2025-09-03
OMS,ORD801187,2006,CUST001537,POS,Completed,2025-09-23 05:56:43+0400,2025-09-23 01:56:43+0000,,2025-09-03
OMS,ORD801188,2002,CUST001492,POS,Completed,2025-09-09 17:12:47+0400,2025-09-09 13:12:47+0000,,2025-09-03
OMS,ORD801189,2006,CUST000169,Web,Completed,2025-09-23 23:20:23+0400,2025-09-23 19:20:23+0000,,2025-09-03
OMS,ORD801190,2001,CUST000245,Web,Completed,2025-09-20 10:25:57+0400,2025-09-20 06:25:57+0000,,2025-09-03
OMS,ORD801191,2001,CUST000135,Web,Fulfilled,2025-09-06 04:45:09+0400,2025-09-06 00:45:09+0000,,2025-09-03
OMS,ORD801192,2006,CUST001671,POS,Completed,2025-09-04 06:12:04+0400,2025-09-04 02:12:04+0000,Fraud,2025-09-03
OMS,ORD801193,2002,CUST002032,POS,Completed,2025-09-07 05:39:43+0400,2025-09-07 01:39:43+0000,,2025-09-03
OMS,ORD801194,2002,CUST000381,POS,Completed,2025-09-18 09:46:12+0400,2025-09-18 05:46:12+0000,,2025-09-03
OMS,ORD801195,2002,CUST000675,Web,Completed,2025-09-21 21:41:03+0400,2025-09-21 17:41:03+0000,,2025-09-03
OMS,ORD801196,2005,CUST000210,POS,Completed,2025-09-18 17:38:34+0300,2025-09-18 14:38:34+0000,,2025-09-03
OMS,ORD801197,2006,CUST001818,Web,Completed,2025-09-05 10:51:12+0400,2025-09-05 06:51:12+0000,,2025-09-03
OMS,ORD801198,2007,CUST000576,Web,Fulfilled,2025-09-22 10:55:44+0300,2025-09-22 07:55:44+0000,,2025-09-03
OMS,ORD801199,2007,CUST001093,POS,Completed,2025-09-25 11:36:03+0300,2025-09-25 08:36:03+0000,,2025-09-03
OMS,ORD801200,2000,CUST001716,POS,Fulfilled,2025-09-25 18:22:51+0400,2025-09-25 14:22:51+0000,,2025-09-03
OMS,ORD801201,2003,CUST002092,Web,Completed,2025-09-02 23:21:45+0300,2025-09-02 20:21:45+0000,,2025-09-03
OMS,ORD801202,2003,CUST001063,Web,Completed,2025-09-07 07:46:36+0300,2025-09-07 04:46:36+0000,,2025-09-03
OMS,ORD801203,2002,CUST001208,Web,Fulfilled,2025-09-04 23:49:03+0400,2025-09-04 19:49:03+0000,,2025-09-03
OMS,ORD801204,2002,CUST000430,POS,Completed,2025-09-16 05:31:01+0400,2025-09-16 01:31:01+0000,,2025-09-03
OMS,ORD801205,2007,CUST001457,Web,Cancelled,2025-09-25 19:55:09+0300,2025-09-25 16:55:09+0000,,2025-09-03
OMS,ORD801206,2000,CUST000089,POS,Fulfilled,2025-09-04 21:10:09+0400,2025-09-04 17:10:09+0000,,2025-09-03
OMS,ORD801207,2002,CUST000578,POS,Fulfilled,2025-09-03 15:13:23+0400,2025-09-03 11:13:23+0000,,2025-09-03
OMS,ORD801208,2006,CUST000161,POS,Fulfilled,2025-09-25 11:06:50+0400,2025-09-25 07:06:50+0000,,2025-09-03
OMS,ORD801209,2006,CUST002107,POS,Completed,2025-09-19 08:14:30+0400,2025-09-19 04:14:30+0000,,2025-09-03
OMS,ORD801210,2001,CUST002265,POS,Completed,2025-09-07 14:40:04+0400,2025-09-07 10:40:04+0000,,2025-09-03
OMS,ORD801211,2000,CUST000236,Web,Fulfilled,2025-09-02 06:07:29+0400,2025-09-02 02:07:29+0000,,2025-09-03
OMS,ORD801212,2006,CUST002347,POS,Completed,2025-09-04 05:20:20+0400,2025-09-04 01:20:20+0000,,2025-09-03
OMS,ORD801213,2002,CUST002062,POS,Completed,2025-09-30 19:30:21+0400,2025-09-30 15:30:21+0000,,2025-09-03
OMS,ORD801214,2000,CUST001991,POS,Completed,2025-09-06 07:40:45+0400,2025-09-06 03:40:45+0000,,2025-09-03
OMS,ORD801215,2002,CUST000496,POS,Completed,2025-09-10 09:41:07+0400,2025-09-10 05:41:07+0000,,2025-09-03
OMS,ORD801216,2006,CUST001200,POS,Completed,2025-09-07 09:20:43+0400,2025-09-07 05:20:43+0000,,2025-09-03
OMS,ORD801217,2006,CUST000123,Web,Completed,2025-09-24 21:04:12+0400,2025-09-24 17:04:12+0000,,2025-09-03
OMS,ORD801218,2003,CUST000775,Web,Completed,2025-09-14 23:24:22+0300,2025-09-14 20:24:22+0000,,2025-09-03
OMS,ORD801219,2001,CUST002376,POS,Fulfilled,2025-09-09 00:22:07+0400,2025-09-08 20:22:07+0000,,2025-09-03
OMS,ORD801220,2006,CUST000143,Web,Completed,2025-09-11 17:37:52+0400,2025-09-11 13:37:52+0000,,2025-09-03
OMS,ORD801221,2001,CUST000498,POS,Fulfilled,2025-09-04 04:19:54+0400,2025-09-04 00:19:54+0000,,2025-09-03
OMS,ORD801222,2003,CUST000460,POS,Completed,2025-09-18 00:49:30+0300,2025-09-17 21:49:30+0000,,2025-09-03
OMS,ORD801223,2007,CUST001542,POS,Completed,2025-09-30 15:13:10+0300,2025-09-30 12:13:10+0000,,2025-09-03
OMS,ORD801224,2001,CUST000516,POS,Completed,2025-09-13 05:51:30+0400,2025-09-13 01:51:30+0000,,2025-09-03
OMS,ORD801225,2005,CUST000999,Web,Completed,2025-09-08 16:58:38+0300,2025-09-08 13:58:38+0000,,2025-09-03
OMS,ORD801226,2004,CUST001789,Web,Completed,2025-09-16 17:17:59+0300,2025-09-16 14:17:59+0000,,2025-09-03
OMS,ORD801227,2003,CUST000608,POS,Completed,2025-09-30 18:48:58+0300,2025-09-30 15:48:58+0000,,2025-09-03
OMS,ORD801228,2006,CUST000880,POS,Completed,2025-09-14 08:23:22+0400,2025-09-14 04:23:22+0000,,2025-09-03
OMS,ORD801229,2006,CUST001672,Web,Completed,2025-09-23 03:44:52+0400,2025-09-22 23:44:52+0000,,2025-10-03
OMS,ORD801230,2006,CUST001735,POS,Completed,2025-09-07 23:16:25+0400,2025-09-07 19:16:25+0000,,2025-09-03
OMS,ORD801231,2007,CUST001291,POS,Completed,2025-09-13 08:07:10+0300,2025-09-13 05:07:10+0000,,2025-09-03
OMS,ORD801232,2003,CUST000727,POS,Fulfilled,2025-09-25 09:07:34+0300,2025-09-25 06:07:34+0000,,2025-09-03
OMS,ORD801233,2005,CUST000063,Web,Completed,2025-09-24 07:21:57+0300,2025-09-24 04:21:57+0000,,2025-09-03
OMS,ORD801234,2006,CUST000796,POS,Completed,2025-09-11 02:42:51+0400,2025-09-10 22:42:51+0000,,2025-09-03
OMS,ORD801235,2002,CUST000409,POS,Fulfilled,2025-09-29 17:35:57+0400,2025-09-29 13:35:57+0000,,2025-09-03
OMS,ORD801236,2003,CUST002135,POS,Fulfilled,2025-09-13 18:15:46+0300,2025-09-13 15:15:46+0000,,2025-09-03
OMS,ORD801237,2005,CUST001658,POS,Completed,2025-09-30 21:32:10+0300,2025-09-30 18:32:10+0000,,2025-09-03
OMS,ORD801238,2006,CUST002019,Web,Completed,2025-09-25 13:32:27+0400,2025-09-25 09:32:27+0000,,2025-09-03
OMS,ORD801239,2006,CUST001802,Web,Completed,2025-09-12 12:35:24+0400,2025-09-12 08:35:24+0000,,2025-09-03
OMS,ORD801240,2006,CUST002067,Web,Completed,2025-09-16 11:45:08+0400,2025-09-16 07:45:08+0000,,2025-09-03
OMS,ORD801241,2004,CUST000755,POS,Fulfilled,2025-09-19 01:43:20+0300,2025-09-18 22:43:20+0000,,2025-09-03
OMS,ORD801242,2004,CUST001400,POS,Completed,2025-09-02 18:54:49+0300,2025-09-02 15:54:49+0000,,2025-09-03
OMS,ORD801243,2006,CUST000520,POS,Completed,2025-09-10 15:47:03+0400,2025-09-10 11:47:03+0000,,2025-09-03
OMS,ORD801244,2000,CUST002446,POS,Completed,2025-09-09 20:09:27+0400,2025-09-09 16:09:27+0000,,2025-09-03
OMS,ORD801245,2003,CUST000202,POS,Completed,2025-09-20 14:04:16+0300,2025-09-20 11:04:16+0000,,2025-09-03
OMS,ORD801246,2006,CUST001079,POS,Completed,2025-09-08 19:50:44+0400,2025-09-08 15:50:44+0000,,2025-09-03
OMS,ORD801247,2006,CUST002312,Web,Completed,2025-09-14 12:07:27+0400,2025-09-14 08:07:27+0000,,2025-09-03
OMS,ORD801248,2007,CUST001431,Web,Completed,2025-09-16 21:56:34+0300,2025-09-16 18:56:34+0000,,2025-09-03
OMS,ORD801249,2000,CUST000982,POS,Completed,2025-09-19 07:03:05+0400,2025-09-19 03:03:05+0000,,2025-09-03
OMS,ORD801250,2006,CUST001471,Web,Completed,2025-09-09 04:35:55+0400,2025-09-09 00:35:55+0000,,2025-09-03
OMS,ORD801251,2004,CUST001069,POS,Completed,2025-09-13 19:58:45+0300,2025-09-13 16:58:45+0000,,2025-09-03
OMS,ORD801252,2006,CUST000795,POS,Fulfilled,2025-09-06 14:04:35+0400,2025-09-06 10:04:35+0000,,2025-09-03
OMS,ORD801253,2007,CUST000221,POS,Completed,2025-09-26 18:20:06+0300,2025-09-26 15:20:06+0000,,2025-09-03
OMS,ORD801254,2006,CUST001706,Web,Completed,2025-09-03 08:35:23+0400,2025-09-03 04:35:23+0000,,2025-09-03
OMS,ORD801255,2007,CUST000099,Web,Completed,2025-09-18 11:10:23+0300,2025-09-18 08:10:23+0000,,2025-09-03
OMS,ORD801256,2007,CUST000033,Web,Completed,2025-09-22 23:49:41+0300,2025-09-22 20:49:41+0000,,2025-09-03
OMS,ORD801257,2000,CUST002018,POS,Fulfilled,2025-09-27 22:49:54+0400,2025-09-27 18:49:54+0000,,2025-09-03
OMS,ORD801258,2001,CUST001262,Web,Completed,2025-09-26 07:32:10+0400,2025-09-26 03:32:10+0000,,2025-09-03
OMS,ORD801259,2005,CUST000178,POS,Cancelled,2025-09-29 03:47:59+0300,2025-09-29 00:47:59+0000,,2025-09-03
OMS,ORD801260,2001,CUST001003,POS,Completed,2025-09-06 01:52:41+0400,2025-09-05 21:52:41+0000,,2025-09-03
OMS,ORD801261,2000,CUST002342,POS,Completed,2025-09-13 05:38:17+0400,2025-09-13 01:38:17+0000,,2025-09-03
OMS,ORD801262,2004,CUST001642,Web,Completed,2025-09-27 00:08:13+0300,2025-09-26 21:08:13+0000,,2025-09-03
OMS,ORD801263,2005,CUST000261,POS,Cancelled,2025-09-20 03:20:31+0300,2025-09-20 00:20:31+0000,,2025-09-03
OMS,ORD801264,2002,CUST000095,POS,Completed,2025-09-19 00:47:22+0400,2025-09-18 20:47:22+0000,,2025-09-03
OMS,ORD801265,2006,CUST001816,Web,Completed,2025-09-13 20:27:39+0400,2025-09-13 16:27:39+0000,,2025-09-03
OMS,ORD801266,2001,CUST000830,Marketplace,Completed,2025-09-19 05:46:06+0400,2025-09-19 01:46:06+0000,,2025-09-03
OMS,ORD801267,2003,CUST000437,Web,Completed,2025-09-18 21:51:05+0300,2025-09-18 18:51:05+0000,,2025-09-03
OMS,ORD801268,2000,CUST001868,Web,Completed,2025-09-29 00:40:25+0400,2025-09-28 20:40:25+0000,,2025-09-03
OMS,ORD801269,2001,CUST002124,Web,Completed,2025-09-08 02:19:48+0400,2025-09-07 22:19:48+0000,,2025-09-03
OMS,ORD801270,2006,CUST000064,POS,Completed,2025-09-18 11:43:23+0400,2025-09-18 07:43:23+0000,,2025-09-03
OMS,ORD801271,2000,CUST001804,POS,Completed,2025-09-17 01:26:36+0400,2025-09-16 21:26:36+0000,,2025-09-03
OMS,ORD801272,2003,CUST000579,Web,Completed,2025-09-04 22:49:15+0300,2025-09-04 19:49:15+0000,,2025-09-03
OMS,ORD801273,2007,CUST002266,POS,Fulfilled,2025-09-22 11:17:43+0300,2025-09-22 08:17:43+0000,,2025-09-03
OMS,ORD801274,2004,CUST001377,POS,Completed,2025-09-12 04:01:28+0300,2025-09-12 01:01:28+0000,,2025-09-03
OMS,ORD801275,2003,CUST000838,POS,Cancelled,2025-09-09 13:56:08+0300,2025-09-09 10:56:08+0000,,2025-09-03
OMS,ORD801276,2003,CUST001758,Web,Fulfilled,2025-09-30 20:57:44+0300,2025-09-30 17:57:44+0000,,2025-09-03
OMS,ORD801277,2003,CUST002453,Web,Completed,2025-09-03 08:15:49+0300,2025-09-03 05:15:49+0000,,2025-09-03
OMS,ORD801278,2005,CUST000816,Web,Completed,2025-09-15 09:18:42+0300,2025-09-15 06:18:42+0000,,2025-09-03
OMS,ORD801279,2002,CUST002148,POS,Completed,2025-09-13 07:31:35+0400,2025-09-13 03:31:35+0000,,2025-09-03
OMS,ORD801280,2006,CUST001035,POS,Completed,2025-09-16 01:15:38+0400,2025-09-15 21:15:38+0000,,2025-09-03
OMS,ORD801281,2003,CUST001657,POS,Completed,2025-09-29 10:35:18+0300,2025-09-29 07:35:18+0000,,2025-10-03
OMS,ORD801282,2000,CUST000872,POS,Completed,2025-09-16 04:15:44+0400,2025-09-16 00:15:44+0000,,2025-09-03
OMS,ORD801283,2007,CUST001057,POS,Completed,2025-09-01 02:05:11+0300,2025-08-31 23:05:11+0000,,2025-09-03
OMS,ORD801284,2007,CUST000800,Web,Completed,2025-09-02 15:22:18+0300,2025-09-02 12:22:18+0000,,2025-09-03
OMS,ORD801285,2006,CUST000346,Web,Completed,2025-09-11 18:13:35+0400,2025-09-11 14:13:35+0000,,2025-09-03
OMS,ORD801286,2004,CUST001224,POS,Completed,2025-09-08 06:01:21+0300,2025-09-08 03:01:21+0000,,2025-09-03
OMS,ORD801287,2007,CUST002107,Web,Completed,2025-09-15 03:00:23+0300,2025-09-15 00:00:23+0000,,2025-09-03
OMS,ORD801288,2007,CUST001719,POS,Completed,2025-09-30 21:45:09+0300,2025-09-30 18:45:09+0000,,2025-09-03
OMS,ORD801289,2007,CUST000843,POS,Completed,2025-09-21 23:35:16+0300,2025-09-21 20:35:16+0000,,2025-09-03
OMS,ORD801290,2001,CUST000851,POS,Completed,2025-09-21 06:38:26+0400,2025-09-21 02:38:26+0000,,2025-09-03
OMS,ORD801291,2000,CUST001948,Marketplace,Completed,2025-09-25 21:18:47+0400,2025-09-25 17:18:47+0000,,2025-09-03
OMS,ORD801292,2007,CUST001144,POS,Completed,2025-09-03 07:39:48+0300,2025-09-03 04:39:48+0000,,2025-09-03
OMS,ORD801293,2005,CUST001072,POS,Fulfilled,2025-09-07 09:49:05+0300,2025-09-07 06:49:05+0000,,2025-09-03
OMS,ORD801294,2003,CUST000812,POS,Completed,2025-09-24 17:01:15+0300,2025-09-24 14:01:15+0000,,2025-09-03
OMS,ORD801295,2003,CUST001439,POS,Completed,2025-09-12 00:46:36+0300,2025-09-11 21:46:36+0000,,2025-09-03
OMS,ORD801296,2006,CUST001553,POS,Completed,2025-09-30 17:38:12+0400,2025-09-30 13:38:12+0000,,2025-09-03
OMS,ORD801297,2004,CUST001137,Web,Completed,2025-09-03 05:06:31+0300,2025-09-03 02:06:31+0000,,2025-09-03
OMS,ORD801298,2002,CUST001969,POS,Completed,2025-09-02 01:58:09+0400,2025-09-01 21:58:09+0000,,2025-09-03
OMS,ORD801299,2006,CUST001199,Web,Completed,2025-09-03 15:22:20+0400,2025-09-03 11:22:20+0000,,2025-09-03
OMS,ORD801300,2002,CUST001324,POS,Completed,2025-09-01 03:02:50+0400,2025-08-31 23:02:50+0000,,2025-09-03
OMS,ORD801301,2005,CUST002133,POS,Fulfilled,2025-09-28 12:44:38+0300,2025-09-28 09:44:38+0000,,2025-09-03
OMS,ORD801302,2002,CUST000536,Web,Completed,2025-09-18 05:33:40+0400,2025-09-18 01:33:40+0000,,2025-09-03
OMS,ORD801303,2006,CUST000146,POS,Fulfilled,2025-09-15 17:52:52+0400,2025-09-15 13:52:52+0000,,2025-09-03
OMS,ORD801304,2005,CUST000200,Web,Completed,2025-09-06 03:55:17+0300,2025-09-06 00:55:17+0000,,2025-09-03
OMS,ORD801305,2006,CUST002453,Web,Completed,2025-09-26 22:17:12+0400,2025-09-26 18:17:12+0000,,2025-10-03
OMS,ORD801306,2001,CUST000053,POS,Completed,2025-09-11 21:16:50+0400,2025-09-11 17:16:50+0000,,2025-09-03
OMS,ORD801307,2003,CUST001936,POS,Completed,2025-09-21 01:27:27+0300,2025-09-20 22:27:27+0000,,2025-09-03
