source_system,order_number,line_number,store_id,sku,quantity,unit_price,discount_amount,gross_amount,vat_amount,net_amount,country,currency_code,category,order_local_ts,order_utc_ts,ingestion_date
OMS,ORD802415,1,2004,SKU00123,1,92.37,8.13,84.24,12.64,71.6,KSA,SAR,Accessories,2025-10-30 15:34:58+0300,2025-10-30 12:34:58+0000,2025-10-03
OMS,ORD802416,1,2000,SKU00092,2,85.54,28.08,143.0,7.15,135.85,UAE,AED,HomeAppliance,2025-10-14 10:26:03+0400,2025-10-14 06:26:03+0000,2025-10-03
OMS,ORD802417,1,2000,SKU00121,2,89.79,7.13,172.45,8.62,163.83,UAE,AED,Accessories,2025-10-26 03:14:38+0400,2025-10-25 23:14:38+0000,2025-10-03
OMS,ORD802417,2,2000,SKU00088,2,115.42,5.03,225.81,11.29,214.52,UAE,AED,Fashion,2025-10-26 03:14:38+0400,2025-10-25 23:14:38+0000,2025-10-03
OMS,ORD802417,3,2000,SKU00108,1,30.18,2.27,27.91,1.4,26.51,UAE,AED,HomeAppliance,2025-10-26 03:14:38+0400,2025-10-25 23:14:38+0000,2025-10-03
OMS,ORD802418,1,2006,SKU00002,3,7.0,1.22,19.78,0.99,18.79,UAE,AED,HomeAppliance,2025-10-05 14:44:35+0400,2025-10-05 10:44:35+0000,2025-10-03
OMS,ORD802418,2,2006,SKU00178,1,101.83,10.43,91.4,4.57,86.83,UAE,AED,Accessories,2025-10-05 14:44:35+0400,2025-10-05 10:44:35+0000,2025-10-03
OMS,ORD802418,3,2006,SKU00099,2,81.3,5.85,156.75,7.84,148.91,UAE,AED,HomeAppliance,2025-10-05 14:44:35+0400,2025-10-05 10:44:35+0000,2025-10-03
OMS,ORD802418,4,2006,SKU00237,3,71.38,33.98,180.16,9.01,171.15,UAE,AED,HomeAppliance,2025-10-05 14:44:35+0400,2025-10-05 10:44:35+0000,2025-10-03
OMS,ORD802419,1,2000,SKU00219,3,108.54,57.63,267.99,13.4,254.59,UAE,AED,Accessories,2025-10-24 01:41:34+0400,2025-10-23 21:41:34+0000,2025-11-03
OMS,ORD802419,2,2000,SKU00224,1,120.06,17.43,102.63,5.13,97.5,UAE,AED,Fashion,2025-10-24 01:41:34+0400,2025-10-23 21:41:34+0000,2025-10-03
OMS,ORD802419,3,2000,SKU00009,2,105.29,4.53,206.05,10.3,195.75,UAE,AED,Electronics,2025-10-24 01:41:34+0400,2025-10-23 21:41:34+0000,2025-10-03
OMS,ORD802420,1,2000,SKU00009,3,62.26,0.6,186.18,9.31,176.87,UAE,AED,Electronics,2025-10-14 01:02:16+0400,2025-10-13 21:02:16+0000,2025-10-03
OMS,ORD802421,1,2005,SKU00020,2,105.36,25.46,185.26,0.0,185.26,KSA,SAR,Accessories,2025-10-21 01:13:09+0300,2025-10-20 22:13:09+0000,2025-10-03
OMS,ORD802421,2,2005,SKU00121,1,88.88,14.08,74.8,11.22,63.58,KSA,SAR,Accessories,2025-10-21 01:13:09+0300,2025-10-20 22:13:09+0000,2025-10-03
OMS,ORD802422,1,2003,SKU00023,2,34.69,0.56,68.82,10.32,58.5,KSA,SAR,Electronics,2025-10-06 00:25:08+0300,2025-10-05 21:25:08+0000,2025-10-03
OMS,ORD802422,2,2003,SKU00116,3,90.87,4.81,267.8,40.17,227.63,KSA,SAR,HomeAppliance,2025-10-06 00:25:08+0300,2025-10-05 21:25:08+0000,2025-10-03
OMS,ORD802423,1,2001,SKU00132,1,57.87,0.09,57.78,2.89,54.89,UAE,AED,Accessories,2025-10-01 05:02:15+0400,2025-10-01 01:02:15+0000,2025-10-03
OMS,ORD802423,2,2001,SKU00019,3,59.85,22.0,157.55,7.88,149.67,UAE,AED,HomeAppliance,2025-10-01 05:02:15+0400,2025-10-01 01:02:15+0000,2025-10-03
OMS,ORD802423,3,2001,SKU00147,1,104.83,12.52,92.31,4.62,87.69,UAE,AED,Accessories,2025-10-01 05:02:15+0400,2025-10-01 01:02:15+0000,2025-10-03
OMS,ORD802424,1,2003,SKU00044,3,156.26,14.68,454.1,0.0,454.1,KSA,SAR,Fashion,2025-10-27 16:44:02+0300,2025-10-27 13:44:02+0000,2025-10-03
OMS,ORD802425,1,2001,SKU00086,3,69.57,20.65,188.06,9.4,178.66,UAE,AED,Fashion,2025-10-25 04:04:33+0400,2025-10-25 00:04:33+0000,2025-10-03
OMS,ORD802425,2,2001,SKU00226,3,122.03,4.0,362.09,18.1,343.99,UAE,AED,Electronics,2025-10-25 04:04:33+0400,2025-10-25 00:04:33+0000,2025-10-03
OMS,ORD802426,1,2000,SKU00045,3,69.4,8.72,199.48,9.97,189.51,UAE,AED,HomeAppliance,2025-10-20 07:06:48+0400,2025-10-20 03:06:48+0000,2025-10-03
OMS,ORD802426,2,2000,SKU00255,2,97.93,27.6,168.26,8.41,159.85,UAE,AED,Accessories,2025-10-20 07:06:48+0400,2025-10-20 03:06:48+0000,2025-10-03
OMS,ORD802427,1,2007,SKU00006,3,103.63,0.17,310.72,0.0,310.72,KSA,SAR,Accessories,2025-10-28 18:22:49+0300,2025-10-28 15:22:49+0000,2025-10-03
OMS,ORD802427,2,2007,SKU00173,1,63.65,3.22,60.43,9.06,51.37,KSA,SAR,HomeAppliance,2025-10-28 18:22:49+0300,2025-10-28 15:22:49+0000,2025-10-03
OMS,ORD802427,3,2007,SKU00107,2,44.91,5.26,84.56,12.68,71.88,KSA,SAR,Accessories,2025-10-28 18:22:49+0300,2025-10-28 15:22:49+0000,2025-10-03
OMS,ORD802427,4,2007,SKU00222,3,56.94,33.02,137.8,20.67,117.13,KSA,SAR,Electronics,2025-10-28 18:22:49+0300,2025-10-28 15:22:49+0000,2025-10-03
OMS,ORD802428,1,2005,SKU00185,2,68.25,24.38,112.12,16.82,95.3,KSA,SAR,Fashion,2025-10-08 06:20:06+0300,2025-10-08 03:20:06+0000,2025-10-03
OMS,ORD802429,1,2000,SKU00246,3,63.48,9.23,181.21,9.06,172.15,UAE,AED,HomeAppliance,2025-10-21 06:54:02+0400,2025-10-21 02:54:02+0000,2025-10-03
OMS,ORD802429,2,2000,SKU00118,1,70.14,5.95,64.19,3.21,60.98,UAE,AED,HomeAppliance,2025-10-21 06:54:02+0400,2025-10-21 02:54:02+0000,2025-10-03
OMS,ORD802429,3,2000,SKU00227,3,54.02,26.72,135.34,6.77,128.57,UAE,AED,Electronics,2025-10-21 06:54:02+0400,2025-10-21 02:54:02+0000,2025-10-03
OMS,ORD802430,1,2000,SKU00200,1,100.45,18.6,81.85,4.09,77.76,UAE,AED,HomeAppliance,2025-10-14 13:25:05+0400,2025-10-14 09:25:05+0000,2025-10-03
OMS,ORD802431,1,2001,SKU00005,1,134.85,25.11,109.74,0.0,109.74,UAE,AED,Fashion,2025-10-31 03:58:58+0400,2025-10-30 23:58:58+0000,2025-10-03
OMS,ORD802431,2,2001,SKU00134,1,142.56,26.84,115.72,5.79,109.93,UAE,AED,Electronics,2025-10-31 03:58:58+0400,2025-10-30 23:58:58+0000,2025-10-03
OMS,ORD802431,3,2001,SKU00126,2,110.37,19.28,201.46,10.07,191.39,UAE,AED,HomeAppliance,2025-10-31 03:58:58+0400,2025-10-30 23:58:58+0000,2025-10-03
OMS,ORD802432,1,2002,SKU00085,2,56.57,1.3,111.84,5.59,106.25,UAE,AED,Accessories,2025-10-30 11:35:42+0400,2025-10-30 07:35:42+0000,2025-10-03
OMS,ORD802433,1,2002,SKU00232,2,99.92,36.59,163.25,8.16,155.09,UAE,AED,HomeAppliance,2025-10-06 09:21:17+0400,2025-10-06 05:21:17+0000,2025-10-03
OMS,ORD802434,1,2001,SKU00212,3,60.44,28.2,153.12,7.66,145.46,UAE,AED,Electronics,2025-10-19 10:13:19+0400,2025-10-19 06:13:19+0000,2025-10-03
OMS,ORD802434,2,2001,SKU00233,2,83.69,1.56,165.82,8.29,157.53,UAE,AED,HomeAppliance,2025-10-19 10:13:19+0400,2025-10-19 06:13:19+0000,2025-10-03
OMS,ORD802434,3,2001,SKU00116,1,46.05,7.85,38.2,1.91,36.29,UAE,AED,HomeAppliance,2025-10-19 10:13:19+0400,2025-10-19 06:13:19+0000,2025-10-03
OMS,ORD802435,1,2007,SKU00020,1,33.9,4.21,29.69,0.0,29.69,KSA,SAR,Accessories,2025-10-22 22:56:53+0300,2025-10-22 19:56:53+0000,2025-10-03
OMS,ORD802436,1,2001,SKU00193,2,59.54,13.14,105.94,5.3,100.64,UAE,AED,Accessories,2025-10-23 05:29:41+0400,2025-10-23 01:29:41+0000,2025-10-03
OMS,ORD802437,1,2006,SKU00149,3,81.89,18.32,227.35,11.37,215.98,UAE,AED,Accessories,2025-10-14 23:37:03+0400,2025-10-14 19:37:03+0000,2025-10-03
OMS,ORD802437,2,2006,SKU00238,1,80.59,14.2,66.39,3.32,63.07,UAE,AED,HomeAppliance,2025-10-14 23:37:03+0400,2025-10-14 19:37:03+0000,2025-10-03
OMS,ORD802437,3,2006,SKU00009,1,38.53,7.1,31.43,1.57,29.86,UAE,AED,Electronics,2025-10-14 23:37:03+0400,2025-10-14 19:37:03+0000,2025-10-03
OMS,ORD802438,1,2003,SKU00093,3,105.58,2.61,314.13,47.12,267.01,KSA,SAR,Fashion,2025-10-18 02:49:50+0300,2025-10-17 23:49:50+0000,2025-10-03
OMS,ORD802438,2,2003,SKU00036,2,51.25,14.86,87.64,13.15,74.49,KSA,SAR,Fashion,2025-10-18 02:49:50+0300,2025-10-17 23:49:50+0000,2025-10-03
OMS,ORD802439,1,2006,SKU00090,3,71.57,9.02,205.69,10.28,195.41,UAE,AED,Accessories,2025-10-15 05:16:30+0400,2025-10-15 01:16:30+0000,2025-10-03
OMS,ORD802439,2,2006,SKU00147,3,48.5,10.05,135.45,6.77,128.68,UAE,AED,Accessories,2025-10-15 05:16:30+0400,2025-10-15 01:16:30+0000,2025-10-03
OMS,ORD802440,1,2004,SKU00065,1,68.38,6.44,61.94,9.29,52.65,KSA,SAR,HomeAppliance,2025-10-18 03:13:15+0300,2025-10-18 00:13:15+0000,2025-10-03
OMS,ORD802441,1,2004,SKU00255,3,64.72,33.19,160.97,24.15,136.82,KSA,SAR,Accessories,2025-10-19 23:10:49+0300,2025-10-19 20:10:49+0000,2025-10-03
OMS,ORD802441,2,2004,SKU00121,3,130.57,34.24,357.47,53.62,303.85,KSA,SAR,Accessories,2025-10-19 23:10:49+0300,2025-10-19 20:10:49+0000,2025-10-03
OMS,ORD802442,1,2002,SKU00047,3,128.96,75.24,311.64,15.58,296.06,UAE,AED,Electronics,2025-10-26 12:58:33+0400,2025-10-26 08:58:33+0000,2025-10-03
OMS,ORD802443,1,2007,SKU00094,3,48.73,13.48,132.71,19.91,112.8,KSA,SAR,Accessories,2025-10-27 23:01:53+0300,2025-10-27 20:01:53+0000,2025-10-03
OMS,ORD802444,1,2006,SKU00204,1,114.64,18.94,95.7,4.79,90.91,UAE,AED,Electronics,2025-10-29 21:42:54+0400,2025-10-29 17:42:54+0000,2025-10-03
OMS,ORD802444,2,2006,SKU00258,2,76.64,0.08,153.2,7.66,145.54,UAE,AED,Accessories,2025-10-29 21:42:54+0400,2025-10-29 17:42:54+0000,2025-10-03
OMS,ORD802444,3,2006,SKU00256,1,34.7,3.07,31.63,1.58,30.05,UAE,AED,Fashion,2025-10-29 21:42:54+0400,2025-10-29 17:42:54+0000,2025-10-03
OMS,ORD802445,1,2006,SKU00115,2,92.1,7.24,176.96,8.85,168.11,UAE,AED,HomeAppliance,2025-10-19 15:58:33+0400,2025-10-19 11:58:33+0000,2025-10-03
OMS,ORD802445,2,2006,SKU00051,1,68.87,11.09,57.78,2.89,54.89,UAE,AED,Fashion,2025-10-19 15:58:33+0400,2025-10-19 11:58:33+0000,2025-10-03
OMS,ORD802446,1,2002,SKU00030,1,107.28,5.98,101.3,5.07,96.23,UAE,AED,Accessories,2025-10-16 15:08:59+0400,2025-10-16 11:08:59+0000,2025-10-03
OMS,ORD802447,1,2002,SKU00229,1,96.88,9.81,87.07,4.35,82.72,UAE,AED,Accessories,2025-10-25 06:01:03+0400,2025-10-25 02:01:03+0000,2025-10-03
OMS,ORD802447,2,2002,SKU00050,1,59.83,1.13,58.7,2.94,55.76,UAE,AED,Electronics,2025-10-25 06:01:03+0400,2025-10-25 02:01:03+0000,2025-10-03
OMS,ORD802447,3,2002,SKU00102,2,74.08,0.71,147.45,7.37,140.08,UAE,AED,Fashion,2025-10-25 06:01:03+0400,2025-10-25 02:01:03+0000,2025-10-03
OMS,ORD802447,4,2002,SKU00036,3,46.96,2.39,138.49,6.92,131.57,UAE,AED,Fashion,2025-10-25 06:01:03+0400,2025-10-25 02:01:03+0000,2025-10-03
OMS,ORD802448,1,2001,SKU00077,2,47.88,2.78,92.98,4.65,88.33,UAE,AED,HomeAppliance,2025-10-19 11:31:02+0400,2025-10-19 07:31:02+0000,2025-10-03
OMS,ORD802448,2,2001,SKU00040,1,128.98,19.64,109.34,5.47,103.87,UAE,AED,Fashion,2025-10-19 11:31:02+0400,2025-10-19 07:31:02+0000,2025-10-03
OMS,ORD802449,1,2004,SKU00227,1,97.51,15.8,81.71,12.26,69.45,KSA,SAR,Electronics,2025-10-22 13:20:00+0300,2025-10-22 10:20:00+0000,2025-10-03
OMS,ORD802449,2,2004,SKU00071,1,65.15,12.4,52.75,7.91,44.84,KSA,SAR,HomeAppliance,2025-10-22 13:20:00+0300,2025-10-22 10:20:00+0000,2025-10-03
OMS,ORD802449,3,2004,SKU00203,1,53.95,6.94,47.01,7.05,39.96,KSA,SAR,Fashion,2025-10-22 13:20:00+0300,2025-10-22 10:20:00+0000,2025-10-03
OMS,ORD802449,4,2004,SKU00163,2,115.06,31.28,198.84,29.83,169.01,KSA,SAR,HomeAppliance,2025-10-22 13:20:00+0300,2025-10-22 10:20:00+0000,2025-10-03
OMS,ORD802450,1,2007,SKU00033,2,42.33,4.21,80.45,12.07,68.38,KSA,SAR,HomeAppliance,2025-10-15 13:33:06+0300,2025-10-15 10:33:06+0000,2025-10-03
OMS,ORD802450,2,2007,SKU00179,2,73.16,11.77,134.55,20.18,114.37,KSA,SAR,Electronics,2025-10-15 13:33:06+0300,2025-10-15 10:33:06+0000,2025-10-03
OMS,ORD802451,1,2002,SKU00181,3,117.47,62.3,290.11,14.51,275.6,UAE,AED,Electronics,2025-10-09 22:37:19+0400,2025-10-09 18:37:19+0000,2025-10-03
OMS,ORD802452,1,2006,SKU00133,2,107.68,37.05,178.31,8.92,169.39,UAE,AED,Accessories,2025-10-27 01:30:13+0400,2025-10-26 21:30:13+0000,2025-10-03
OMS,ORD802453,1,2002,SKU00026,3,64.55,7.33,186.32,9.32,177.0,UAE,AED,Electronics,2025-10-15 18:13:25+0400,2025-10-15 14:13:25+0000,2025-10-03
OMS,ORD802453,2,2002,SKU00117,1,71.53,5.19,66.34,3.32,63.02,UAE,AED,Electronics,2025-10-15 18:13:25+0400,2025-10-15 14:13:25+0000,2025-10-03
OMS,ORD802454,1,2006,SKU00092,2,76.46,7.51,145.41,7.27,138.14,UAE,AED,HomeAppliance,2025-10-08 00:55:34+0400,2025-10-07 20:55:34+0000,2025-10-03
OMS,ORD802455,1,2003,SKU00014,1,119.69,4.75,114.94,17.24,97.7,KSA,SAR,Electronics,2025-10-22 03:33:51+0300,2025-10-22 00:33:51+0000,2025-10-03
OMS,ORD802456,1,2006,SKU00153,3,102.45,30.51,276.84,13.84,263.0,UAE,AED,HomeAppliance,2025-10-28 22:25:40+0400,2025-10-28 18:25:40+0000,2025-10-03
OMS,ORD802457,1,2007,SKU00066,1,80.12,4.96,75.16,11.27,63.89,KSA,SAR,HomeAppliance,2025-10-29 05:35:33+0300,2025-10-29 02:35:33+0000,2025-10-03
OMS,ORD802458,1,2003,SKU00160,2,86.0,30.66,141.34,0.0,141.34,KSA,SAR,Fashion,2025-10-12 06:13:35+0300,2025-10-12 03:13:35+0000,2025-10-03
OMS,ORD802458,2,2003,SKU00190,3,87.83,4.51,258.98,38.85,220.13,KSA,SAR,HomeAppliance,2025-10-12 06:13:35+0300,2025-10-12 03:13:35+0000,2025-10-03
OMS,ORD802458,3,2003,SKU00010,1,154.45,26.99,127.46,19.12,108.34,KSA,SAR,Electronics,2025-10-12 06:13:35+0300,2025-10-12 03:13:35+0000,2025-10-03
OMS,ORD802459,1,2007,SKU00098,1,38.21,4.57,33.64,0.0,33.64,KSA,SAR,Fashion,2025-10-05 06:26:44+0300,2025-10-05 03:26:44+0000,2025-10-03
OMS,ORD802459,2,2007,SKU00029,1,98.99,15.1,83.89,12.58,71.31,KSA,SAR,Fashion,2025-10-05 06:26:44+0300,2025-10-05 03:26:44+0000,2025-10-03
OMS,ORD802459,3,2007,SKU00101,1,105.4,4.1,101.3,0.0,101.3,KSA,SAR,Electronics,2025-10-05 06:26:44+0300,2025-10-05 03:26:44+0000,2025-10-03
OMS,ORD802460,1,2007,SKU00065,1,67.21,7.41,59.8,8.97,50.83,KSA,SAR,HomeAppliance,2025-10-17 00:34:20+0300,2025-10-16 21:34:20+0000,2025-10-03
OMS,ORD802461,1,2003,SKU00098,3,55.62,30.17,136.69,0.0,136.69,KSA,SAR,Fashion,2025-10-16 17:19:56+0300,2025-10-16 14:19:56+0000,2025-10-03
OMS,ORD802462,1,2001,SKU00246,1,73.78,13.82,59.96,3.0,56.96,UAE,AED,HomeAppliance,2025-10-30 12:28:14+0400,2025-10-30 08:28:14+0000,2025-10-03
OMS,ORD802463,1,2001,SKU00114,3,89.77,19.83,249.48,12.47,237.01,UAE,AED,HomeAppliance,2025-10-12 18:42:39+0400,2025-10-12 14:42:39+0000,2025-10-03
OMS,ORD802464,1,2000,SKU00116,3,51.51,25.29,129.24,6.46,122.78,UAE,AED,HomeAppliance,2025-10-16 19:36:23+0400,2025-10-16 15:36:23+0000,2025-10-03
OMS,ORD802465,1,2005,SKU00232,3,87.13,47.62,213.77,32.07,181.7,KSA,SAR,HomeAppliance,2025-10-10 22:02:16+0300,2025-10-10 19:02:16+0000,2025-10-03
OMS,ORD802466,1,2007,SKU00138,2,102.01,39.9,164.12,24.62,139.5,KSA,SAR,Fashion,2025-10-21 16:50:49+0300,2025-10-21 13:50:49+0000,2025-10-03
OMS,ORD802467,1,2006,SKU00108,1,58.88,3.41,55.47,2.77,52.7,UAE,AED,HomeAppliance,2025-10-01 12:27:26+0400,2025-10-01 08:27:26+0000,2025-10-03
OMS,ORD802467,2,2006,SKU00239,2,46.94,11.9,81.98,4.1,77.88,UAE,AED,HomeAppliance,2025-10-01 12:27:26+0400,2025-10-01 08:27:26+0000,2025-10-03
OMS,ORD802468,1,2006,SKU00237,3,118.45,64.04,291.31,14.57,276.74,UAE,AED,HomeAppliance,2025-10-02 05:47:50+0400,2025-10-02 01:47:50+0000,2025-10-03
OMS,ORD802469,1,2002,SKU00130,2,94.88,36.86,152.9,7.65,145.25,UAE,AED,Fashion,2025-10-03 07:16:26+0400,2025-10-03 03:16:26+0000,2025-10-03
OMS,ORD802469,2,2002,SKU00137,2,94.01,27.5,160.52,8.03,152.49,UAE,AED,Accessories,2025-10-03 07:16:26+0400,2025-10-03 03:16:26+0000,2025-10-03
OMS,ORD802469,3,2002,SKU00040,2,27.18,4.76,49.6,2.48,47.12,UAE,AED,Fashion,2025-10-03 07:16:26+0400,2025-10-03 03:16:26+0000,2025-11-03
OMS,ORD802469,4,2002,SKU00163,2,118.26,22.9,213.62,10.68,202.94,UAE,AED,HomeAppliance,2025-10-03 07:16:26+0400,2025-10-03 03:16:26+0000,2025-10-03
OMS,ORD802470,1,2005,SKU00066,3,54.25,23.34,139.41,20.91,118.5,KSA,SAR,HomeAppliance,2025-10-13 10:54:03+0300,2025-10-13 07:54:03+0000,2025-10-03
OMS,ORD802471,1,2000,SKU00146,3,62.1,18.49,167.81,8.39,159.42,UAE,AED,Accessories,2025-10-28 10:11:47+0400,2025-10-28 06:11:47+0000,2025-10-03
OMS,ORD802471,2,2000,SKU00193,1,52.29,5.27,47.02,2.35,44.67,UAE,AED,Accessories,2025-10-28 10:11:47+0400,2025-10-28 06:11:47+0000,2025-10-03
OMS,ORD802472,1,2002,SKU00085,2,87.17,21.48,152.86,7.64,145.22,UAE,AED,Accessories,2025-10-25 03:26:24+0400,2025-10-24 23:26:24+0000,2025-10-03
OMS,ORD802472,2,2002,SKU00228,2,35.87,7.65,64.09,0.0,64.09,UAE,AED,Fashion,2025-10-25 03:26:24+0400,2025-10-24 23:26:24+0000,2025-10-03
OMS,ORD802473,1,2006,SKU00167,1,67.98,11.66,56.32,2.82,53.5,UAE,AED,HomeAppliance,2025-10-15 13:18:51+0400,2025-10-15 09:18:51+0000,2025-10-03
OMS,ORD802474,1,2000,SKU00192,1,158.37,16.29,142.08,7.1,134.98,UAE,AED,Electronics,2025-10-27 01:00:13+0400,2025-10-26 21:00:13+0000,2025-10-03
OMS,ORD802475,1,2001,SKU00061,2,103.93,34.53,173.33,8.67,164.66,UAE,AED,Accessories,2025-10-16 03:59:38+0400,2025-10-15 23:59:38+0000,2025-10-03
OMS,ORD802476,1,2004,SKU00228,2,27.57,5.92,49.22,0.0,49.22,KSA,SAR,Fashion,2025-10-27 03:23:51+0300,2025-10-27 00:23:51+0000,2025-10-03
OMS,ORD802476,2,2004,SKU00103,3,47.76,8.99,134.29,20.14,114.15,KSA,SAR,Electronics,2025-10-27 03:23:51+0300,2025-10-27 00:23:51+0000,2025-10-03
OMS,ORD802477,1,2006,SKU00159,1,47.43,4.02,43.41,2.17,41.24,UAE,AED,HomeAppliance,2025-10-31 02:20:35+0400,2025-10-30 22:20:35+0000,2025-10-03
OMS,ORD802478,1,2004,SKU00188,1,70.23,5.12,65.11,9.77,55.34,KSA,SAR,Fashion,2025-10-22 05:19:40+0300,2025-10-22 02:19:40+0000,2025-10-03
OMS,ORD802478,2,2004,SKU00167,3,108.52,16.24,309.32,46.4,262.92,KSA,SAR,HomeAppliance,2025-10-22 05:19:40+0300,2025-10-22 02:19:40+0000,2025-10-03
OMS,ORD802479,1,2007,SKU00112,2,64.41,12.88,115.94,17.39,98.55,KSA,SAR,Fashion,2025-10-26 02:52:13+0300,2025-10-25 23:52:13+0000,2025-10-03
