source_system,payment_id,order_number,store_id,payment_type,payment_status,payment_method,amount_native,fee_native,currency_code,payment_local_ts,payment_utc_ts,ingestion_date
PSP,880012,ORD800010,2000,Capture,Completed,MASTERCARD,296.88,5.19,AED,2025-08-02 20:27:08+0400,2025-08-02 16:27:08+0000,2025-08-03
PSP,880013,ORD800011,2007,Capture,Completed,CASH,101.2,0.0,SAR,2025-08-05 05:30:08+0300,2025-08-05 02:30:08+0000,2025-08-03
PSP,880014,ORD800012,2002,Capture,Completed,MASTERCARD,86.72,1.14,AED,2025-08-22 01:44:01+0400,2025-08-21 21:44:01+0000,2025-08-03
PSP,880015,ORD800014,2003,Capture,Completed,CASH,193.57,0.0,SAR,2025-08-04 09:42:14+0300,2025-08-04 06:42:14+0000,2025-08-03
PSP,880016,ORD800015,2005,Capture,Completed,MASTERCARD,670.35,12.21,SAR,2025-08-12 17:35:33+0300,2025-08-12 14:35:33+0000,2025-08-03
PSP,880017,ORD800016,2002,Capture,Completed,VISA,270.02,5.11,AED,2025-08-05 10:38:17+0400,2025-08-05 06:38:17+0000,2025-08-03
PSP,880018,ORD800017,2006,Capture,Completed,CASH,410.27,0.0,AED,2025-08-27 18:08:59+0400,2025-08-27 14:08:59+0000,2025-08-03
PSP,880019,ORD800018,2000,Capture,Completed,BNPL,133.62,1.53,AED,2025-08-21 15:32:02+0400,2025-08-21 11:32:02+0000,2025-08-03
PSP,880020,ORD800019,2007,Capture,Completed,CASH,46.72,0.0,SAR,2025-08-03 21:11:07+0300,2025-08-03 18:11:07+0000,2025-08-03
PSP,880021,ORD800020,2005,Capture,Completed,VISA,87.31,0.58,SAR,2025-08-28 11:03:04+0300,2025-08-28 08:03:04+0000,2025-08-03
PSP,880022,ORD800021,2002,Capture,Completed,MASTERCARD,125.25,0.81,AED,2025-08-07 01:40:23+0400,2025-08-06 21:40:23+0000,2025-08-03
PSP,880023,ORD800022,2000,Capture,Completed,WALLET,330.92,6.13,AED,2025-08-11 21:12:32+0400,2025-08-11 17:12:32+0000,2025-08-03
PSP,880024,ORD800022,2000,Capture,Completed,VISA,207.21,2.57,AED,2025-08-11 21:28:32+0400,2025-08-11 17:28:32+0000,2025-08-03
PSP,880025,ORD800023,2006,Capture,Completed,WALLET,529.96,3.14,AED,2025-08-31 15:01:56+0400,2025-08-31 11:01:56+0000,2025-08-03
PSP,880026,ORD800024,2002,Capture,Completed,MASTERCARD,117.09,1.07,AED,2025-08-31 12:01:45+0400,2025-08-31 08:01:45+0000,2025-08-03
PSP,880027,ORD800025,2003,Capture,Completed,BNPL,105.81,0.7,SAR,2025-08-29 08:09:26+0300,2025-08-29 05:09:26+0000,2025-08-03
PSP,880028,ORD800026,2000,Capture,Completed,VISA,131.86,1.81,AED,2025-08-04 00:42:28+0400,2025-08-03 20:42:28+0000,2025-08-03
PSP,880029,ORD800027,2001,Capture,Completed,MASTERCARD,11.12,0.1,AED,2025-08-29 00:57:25+0400,2025-08-28 20:57:25+0000,2025-08-03
PSP,880030,ORD800028,2006,Capture,Completed,MASTERCARD,326.44,4.56,AED,2025-08-29 10:21:18+0400,2025-08-29 06:21:18+0000,2025-08-03
PSP,880031,ORD800029,2007,Capture,Completed,MASTERCARD,78.49,1.15,SAR,2025-08-20 07:20:58+0300,2025-08-20 04:20:58+0000,2025-08-03
PSP,880032,ORD800030,2006,Capture,Completed,VISA,50.57,0.73,AED,2025-08-03 11:08:32+0400,2025-08-03 07:08:32+0000,2025-08-03
PSP,880033,ORD800031,2002,Capture,Completed,MASTERCARD,257.36,3.98,AED,2025-08-11 18:29:44+0400,2025-08-11 14:29:44+0000,2025-08-03
PSP,880034,ORD800032,2007,Capture,Completed,VISA,200.52,2.35,SAR,2025-08-03 07:03:21+0300,2025-08-03 04:03:21+0000,2025-08-03
PSP,880035,ORD800033,2005,Capture,Completed,CASH,89.18,0.0,SAR,2025-08-28 01:26:41+0300,2025-08-27 22:26:41+0000,2025-08-03
PSP,880036,ORD800034,2007,Capture,Completed,CASH,180.7,0.0,SAR,2025-08-07 12:12:35+0300,2025-08-07 09:12:35+0000,2025-08-03
PSP,880037,ORD800035,2006,Capture,Completed,MASTERCARD,208.0,3.91,AED,2025-08-15 02:29:09+0400,2025-08-14 22:29:09+0000,2025-08-03
PSP,880038,ORD800036,2002,Capture,Completed,MASTERCARD,43.89,0.27,AED,2025-08-21 08:35:56+0400,2025-08-21 04:35:56+0000,2025-08-03
PSP,880039,ORD800037,2006,Capture,Failed,VISA,0.0,0.0,AED,2025-08-08 00:27:09+0400,2025-08-07 20:27:09+0000,2025-08-03
PSP,880040,ORD800038,2005,Capture,Completed,VISA,79.87,0.74,SAR,2025-08-27 06:45:40+0300,2025-08-27 03:45:40+0000,2025-08-03
PSP,880041,ORD800039,2006,Capture,Completed,VISA,194.78,2.22,AED,2025-08-06 17:41:16+0400,2025-08-06 13:41:16+0000,2025-08-03
PSP,880042,ORD800039,2006,Refund,Completed,BNPL,150.36,0.0,AED,2025-08-07 18:28:16+0400,2025-08-07 14:28:16+0000,2025-08-20
PSP,880043,ORD800041,2006,Capture,Completed,VISA,254.93,3.69,AED,2025-08-09 19:32:41+0400,2025-08-09 15:32:41+0000,2025-08-03
PSP,880044,ORD800042,2004,Capture,Completed,CASH,548.41,0.0,SAR,2025-08-06 00:29:06+0300,2025-08-05 21:29:06+0000,2025-08-03
PSP,880045,ORD800043,2005,Capture,Completed,VISA,396.45,3.9,SAR,2025-08-29 06:38:47+0300,2025-08-29 03:38:47+0000,2025-08-03
PSP,880046,ORD800043,2005,Capture,Completed,CASH,20.71,0.0,SAR,2025-08-29 07:02:47+0300,2025-08-29 04:02:47+0000,2025-08-03
PSP,880047,ORD800044,2004,Capture,Completed,VISA,347.27,4.59,SAR,2025-08-28 18:52:04+0300,2025-08-28 15:52:04+0000,2025-08-03
PSP,880048,ORD800045,2006,Capture,Completed,MASTERCARD,250.27,1.37,AED,2025-08-10 03:40:08+0400,2025-08-09 23:40:08+0000,2025-08-03
PSP,880049,ORD800046,2001,Capture,Completed,MASTERCARD,204.91,3.42,AED,2025-08-19 02:09:28+0400,2025-08-18 22:09:28+0000,2025-08-03
PSP,880050,ORD800047,2002,Capture,Completed,CASH,107.76,0.0,AED,2025-08-05 17:40:53+0400,2025-08-05 13:40:53+0000,2025-08-03
PSP,880051,ORD800048,2004,Capture,Completed,VISA,222.82,1.38,SAR,2025-08-27 14:34:06+0300,2025-08-27 11:34:06+0000,2025-08-03
PSP,880052,ORD800048,2004,Refund,Completed,VISA,92.44,0.0,SAR,2025-09-13 15:33:06+0300,2025-09-13 12:33:06+0000,2025-08-20
PSP,880053,ORD800049,2001,Capture,Completed,BNPL,191.38,2.31,AED,2025-08-28 11:00:12+0400,2025-08-28 07:00:12+0000,2025-08-03
PSP,880054,ORD800049,2001,Capture,Completed,MASTERCARD,49.19,0.75,AED,2025-08-28 10:09:12+0400,2025-08-28 06:09:12+0000,2025-08-03
PSP,880055,ORD800050,2004,Capture,Completed,VISA,105.55,1.68,SAR,2025-08-03 21:31:25+0300,2025-08-03 18:31:25+0000,2025-08-03
PSP,880056,ORD800051,2007,Capture,Completed,VISA,317.74,3.62,SAR,2025-08-31 02:15:54+0300,2025-08-30 23:15:54+0000,2025-08-03
PSP,880057,ORD800052,2001,Capture,Completed,VISA,72.24,0.56,AED,2025-08-11 01:02:33+0400,2025-08-10 21:02:33+0000,2025-08-03
PSP,880058,ORD800053,2004,Capture,Completed,VISA,95.61,0.58,SAR,2025-08-25 03:19:53+0300,2025-08-25 00:19:53+0000,2025-08-03
PSP,880059,ORD800054,2006,Capture,Completed,CASH,32.83,0.0,AED,2025-08-26 20:51:56+0400,2025-08-26 16:51:56+0000,2025-08-03
PSP,880060,ORD800056,2002,Capture,Completed,VISA,286.85,5.58,AED,2025-08-16 06:08:28+0400,2025-08-16 02:08:28+0000,2025-08-03
PSP,880061,ORD800057,2000,Capture,Completed,VISA,452.27,5.86,AED,2025-08-23 15:26:55+0400,2025-08-23 11:26:55+0000,2025-08-03
PSP,880062,ORD800058,2003,Capture,Completed,CASH,76.7,0.0,SAR,2025-08-29 10:20:44+0300,2025-08-29 07:20:44+0000,2025-08-03
PSP,880063,ORD800060,2000,Capture,Completed,BNPL,37.0,0.2,AED,2025-08-18 13:35:26+0400,2025-08-18 09:35:26+0000,2025-08-03
PSP,880064,ORD800061,2006,Capture,Completed,VISA,114.66,2.01,AED,2025-08-15 13:59:13+0400,2025-08-15 09:59:13+0000,2025-08-03
PSP,880065,ORD800062,2004,Capture,Completed,VISA,110.32,1.6,SAR,2025-08-13 02:03:16+0300,2025-08-12 23:03:16+0000,2025-08-03
PSP,880066,ORD800062,2004,Refund,Completed,BNPL,70.73,0.0,SAR,2025-08-31 01:41:16+0300,2025-08-30 22:41:16+0000,2025-08-20
PSP,880067,ORD800063,2003,Capture,Completed,CASH,83.28,0.0,SAR,2025-08-12 20:40:34+0300,2025-08-12 17:40:34+0000,2025-08-03
PSP,880068,ORD800064,2005,Capture,Completed,VISA,104.21,0.86,SAR,2025-08-05 00:31:04+0300,2025-08-04 21:31:04+0000,2025-08-03
PSP,880069,ORD800065,2006,Capture,Completed,CASH,431.26,0.0,AED,2025-08-28 22:22:07+0400,2025-08-28 18:22:07+0000,2025-08-03
PSP,880070,ORD800066,2003,Capture,Completed,VISA,50.61,0.32,SAR,2025-08-15 14:56:56+0300,2025-08-15 11:56:56+0000,2025-08-03
PSP,880071,ORD800067,2005,Capture,Completed,VISA,428.19,7.78,SAR,2025-08-26 12:08:53+0300,2025-08-26 09:08:53+0000,2025-08-03
PSP,880072,ORD800068,2000,Capture,Completed,VISA,111.56,1.9,AED,2025-08-25 02:11:08+0400,2025-08-24 22:11:08+0000,2025-08-03
PSP,880073,ORD800069,2001,Capture,Completed,CASH,32.76,0.0,AED,2025-08-17 17:14:41+0400,2025-08-17 13:14:41+0000,2025-08-03
PSP,880074,ORD800069,2001,Capture,Completed,MASTERCARD,344.07,4.94,AED,2025-08-17 17:09:41+0400,2025-08-17 13:09:41+0000,2025-08-03
PSP,880075,ORD800070,2007,Capture,Completed,WALLET,305.66,3.46,SAR,2025-08-22 19:20:47+0300,2025-08-22 16:20:47+0000,2025-08-03
PSP,880076,ORD800071,2007,Capture,Completed,MASTERCARD,361.17,4.51,SAR,2025-08-15 00:06:18+0300,2025-08-14 21:06:18+0000,2025-08-03
PSP,880077,ORD800072,2000,Capture,Completed,VISA,181.43,2.21,AED,2025-08-30 13:48:19+0400,2025-08-30 09:48:19+0000,2025-08-03
PSP,880078,ORD800073,2005,Capture,Completed,VISA,442.73,2.26,SAR,2025-08-04 13:34:06+0300,2025-08-04 10:34:06+0000,2025-08-03
PSP,880079,ORD800074,2003,Capture,Completed,VISA,152.81,2.98,SAR,2025-08-06 18:03:23+0300,2025-08-06 15:03:23+0000,2025-08-03
PSP,880080,ORD800075,2006,Capture,Completed,MASTERCARD,104.91,1.34,AED,2025-08-25 21:54:41+0400,2025-08-25 17:54:41+0000,2025-08-03
PSP,880081,ORD800075,2006,Capture,Completed,BNPL,175.81,0.92,AED,2025-08-25 21:31:41+0400,2025-08-25 17:31:41+0000,2025-08-03
PSP,880082,ORD800076,2004,Capture,Completed,MASTERCARD,268.8,3.14,SAR,2025-08-21 08:14:54+0300,2025-08-21 05:14:54+0000,2025-08-03
PSP,880083,ORD800077,2001,Capture,Completed,WALLET,5.33,0.04,AED,2025-08-09 01:11:41+0400,2025-08-08 21:11:41+0000,2025-08-03
PSP,880084,ORD800078,2005,Capture,Completed,BNPL,132.67,1.84,SAR,2025-08-17 14:46:26+0300,2025-08-17 11:46:26+0000,2025-08-03
PSP,880085,ORD800079,2005,Capture,Completed,CASH,14.18,0.0,SAR,2025-08-08 10:14:29+0300,2025-08-08 07:14:29+0000,2025-08-03
PSP,880086,ORD800081,2007,Capture,Completed,VISA,38.26,0.37,SAR,2025-08-21 11:21:51+0300,2025-08-21 08:21:51+0000,2025-08-03
PSP,880087,ORD800081,2007,Capture,Completed,MASTERCARD,13.03,0.25,SAR,2025-08-21 11:22:51+0300,2025-08-21 08:22:51+0000,2025-08-03
PSP,880088,ORD800082,2001,Capture,Completed,VISA,40.07,0.22,AED,2025-08-02 21:50:47+0400,2025-08-02 17:50:47+0000,2025-08-03
PSP,880089,ORD800082,2001,Refund,Completed,MASTERCARD,6.28,0.0,AED,2025-08-20 23:29:47+0400,2025-08-20 19:29:47+0000,2025-08-20
PSP,880090,ORD800083,2006,Capture,Completed,BNPL,476.98,6.15,AED,2025-08-28 03:29:19+0400,2025-08-27 23:29:19+0000,2025-08-03
PSP,880091,ORD800084,2007,Capture,Completed,VISA,42.0,0.34,SAR,2025-08-28 19:57:24+0300,2025-08-28 16:57:24+0000,2025-08-03
PSP,880092,ORD800084,2007,Refund,Completed,MASTERCARD,17.28,0.0,SAR,2025-08-29 20:24:24+0300,2025-08-29 17:24:24+0000,2025-08-20
PSP,880093,ORD800085,2003,Capture,Completed,VISA,170.59,1.63,SAR,2025-08-17 12:43:16+0300,2025-08-17 09:43:16+0000,2025-08-03
PSP,880094,ORD800086,2007,Capture,Completed,WALLET,382.58,4.37,SAR,2025-08-18 00:33:14+0300,2025-08-17 21:33:14+0000,2025-08-03
PSP,880095,ORD800086,2007,Refund,Completed,WALLET,290.13,0.0,SAR,2025-08-27 01:56:14+0300,2025-08-26 22:56:14+0000,2025-08-20
PSP,880096,ORD800088,2007,Capture,Completed,MASTERCARD,102.42,0.54,SAR,2025-08-23 04:38:03+0300,2025-08-23 01:38:03+0000,2025-08-03
PSP,880097,ORD800090,2006,Capture,Failed,WALLET,0.0,0.0,AED,2025-08-05 13:38:50+0400,2025-08-05 09:38:50+0000,2025-08-03
PSP,880098,ORD800091,2000,Capture,Completed,CASH,130.34,0.0,AED,2025-08-14 03:14:07+0400,2025-08-13 23:14:07+0000,2025-08-03
PSP,880099,ORD800091,2000,Capture,Completed,WALLET,94.19,1.82,AED,2025-08-14 03:36:07+0400,2025-08-13 23:36:07+0000,2025-08-03
PSP,880100,ORD800092,2007,Capture,Completed,WALLET,73.96,1.06,SAR,2025-08-24 01:29:52+0300,2025-08-23 22:29:52+0000,2025-08-03
PSP,880101,ORD800093,2007,Capture,Completed,MASTERCARD,65.09,0.39,SAR,2025-08-04 04:49:49+0300,2025-08-04 01:49:49+0000,2025-08-03
PSP,880102,ORD800094,2000,Capture,Completed,CASH,386.18,0.0,AED,2025-08-03 22:59:06+0400,2025-08-03 18:59:06+0000,2025-08-03
PSP,880103,ORD800095,2005,Capture,Completed,MASTERCARD,286.95,1.87,SAR,2025-08-16 00:44:07+0300,2025-08-15 21:44:07+0000,2025-08-03
PSP,880104,ORD800096,2006,Capture,Completed,VISA,53.71,0.95,AED,2025-08-29 01:27:22+0400,2025-08-28 21:27:22+0000,2025-08-03
PSP,880105,ORD800097,2001,Capture,Completed,WALLET,75.27,0.7,AED,2025-08-22 15:49:32+0400,2025-08-22 11:49:32+0000,2025-08-03
PSP,880106,ORD800098,2005,Capture,Completed,WALLET,236.73,3.69,SAR,2025-08-14 19:42:40+0300,2025-08-14 16:42:40+0000,2025-08-03
PSP,880107,ORD800100,2003,Capture,Completed,VISA,200.38,2.32,SAR,2025-08-17 21:37:25+0300,2025-08-17 18:37:25+0000,2025-08-03
PSP,880108,ORD800101,2006,Capture,Completed,WALLET,25.82,0.25,AED,2025-08-02 03:00:15+0400,2025-08-01 23:00:15+0000,2025-08-03
PSP,880109,ORD800101,2006,Capture,Completed,BNPL,65.73,0.61,AED,2025-08-02 03:26:15+0400,2025-08-01 23:26:15+0000,2025-08-03
PSP,880110,ORD800102,2001,Capture,Completed,VISA,314.43,3.64,AED,2025-08-23 10:15:50+0400,2025-08-23 06:15:50+0000,2025-08-03
PSP,880111,ORD800103,2000,Capture,Completed,VISA,333.36,2.18,AED,2025-08-18 07:07:44+0400,2025-08-18 03:07:44+0000,2025-08-03
PSP,880112,ORD800104,2004,Capture,Completed,MASTERCARD,150.18,2.16,SAR,2025-08-09 03:57:25+0300,2025-08-09 00:57:25+0000,2025-08-03
PSP,880113,ORD800105,2003,Capture,Completed,CASH,51.41,0.0,SAR,2025-08-30 16:09:22+0300,2025-08-30 13:09:22+0000,2025-08-03
PSP,880114,ORD800106,2007,Capture,Completed,VISA,512.11,8.45,SAR,2025-08-06 17:10:35+0300,2025-08-06 14:10:35+0000,2025-08-03
PSP,880115,ORD800107,2001,Capture,Completed,VISA,69.65,0.83,AED,2025-08-25 00:16:38+0400,2025-08-24 20:16:38+0000,2025-08-03
PSP,880116,ORD800107,2001,Refund,Completed,BNPL,45.5,0.0,AED,2025-09-05 00:15:38+0400,2025-09-04 20:15:38+0000,2025-08-20
PSP,880117,ORD800108,2007,Capture,Completed,VISA,83.87,0.61,SAR,2025-08-11 14:15:49+0300,2025-08-11 11:15:49+0000,2025-08-03
PSP,880118,ORD800109,2007,Capture,Completed,VISA,364.84,7.05,SAR,2025-08-15 00:10:56+0300,2025-08-14 21:10:56+0000,2025-08-03
PSP,880119,ORD800110,2005,Capture,Completed,BNPL,59.86,1.01,SAR,2025-08-07 07:41:32+0300,2025-08-07 04:41:32+0000,2025-08-03
PSP,880120,ORD800110,2005,Capture,Completed,WALLET,10.16,0.16,SAR,2025-08-07 06:44:32+0300,2025-08-07 03:44:32+0000,2025-08-03
PSP,880121,ORD800111,2007,Capture,Completed,MASTERCARD,229.62,2.07,SAR,2025-08-13 01:03:31+0300,2025-08-12 22:03:31+0000,2025-08-03
PSP,880122,ORD800112,2003,Capture,Completed,CASH,56.76,0.0,SAR,2025-08-20 08:16:03+0300,2025-08-20 05:16:03+0000,2025-08-03
PSP,880123,ORD800113,2003,Capture,Completed,MASTERCARD,229.39,4.27,SAR,2025-08-20 00:45:21+0300,2025-08-19 21:45:21+0000,2025-08-03
PSP,880124,ORD800114,2007,Capture,Completed,MASTERCARD,307.74,4.15,SAR,2025-08-25 02:46:20+0300,2025-08-24 23:46:20+0000,2025-08-03
PSP,880125,ORD800115,2002,Capture,Completed,VISA,473.14,4.02,AED,2025-08-04 23:01:02+0400,2025-08-04 19:01:02+0000,2025-08-03
PSP,880126,ORD800116,2005,Capture,Completed,VISA,63.0,0.77,SAR,2025-08-09 02:58:50+0300,2025-08-08 23:58:50+0000,2025-08-03
PSP,880127,ORD800117,2001,Capture,Completed,VISA,95.12,0.75,AED,2025-08-22 20:11:28+0400,2025-08-22 16:11:28+0000,2025-08-03
PSP,880128,ORD800118,2000,Capture,Completed,BNPL,453.69,4.96,AED,2025-08-20 13:03:58+0400,2025-08-20 09:03:58+0000,2025-08-03
PSP,880129,ORD800119,2003,Capture,Completed,VISA,30.28,0.17,SAR,2025-08-27 16:46:38+0300,2025-08-27 13:46:38+0000,2025-08-03
PSP,880130,ORD800120,2004,Capture,Completed,BNPL,227.09,3.45,SAR,2025-08-14 12:17:21+0300,2025-08-14 09:17:21+0000,2025-08-03
PSP,880131,ORD800121,2000,Capture,Completed,MASTERCARD,271.37,3.19,AED,2025-08-07 16:48:49+0400,2025-08-07 12:48:49+0000,2025-08-03
PSP,880132,ORD800122,2001,Capture,Completed,VISA,522.73,8.61,AED,2025-08-21 22:49:38+0400,2025-08-21 18:49:38+0000,2025-08-03
PSP,880133,ORD800124,2001,Capture,Completed,VISA,89.35,1.32,AED,2025-08-14 12:27:02+0400,2025-08-14 08:27:02+0000,2025-08-03
PSP,880134,ORD800124,2001,Refund,Completed,VISA,66.44,0.0,AED,2025-08-18 12:59:02+0400,2025-08-18 08:59:02+0000,2025-08-20
PSP,880135,ORD800125,2006,Capture,Completed,BNPL,501.47,5.53,AED,2025-08-18 11:09:55+0400,2025-08-18 07:09:55+0000,2025-08-03
PSP,880136,ORD800126,2007,Capture,Failed,MASTERCARD,0.0,0.0,SAR,2025-08-19 12:03:46+0300,2025-08-19 09:03:46+0000,2025-08-03
PSP,880137,ORD800127,2000,Capture,Completed,CASH,74.52,0.0,AED,2025-08-12 05:29:41+0400,2025-08-12 01:29:41+0000,2025-08-03
PSP,880138,ORD800128,2000,Capture,Completed,CASH,288.41,0.0,AED,2025-08-08 08:54:08+0400,2025-08-08 04:54:08+0000,2025-08-03
PSP,880139,ORD800128,2000,Capture,Completed,VISA,10.86,0.1,AED,2025-08-08 08:13:08+0400,2025-08-08 04:13:08+0000,2025-08-03
PSP,880140,ORD800129,2001,Capture,Completed,CASH,536.37,0.0,AED,2025-08-05 01:04:03+0400,2025-08-04 21:04:03+0000,2025-08-03
PSP,880141,ORD800130,2000,Capture,Completed,VISA,141.65,1.8,AED,2025-08-09 14:36:30+0400,2025-08-09 10:36:30+0000,2025-08-03
PSP,880142,ORD800131,2004,Capture,Completed,VISA,90.11,1.25,SAR,2025-08-08 08:57:31+0300,2025-08-08 05:57:31+0000,2025-08-03
PSP,880143,ORD800132,2006,Capture,Completed,MASTERCARD,409.25,4.35,AED,2025-08-12 07:30:57+0400,2025-08-12 03:30:57+0000,2025-08-03
PSP,880144,ORD800133,2002,Capture,Completed,VISA,475.2,3.0,AED,2025-08-12 09:18:22+0400,2025-08-12 05:18:22+0000,2025-08-03
PSP,880145,ORD800134,2003,Capture,Completed,WALLET,220.71,1.45,SAR,2025-08-01 15:12:16+0300,2025-08-01 12:12:16+0000,2025-08-03
PSP,880146,ORD800136,2006,Capture,Completed,VISA,115.51,1.66,AED,2025-08-29 15:11:43+0400,2025-08-29 11:11:43+0000,2025-08-03
PSP,880147,ORD800137,2006,Capture,Completed,CASH,3.38,0.0,AED,2025-08-09 20:59:41+0400,2025-08-09 16:59:41+0000,2025-08-03
PSP,880148,ORD800137,2006,Capture,Completed,WALLET,86.47,1.18,AED,2025-08-09 20:34:41+0400,2025-08-09 16:34:41+0000,2025-08-03
PSP,880149,ORD800138,2006,Capture,Completed,MASTERCARD,163.51,1.0,AED,2025-08-13 18:12:19+0400,2025-08-13 14:12:19+0000,2025-08-03
PSP,880150,ORD800139,2006,Capture,Completed,VISA,48.51,0.26,AED,2025-08-14 16:53:23+0400,2025-08-14 12:53:23+0000,2025-08-03
PSP,880151,ORD800140,2006,Capture,Completed,MASTERCARD,500.92,4.95,AED,2025-08-01 05:03:09+0400,2025-08-01 01:03:09+0000,2025-08-03
PSP,880152,ORD800141,2002,Capture,Completed,CASH,18.19,0.0,AED,2025-08-08 02:37:31+0400,2025-08-07 22:37:31+0000,2025-08-03
PSP,880153,ORD800141,2002,Capture,Completed,WALLET,247.01,4.19,AED,2025-08-08 02:45:31+0400,2025-08-07 22:45:31+0000,2025-08-03
PSP,880154,ORD800141,2002,Refund,Completed,MASTERCARD,27.69,0.0,AED,2025-08-24 03:37:31+0400,2025-08-23 23:37:31+0000,2025-08-20
PSP,880155,ORD800142,2002,Capture,Completed,BNPL,102.92,0.53,AED,2025-08-27 00:05:37+0400,2025-08-26 20:05:37+0000,2025-08-03
PSP,880156,ORD800143,2001,Capture,Completed,CASH,160.24,0.0,AED,2025-08-18 23:06:41+0400,2025-08-18 19:06:41+0000,2025-08-03
PSP,880157,ORD800144,2005,Capture,Completed,WALLET,280.58,4.1,SAR,2025-08-30 15:02:58+0300,2025-08-30 12:02:58+0000,2025-08-03
PSP,880158,ORD800145,2007,Capture,Completed,VISA,388.65,7.77,SAR,2025-08-28 12:20:07+0300,2025-08-28 09:20:07+0000,2025-08-03
PSP,880159,ORD800145,2007,Refund,Completed,VISA,238.03,0.0,SAR,2025-09-02 13:29:07+0300,2025-09-02 10:29:07+0000,2025-08-20
PSP,880160,ORD800146,2007,Capture,Completed,WALLET,237.32,1.31,SAR,2025-08-07 03:00:29+0300,2025-08-07 00:00:29+0000,2025-08-03
PSP,880161,ORD800147,2000,Capture,Completed,BNPL,236.03,3.99,AED,2025-08-26 01:17:27+0400,2025-08-25 21:17:27+0000,2025-08-03
PSP,880162,ORD800148,2000,Capture,Completed,VISA,164.05,1.6,AED,2025-08-30 23:42:51+0400,2025-08-30 19:42:51+0000,2025-08-03
PSP,880163,ORD800149,2007,Capture,Completed,CASH,183.14,0.0,SAR,2025-08-03 15:40:22+0300,2025-08-03 12:40:22+0000,2025-08-03
PSP,880164,ORD800151,2007,Capture,Completed,WALLET,23.14,0.41,SAR,2025-08-28 04:36:55+0300,2025-08-28 01:36:55+0000,2025-08-03
PSP,880165,ORD800151,2007,Capture,Completed,VISA,93.66,1.14,SAR,2025-08-28 03:51:55+0300,2025-08-28 00:51:55+0000,2025-08-03
PSP,880166,ORD800151,2007,Refund,Completed,VISA,102.29,0.0,SAR,2025-09-09 05:15:55+0300,2025-09-09 02:15:55+0000,2025-08-20
PSP,880167,ORD800152,2001,Capture,Completed,WALLET,151.63,1.39,AED,2025-08-20 08:41:05+0400,2025-08-20 04:41:05+0000,2025-08-03
PSP,880168,ORD800152,2001,Refund,Completed,MASTERCARD,150.91,0.0,AED,2025-08-30 09:13:05+0400,2025-08-30 05:13:05+0000,2025-08-20
PSP,880169,ORD800153,2003,Capture,Completed,VISA,185.6,3.64,SAR,2025-08-20 03:11:59+0300,2025-08-20 00:11:59+0000,2025-08-03
PSP,880170,ORD800154,2007,Capture,Completed,VISA,129.12,1.6,SAR,2025-08-06 01:39:46+0300,2025-08-05 22:39:46+0000,2025-08-03
PSP,880171,ORD800155,2006,Capture,Completed,VISA,244.21,2.57,AED,2025-08-24 10:20:53+0400,2025-08-24 06:20:53+0000,2025-08-03
PSP,880172,ORD800156,2004,Capture,Completed,VISA,149.55,0.83,SAR,2025-08-31 19:54:03+0300,2025-08-31 16:54:03+0000,2025-08-03
PSP,880173,ORD800157,2002,Capture,Completed,BNPL,216.71,2.33,AED,2025-08-20 10:44:58+0400,2025-08-20 06:44:58+0000,2025-08-03
