source_system,payment_id,order_number,store_id,payment_type,payment_status,payment_method,amount_native,fee_native,currency_code,payment_local_ts,payment_utc_ts,ingestion_date
PSP,881263,ORD801127,2006,Capture,Completed,VISA,102.2,1.17,AED,2025-09-26 07:55:38+0400,2025-09-26 03:55:38+0000,2025-09-03
PSP,881264,ORD801128,2007,Capture,Completed,CASH,36.35,0.0,SAR,2025-09-09 08:20:39+0300,2025-09-09 05:20:39+0000,2025-09-03
PSP,881265,ORD801129,2006,Capture,Failed,WALLET,0.0,0.0,AED,2025-09-04 06:31:24+0400,2025-09-04 02:31:24+0000,2025-09-03
PSP,881266,ORD801130,2000,Capture,Completed,WALLET,438.04,8.43,AED,2025-09-06 07:07:10+0400,2025-09-06 03:07:10+0000,2025-09-03
PSP,881267,ORD801131,2007,Capture,Completed,VISA,142.56,1.16,SAR,2025-09-19 15:10:00+0300,2025-09-19 12:10:00+0000,2025-09-03
PSP,881268,ORD801132,2001,Capture,Completed,VISA,651.61,9.24,AED,2025-09-24 20:34:06+0400,2025-09-24 16:34:06+0000,2025-09-03
PSP,881269,ORD801133,2003,Capture,Completed,CASH,299.97,0.0,SAR,2025-09-10 14:49:11+0300,2025-09-10 11:49:11+0000,2025-09-03
PSP,881270,ORD801134,2001,Capture,Completed,WALLET,158.55,2.2,AED,2025-09-15 15:25:26+0400,2025-09-15 11:25:26+0000,2025-09-03
PSP,881271,ORD801135,2006,Capture,Completed,CASH,244.14,0.0,AED,2025-09-07 04:02:30+0400,2025-09-07 00:02:30+0000,2025-09-03
PSP,881272,ORD801136,2007,Capture,Completed,BNPL,336.91,5.11,SAR,2025-09-03 03:11:41+0300,2025-09-03 00:11:41+0000,2025-09-03
PSP,881273,ORD801137,2007,Capture,Completed,BNPL,270.67,1.72,SAR,2025-09-24 11:30:43+0300,2025-09-24 08:30:43+0000,2025-09-03
PSP,881274,ORD801137,2007,Capture,Completed,WALLET,255.08,2.69,SAR,2025-09-24 10:39:43+0300,2025-09-24 07:39:43+0000,2025-09-03
PSP,881275,ORD801138,2002,Capture,Completed,VISA,575.36,4.44,AED,2025-09-16 06:55:57+0400,2025-09-16 02:55:57+0000,2025-09-03
PSP,881276,ORD801138,2002,Refund,Completed,BNPL,427.59,0.0,AED,2025-09-17 07:41:57+0400,2025-09-17 03:41:57+0000,2025-09-20
PSP,881277,ORD801139,2007,Capture,Completed,MASTERCARD,51.51,0.89,SAR,2025-09-30 13:09:26+0300,2025-09-30 10:09:26+0000,2025-09-03
PSP,881278,ORD801140,2005,Capture,Completed,VISA,537.67,8.92,SAR,2025-09-19 21:22:50+0300,2025-09-19 18:22:50+0000,2025-09-03
PSP,881279,ORD801141,2000,Capture,Completed,VISA,395.17,2.33,AED,2025-09-05 05:37:25+0400,2025-09-05 01:37:25+0000,2025-09-03
PSP,881280,ORD801142,2000,Capture,Completed,MASTERCARD,284.02,2.52,AED,2025-09-08 19:15:06+0400,2025-09-08 15:15:06+0000,2025-09-03
PSP,881281,ORD801144,2001,Capture,Completed,MASTERCARD,258.54,3.42,AED,2025-09-20 15:17:31+0400,2025-09-20 11:17:31+0000,2025-09-03
PSP,881282,ORD801145,2002,Capture,Completed,MASTERCARD,94.9,1.51,AED,2025-09-30 20:25:40+0400,2025-09-30 16:25:40+0000,2025-09-03
PSP,881283,ORD801146,2002,Capture,Completed,VISA,225.75,2.3,AED,2025-09-10 13:01:17+0400,2025-09-10 09:01:17+0000,2025-09-03
PSP,881284,ORD801147,2006,Capture,Completed,MASTERCARD,504.7,8.96,AED,2025-09-23 23:14:57+0400,2025-09-23 19:14:57+0000,2025-09-03
PSP,881285,ORD801148,2001,Capture,Completed,VISA,134.48,1.03,AED,2025-09-09 21:33:13+0400,2025-09-09 17:33:13+0000,2025-09-03
PSP,881286,ORD801149,2003,Capture,Completed,CASH,447.33,0.0,SAR,2025-09-28 10:47:13+0300,2025-09-28 07:47:13+0000,2025-09-03
PSP,881287,ORD801150,2001,Capture,Completed,VISA,42.74,0.67,AED,2025-09-11 15:11:52+0400,2025-09-11 11:11:52+0000,2025-09-03
PSP,881288,ORD801151,2002,Capture,Completed,CASH,112.97,0.0,AED,2025-09-03 01:53:55+0400,2025-09-02 21:53:55+0000,2025-09-03
PSP,881289,ORD801152,2002,Capture,Completed,WALLET,356.94,5.26,AED,2025-09-20 11:06:14+0400,2025-09-20 07:06:14+0000,2025-09-03
PSP,881290,ORD801153,2006,Capture,Completed,VISA,117.09,2.32,AED,2025-09-26 03:57:18+0400,2025-09-25 23:57:18+0000,2025-09-03
PSP,881291,ORD801154,2000,Capture,Completed,VISA,207.86,4.08,AED,2025-09-08 15:46:40+0400,2025-09-08 11:46:40+0000,2025-09-03
PSP,881292,ORD801155,2002,Capture,Completed,CASH,166.69,0.0,AED,2025-09-19 15:32:55+0400,2025-09-19 11:32:55+0000,2025-09-03
PSP,881293,ORD801156,2002,Capture,Completed,VISA,261.32,4.71,AED,2025-09-18 10:55:26+0400,2025-09-18 06:55:26+0000,2025-09-03
PSP,881294,ORD801157,2001,Capture,Completed,VISA,421.36,6.86,AED,2025-09-07 00:19:17+0400,2025-09-06 20:19:17+0000,2025-09-03
PSP,881295,ORD801158,2004,Capture,Completed,BNPL,78.84,1.34,SAR,2025-09-08 07:03:30+0300,2025-09-08 04:03:30+0000,2025-09-03
PSP,881296,ORD801158,2004,Capture,Completed,MASTERCARD,69.19,0.55,SAR,2025-09-08 06:34:30+0300,2025-09-08 03:34:30+0000,2025-09-03
PSP,881297,ORD801159,2004,Capture,Completed,CASH,130.73,0.0,SAR,2025-09-13 00:29:40+0300,2025-09-12 21:29:40+0000,2025-09-03
PSP,881298,ORD801161,2006,Capture,Completed,VISA,470.88,4.13,AED,2025-09-03 00:33:01+0400,2025-09-02 20:33:01+0000,2025-09-03
PSP,881299,ORD801162,2006,Capture,Completed,VISA,146.88,1.37,AED,2025-09-28 08:06:38+0400,2025-09-28 04:06:38+0000,2025-09-03
PSP,881300,ORD801163,2004,Capture,Completed,VISA,217.89,2.16,SAR,2025-09-02 21:38:23+0300,2025-09-02 18:38:23+0000,2025-09-03
PSP,881301,ORD801164,2007,Capture,Completed,CASH,306.15,0.0,SAR,2025-09-16 18:15:25+0300,2025-09-16 15:15:25+0000,2025-09-03
PSP,881302,ORD801165,2006,Capture,Completed,BNPL,90.12,0.71,AED,2025-09-06 17:32:59+0400,2025-09-06 13:32:59+0000,2025-09-03
PSP,881303,ORD801165,2006,Capture,Completed,VISA,143.7,2.71,AED,2025-09-06 17:41:59+0400,2025-09-06 13:41:59+0000,2025-09-03
PSP,881304,ORD801166,2007,Capture,Completed,VISA,182.38,1.62,SAR,2025-09-19 23:24:32+0300,2025-09-19 20:24:32+0000,2025-09-03
PSP,881305,ORD801167,2005,Capture,Completed,VISA,429.6,3.84,SAR,2025-09-30 03:29:28+0300,2025-09-30 00:29:28+0000,2025-09-03
PSP,881306,ORD801168,2003,Capture,Completed,VISA,380.67,2.56,SAR,2025-09-23 04:23:04+0300,2025-09-23 01:23:04+0000,2025-09-03
PSP,881307,ORD801169,2004,Capture,Completed,VISA,82.88,0.87,SAR,2025-09-27 17:50:24+0300,2025-09-27 14:50:24+0000,2025-09-03
PSP,881308,ORD801170,2000,Capture,Completed,VISA,397.71,7.44,AED,2025-09-15 21:12:55+0400,2025-09-15 17:12:55+0000,2025-09-03
PSP,881309,ORD801171,2007,Capture,Completed,MASTERCARD,17.75,0.26,SAR,2025-09-21 10:02:09+0300,2025-09-21 07:02:09+0000,2025-09-03
PSP,881310,ORD801172,2007,Capture,Completed,MASTERCARD,440.6,7.11,SAR,2025-09-15 23:41:33+0300,2025-09-15 20:41:33+0000,2025-09-03
PSP,881311,ORD801173,2003,Capture,Completed,VISA,152.64,1.61,SAR,2025-09-29 08:10:24+0300,2025-09-29 05:10:24+0000,2025-09-03
PSP,881312,ORD801174,2007,Capture,Completed,VISA,20.83,0.18,SAR,2025-09-13 03:05:27+0300,2025-09-13 00:05:27+0000,2025-09-03
PSP,881313,ORD801175,2007,Capture,Completed,MASTERCARD,227.37,4.24,SAR,2025-09-21 16:37:22+0300,2025-09-21 13:37:22+0000,2025-09-03
PSP,881314,ORD801176,2000,Capture,Completed,CASH,37.07,0.0,AED,2025-09-19 22:11:53+0400,2025-09-19 18:11:53+0000,2025-09-03
PSP,881315,ORD801177,2000,Capture,Completed,CASH,194.74,0.0,AED,2025-09-18 20:52:37+0400,2025-09-18 16:52:37+0000,2025-09-03
PSP,881316,ORD801178,2005,Capture,Completed,VISA,185.84,2.05,SAR,2025-09-22 16:44:50+0300,2025-09-22 13:44:50+0000,2025-09-03
PSP,881317,ORD801179,2002,Capture,Completed,CASH,158.01,0.0,AED,2025-09-25 10:57:40+0400,2025-09-25 06:57:40+0000,2025-09-03
PSP,881318,ORD801180,2002,Capture,Completed,VISA,43.96,0.76,AED,2025-09-22 07:46:04+0400,2025-09-22 03:46:04+0000,2025-09-03
PSP,881319,ORD801181,2005,Capture,Completed,MASTERCARD,289.36,1.87,SAR,2025-09-09 16:49:30+0300,2025-09-09 13:49:30+0000,2025-09-03
PSP,881320,ORD801182,2006,Capture,Completed,VISA,181.82,2.71,AED,2025-09-02 04:06:03+0400,2025-09-02 00:06:03+0000,2025-09-03
PSP,881321,ORD801183,2002,Capture,Completed,VISA,101.3,1.65,AED,2025-09-01 04:26:14+0400,2025-09-01 00:26:14+0000,2025-09-03
PSP,881322,ORD801184,2007,Capture,Completed,VISA,31.89,0.16,SAR,2025-09-24 18:21:38+0300,2025-09-24 15:21:38+0000,2025-09-03
PSP,881323,ORD801185,2000,Capture,Completed,MASTERCARD,50.61,0.88,AED,2025-09-23 14:26:56+0400,2025-09-23 10:26:56+0000,2025-09-03
PSP,881324,ORD801186,2003,Capture,Completed,VISA,64.66,0.79,SAR,2025-09-12 10:41:13+0300,2025-09-12 07:41:13+0000,2025-09-03
PSP,881325,ORD801186,2003,Refund,Completed,BNPL,19.84,0.0,SAR,2025-09-18 11:41:13+0300,2025-09-18 08:41:13+0000,2025-09-20
PSP,881326,ORD801187,2006,Capture,Completed,VISA,65.75,0.4,AED,2025-09-23 06:39:43+0400,2025-09-23 02:39:43+0000,2025-09-03
PSP,881327,ORD801188,2002,Capture,Completed,CASH,120.64,0.0,AED,2025-09-09 17:50:47+0400,2025-09-09 13:50:47+0000,2025-09-03
PSP,881328,ORD801189,2006,Capture,Completed,MASTERCARD,600.07,9.2,AED,2025-09-24 00:07:23+0400,2025-09-23 20:07:23+0000,2025-09-03
PSP,881329,ORD801190,2001,Capture,Completed,WALLET,279.24,1.94,AED,2025-09-20 11:19:57+0400,2025-09-20 07:19:57+0000,2025-09-03
PSP,881330,ORD801191,2001,Capture,Completed,MASTERCARD,194.36,2.92,AED,2025-09-06 06:05:09+0400,2025-09-06 02:05:09+0000,2025-09-03
PSP,881331,ORD801193,2002,Capture,Completed,MASTERCARD,143.29,1.82,AED,2025-09-07 06:08:43+0400,2025-09-07 02:08:43+0000,2025-09-03
PSP,881332,ORD801194,2002,Capture,Completed,CASH,466.72,0.0,AED,2025-09-18 11:12:12+0400,2025-09-18 07:12:12+0000,2025-09-03
PSP,881333,ORD801195,2002,Capture,Completed,VISA,43.85,0.55,AED,2025-09-21 23:03:03+0400,2025-09-21 19:03:03+0000,2025-09-03
PSP,881334,ORD801196,2005,Capture,Completed,WALLET,94.72,1.13,SAR,2025-09-18 18:54:34+0300,2025-09-18 15:54:34+0000,2025-09-03
PSP,881335,ORD801197,2006,Capture,Completed,CASH,59.98,0.0,AED,2025-09-05 11:41:12+0400,2025-09-05 07:41:12+0000,2025-09-03
PSP,881336,ORD801198,2007,Capture,Completed,BNPL,22.77,0.14,SAR,2025-09-22 11:48:44+0300,2025-09-22 08:48:44+0000,2025-09-03
PSP,881337,ORD801198,2007,Capture,Completed,CASH,40.57,0.0,SAR,2025-09-22 11:16:44+0300,2025-09-22 08:16:44+0000,2025-09-03
PSP,881338,ORD801199,2007,Capture,Completed,MASTERCARD,173.06,2.83,SAR,2025-09-25 12:25:03+0300,2025-09-25 09:25:03+0000,2025-09-03
PSP,881339,ORD801200,2000,Capture,Completed,CASH,485.83,0.0,AED,2025-09-25 18:35:51+0400,2025-09-25 14:35:51+0000,2025-09-03
PSP,881340,ORD801200,2000,Refund,Completed,VISA,153.69,0.0,AED,2025-10-03 19:53:51+0400,2025-10-03 15:53:51+0000,2025-09-20
PSP,881341,ORD801201,2003,Capture,Completed,WALLET,188.48,1.38,SAR,2025-09-02 23:34:45+0300,2025-09-02 20:34:45+0000,2025-09-03
PSP,881342,ORD801202,2003,Capture,Completed,WALLET,478.8,2.66,SAR,2025-09-07 09:00:36+0300,2025-09-07 06:00:36+0000,2025-09-03
PSP,881343,ORD801203,2002,Capture,Completed,VISA,610.45,6.22,AED,2025-09-05 00:03:03+0400,2025-09-04 20:03:03+0000,2025-09-03
PSP,881344,ORD801204,2002,Capture,Completed,CASH,219.33,0.0,AED,2025-09-16 05:56:01+0400,2025-09-16 01:56:01+0000,2025-09-03
PSP,881345,ORD801206,2000,Capture,Completed,CASH,634.92,0.0,AED,2025-09-04 22:39:09+0400,2025-09-04 18:39:09+0000,2025-09-03
PSP,881346,ORD801207,2002,Capture,Completed,CASH,37.21,0.0,AED,2025-09-03 16:15:23+0400,2025-09-03 12:15:23+0000,2025-09-03
PSP,881347,ORD801208,2006,Capture,Completed,MASTERCARD,199.22,1.99,AED,2025-09-25 12:12:50+0400,2025-09-25 08:12:50+0000,2025-09-03
PSP,881348,ORD801209,2006,Capture,Completed,MASTERCARD,149.79,2.13,AED,2025-09-19 09:26:30+0400,2025-09-19 05:26:30+0000,2025-09-03
PSP,881349,ORD801210,2001,Capture,Completed,VISA,206.14,1.99,AED,2025-09-07 14:59:04+0400,2025-09-07 10:59:04+0000,2025-09-03
PSP,881350,ORD801211,2000,Capture,Completed,VISA,101.26,0.63,AED,2025-09-02 06:29:29+0400,2025-09-02 02:29:29+0000,2025-09-03
PSP,881351,ORD801212,2006,Capture,Completed,VISA,250.17,4.31,AED,2025-09-04 06:20:20+0400,2025-09-04 02:20:20+0000,2025-09-03
PSP,881352,ORD801213,2002,Capture,Completed,WALLET,197.59,3.93,AED,2025-09-30 20:26:21+0400,2025-09-30 16:26:21+0000,2025-09-03
PSP,881353,ORD801214,2000,Capture,Completed,VISA,343.22,4.11,AED,2025-09-06 08:01:45+0400,2025-09-06 04:01:45+0000,2025-09-03
PSP,881354,ORD801215,2002,Capture,Completed,VISA,200.17,2.83,AED,2025-09-10 10:09:07+0400,2025-09-10 06:09:07+0000,2025-09-03
PSP,881355,ORD801216,2006,Capture,Completed,VISA,374.35,7.28,AED,2025-09-07 10:13:43+0400,2025-09-07 06:13:43+0000,2025-09-03
PSP,881356,ORD801217,2006,Capture,Completed,MASTERCARD,212.15,4.08,AED,2025-09-24 22:24:12+0400,2025-09-24 18:24:12+0000,2025-09-03
PSP,881357,ORD801218,2003,Capture,Completed,VISA,60.77,0.4,SAR,2025-09-14 23:27:22+0300,2025-09-14 20:27:22+0000,2025-09-03
PSP,881358,ORD801219,2001,Capture,Completed,VISA,126.99,2.48,AED,2025-09-09 00:39:07+0400,2025-09-08 20:39:07+0000,2025-09-03
PSP,881359,ORD801220,2006,Capture,Completed,BNPL,55.9,0.67,AED,2025-09-11 17:40:52+0400,2025-09-11 13:40:52+0000,2025-09-03
PSP,881360,ORD801220,2006,Capture,Completed,VISA,13.73,0.15,AED,2025-09-11 18:06:52+0400,2025-09-11 14:06:52+0000,2025-09-03
PSP,881361,ORD801221,2001,Capture,Completed,VISA,170.71,2.13,AED,2025-09-04 04:32:54+0400,2025-09-04 00:32:54+0000,2025-09-03
PSP,881362,ORD801222,2003,Capture,Completed,VISA,55.49,0.38,SAR,2025-09-18 01:47:30+0300,2025-09-17 22:47:30+0000,2025-09-03
PSP,881363,ORD801223,2007,Capture,Completed,VISA,129.32,1.38,SAR,2025-09-30 16:26:10+0300,2025-09-30 13:26:10+0000,2025-09-03
PSP,881364,ORD801224,2001,Capture,Completed,MASTERCARD,147.62,1.85,AED,2025-09-13 06:48:30+0400,2025-09-13 02:48:30+0000,2025-09-03
PSP,881365,ORD801225,2005,Capture,Completed,VISA,198.05,2.84,SAR,2025-09-08 17:17:38+0300,2025-09-08 14:17:38+0000,2025-09-03
PSP,881366,ORD801226,2004,Capture,Completed,MASTERCARD,575.43,6.43,SAR,2025-09-16 17:47:59+0300,2025-09-16 14:47:59+0000,2025-09-03
PSP,881367,ORD801227,2003,Capture,Completed,VISA,12.47,0.16,SAR,2025-09-30 19:23:58+0300,2025-09-30 16:23:58+0000,2025-09-03
PSP,881368,ORD801227,2003,Capture,Completed,MASTERCARD,9.93,0.06,SAR,2025-09-30 19:25:58+0300,2025-09-30 16:25:58+0000,2025-09-03
PSP,881369,ORD801228,2006,Capture,Completed,VISA,650.38,11.53,AED,2025-09-14 09:15:22+0400,2025-09-14 05:15:22+0000,2025-09-03
PSP,881370,ORD801229,2006,Capture,Completed,WALLET,100.37,1.62,AED,2025-09-23 04:57:52+0400,2025-09-23 00:57:52+0000,2025-09-03
PSP,881371,ORD801230,2006,Capture,Completed,WALLET,349.41,3.3,AED,2025-09-07 23:23:25+0400,2025-09-07 19:23:25+0000,2025-09-03
PSP,881372,ORD801231,2007,Capture,Completed,VISA,28.06,0.15,SAR,2025-09-13 08:33:10+0300,2025-09-13 05:33:10+0000,2025-09-03
PSP,881373,ORD801232,2003,Capture,Completed,VISA,293.3,5.18,SAR,2025-09-25 09:59:34+0300,2025-09-25 06:59:34+0000,2025-09-03
PSP,881374,ORD801233,2005,Capture,Completed,MASTERCARD,145.85,0.89,SAR,2025-09-24 08:01:57+0300,2025-09-24 05:01:57+0000,2025-09-03
PSP,881375,ORD801234,2006,Capture,Completed,CASH,279.53,0.0,AED,2025-09-11 03:47:51+0400,2025-09-10 23:47:51+0000,2025-09-03
PSP,881376,ORD801234,2006,Capture,Completed,VISA,75.73,0.55,AED,2025-09-11 03:51:51+0400,2025-09-10 23:51:51+0000,2025-09-03
PSP,881377,ORD801235,2002,Capture,Completed,WALLET,199.42,3.48,AED,2025-09-29 18:51:57+0400,2025-09-29 14:51:57+0000,2025-09-03
PSP,881378,ORD801236,2003,Capture,Completed,VISA,928.42,14.59,SAR,2025-09-13 19:33:46+0300,2025-09-13 16:33:46+0000,2025-09-03
PSP,881379,ORD801237,2005,Capture,Completed,MASTERCARD,1.26,0.01,SAR,2025-09-30 22:58:10+0300,2025-09-30 19:58:10+0000,2025-09-03
PSP,881380,ORD801237,2005,Capture,Completed,CASH,156.29,0.0,SAR,2025-09-30 22:55:10+0300,2025-09-30 19:55:10+0000,2025-09-03
PSP,881381,ORD801238,2006,Capture,Completed,VISA,132.43,0.99,AED,2025-09-25 14:19:27+0400,2025-09-25 10:19:27+0000,2025-09-03
PSP,881382,ORD801239,2006,Capture,Completed,VISA,414.91,5.95,AED,2025-09-12 12:52:24+0400,2025-09-12 08:52:24+0000,2025-09-03
PSP,881383,ORD801240,2006,Capture,Completed,VISA,73.94,0.93,AED,2025-09-16 11:49:08+0400,2025-09-16 07:49:08+0000,2025-09-03
PSP,881384,ORD801241,2004,Capture,Completed,VISA,104.68,1.66,SAR,2025-09-19 02:00:20+0300,2025-09-18 23:00:20+0000,2025-09-03
PSP,881385,ORD801242,2004,Capture,Completed,CASH,377.34,0.0,SAR,2025-09-02 20:12:49+0300,2025-09-02 17:12:49+0000,2025-09-03
PSP,881386,ORD801243,2006,Capture,Completed,CASH,293.14,0.0,AED,2025-09-10 16:03:03+0400,2025-09-10 12:03:03+0000,2025-09-03
PSP,881387,ORD801244,2000,Capture,Completed,VISA,791.41,9.24,AED,2025-09-09 21:17:27+0400,2025-09-09 17:17:27+0000,2025-09-03
PSP,881388,ORD801245,2003,Capture,Completed,BNPL,100.36,1.15,SAR,2025-09-20 14:29:16+0300,2025-09-20 11:29:16+0000,2025-09-03
PSP,881389,ORD801245,2003,Capture,Completed,VISA,383.29,6.02,SAR,2025-09-20 15:12:16+0300,2025-09-20 12:12:16+0000,2025-09-03
PSP,881390,ORD801246,2006,Capture,Completed,MASTERCARD,89.84,1.1,AED,2025-09-08 21:03:44+0400,2025-09-08 17:03:44+0000,2025-09-03
PSP,881391,ORD801246,2006,Capture,Completed,CASH,65.99,0.0,AED,2025-09-08 20:58:44+0400,2025-09-08 16:58:44+0000,2025-09-03
PSP,881392,ORD801247,2006,Capture,Completed,VISA,523.76,7.06,AED,2025-09-14 12:20:27+0400,2025-09-14 08:20:27+0000,2025-09-03
PSP,881393,ORD801248,2007,Capture,Completed,VISA,85.59,1.29,SAR,2025-09-16 23:12:34+0300,2025-09-16 20:12:34+0000,2025-09-03
PSP,881394,ORD801249,2000,Capture,Completed,BNPL,59.83,0.37,AED,2025-09-19 07:42:05+0400,2025-09-19 03:42:05+0000,2025-09-03
PSP,881395,ORD801249,2000,Capture,Completed,VISA,321.36,4.79,AED,2025-09-19 07:04:05+0400,2025-09-19 03:04:05+0000,2025-09-03
PSP,881396,ORD801250,2006,Capture,Completed,MASTERCARD,119.52,2.03,AED,2025-09-09 05:14:55+0400,2025-09-09 01:14:55+0000,2025-09-03
PSP,881397,ORD801251,2004,Capture,Completed,VISA,14.32,0.24,SAR,2025-09-13 20:24:45+0300,2025-09-13 17:24:45+0000,2025-09-03
PSP,881398,ORD801252,2006,Capture,Completed,MASTERCARD,111.59,1.96,AED,2025-09-06 14:44:35+0400,2025-09-06 10:44:35+0000,2025-09-03
PSP,881399,ORD801253,2007,Capture,Completed,VISA,555.56,7.06,SAR,2025-09-26 19:34:06+0300,2025-09-26 16:34:06+0000,2025-09-03
PSP,881400,ORD801254,2006,Capture,Completed,WALLET,216.21,2.99,AED,2025-09-03 09:07:23+0400,2025-09-03 05:07:23+0000,2025-09-03
PSP,881401,ORD801255,2007,Capture,Completed,WALLET,82.34,1.18,SAR,2025-09-18 12:14:23+0300,2025-09-18 09:14:23+0000,2025-09-03
PSP,881402,ORD801256,2007,Capture,Completed,WALLET,261.78,2.31,SAR,2025-09-23 00:01:41+0300,2025-09-22 21:01:41+0000,2025-09-03
PSP,881403,ORD801257,2000,Capture,Completed,VISA,342.83,5.15,AED,2025-09-28 00:15:54+0400,2025-09-27 20:15:54+0000,2025-09-03
PSP,881404,ORD801258,2001,Capture,Completed,VISA,85.21,1.65,AED,2025-09-26 08:05:10+0400,2025-09-26 04:05:10+0000,2025-09-03
PSP,881405,ORD801260,2001,Capture,Completed,MASTERCARD,96.36,0.58,AED,2025-09-06 02:09:41+0400,2025-09-05 22:09:41+0000,2025-09-03
PSP,881406,ORD801260,2001,Capture,Completed,CASH,37.13,0.0,AED,2025-09-06 02:17:41+0400,2025-09-05 22:17:41+0000,2025-09-03
PSP,881407,ORD801261,2000,Capture,Completed,MASTERCARD,23.66,0.38,AED,2025-09-13 06:50:17+0400,2025-09-13 02:50:17+0000,2025-09-03
PSP,881408,ORD801262,2004,Capture,Completed,VISA,548.84,6.57,SAR,2025-09-27 00:18:13+0300,2025-09-26 21:18:13+0000,2025-09-03
PSP,881409,ORD801263,2005,Capture,Failed,VISA,0.0,0.0,SAR,2025-09-20 03:26:31+0300,2025-09-20 00:26:31+0000,2025-09-03
PSP,881410,ORD801264,2002,Capture,Completed,CASH,276.44,0.0,AED,2025-09-19 01:25:22+0400,2025-09-18 21:25:22+0000,2025-09-03
