source_system,order_number,store_id,customer_id_nat,channel,final_status,order_local_ts,order_utc_ts,order_flag,ingestion_date
OMS,ORD802416,2000,CUST001925,Web,Completed,2025-10-14 10:26:03+0400,2025-10-14 06:26:03+0000,,2025-10-03
OMS,ORD802417,2000,CUST002268,POS,Completed,2025-10-26 03:14:38+0400,2025-10-25 23:14:38+0000,,2025-10-03
OMS,ORD802418,2006,CUST000920,POS,Completed,2025-10-05 14:44:35+0400,2025-10-05 10:44:35+0000,,2025-10-03
OMS,ORD802419,2000,CUST000947,Marketplace,Completed,2025-10-24 01:41:34+0400,2025-10-23 21:41:34+0000,,2025-10-03
OMS,ORD802420,2000,CUST001400,Marketplace,Completed,2025-10-14 01:02:16+0400,2025-10-13 21:02:16+0000,,2025-10-03
OMS,ORD802421,2005,CUST001322,Web,Completed,2025-10-21 01:13:09+0300,2025-10-20 22:13:09+0000,,2025-10-03
OMS,ORD802422,2003,CUST002377,POS,Completed,2025-10-06 00:25:08+0300,2025-10-05 21:25:08+0000,,2025-10-03
OMS,ORD802423,2001,CUST000609,POS,Completed,2025-10-01 05:02:15+0400,2025-10-01 01:02:15+0000,,2025-10-03
OMS,ORD802424,2003,CUST000376,POS,Fulfilled,2025-10-27 16:44:02+0300,2025-10-27 13:44:02+0000,,2025-10-03
OMS,ORD802425,2001,CUST000271,POS,Fulfilled,2025-10-25 04:04:33+0400,2025-10-25 00:04:33+0000,,2025-10-03
OMS,ORD802426,2000,CUST001154,Web,Completed,2025-10-20 07:06:48+0400,2025-10-20 03:06:48+0000,,2025-10-03
OMS,ORD802427,2007,CUST001468,POS,Completed,2025-10-28 18:22:49+0300,2025-10-28 15:22:49+0000,,2025-10-03
OMS,ORD802428,2005,CUST001409,POS,Completed,2025-10-08 06:20:06+0300,2025-10-08 03:20:06+0000,,2025-10-03
OMS,ORD802429,2000,CUST000946,Web,Completed,2025-10-21 06:54:02+0400,2025-10-21 02:54:02+0000,,2025-10-03
OMS,ORD802430,2000,CUST001747,POS,Completed,2025-10-14 13:25:05+0400,2025-10-14 09:25:05+0000,,2025-10-03
OMS,ORD802431,2001,CUST001639,POS,Fulfilled,2025-10-31 03:58:58+0400,2025-10-30 23:58:58+0000,,2025-10-03
OMS,ORD802432,2002,CUST001255,Web,Completed,2025-10-30 11:35:42+0400,2025-10-30 07:35:42+0000,,2025-10-03
OMS,ORD802433,2002,CUST001735,POS,Completed,2025-10-06 09:21:17+0400,2025-10-06 05:21:17+0000,,2025-10-03
OMS,ORD802434,2001,CUST001032,POS,Completed,2025-10-19 10:13:19+0400,2025-10-19 06:13:19+0000,,2025-10-03
OMS,ORD802435,2007,CUST001530,POS,Fulfilled,2025-10-22 22:56:53+0300,2025-10-22 19:56:53+0000,,2025-10-03
OMS,ORD802436,2001,CUST002401,POS,Completed,2025-10-23 05:29:41+0400,2025-10-23 01:29:41+0000,,2025-10-03
OMS,ORD802437,2006,CUST002388,POS,Fulfilled,2025-10-14 23:37:03+0400,2025-10-14 19:37:03+0000,,2025-10-03
OMS,ORD802438,2003,CUST001155,Web,Completed,2025-10-18 02:49:50+0300,2025-10-17 23:49:50+0000,,2025-10-03
OMS,ORD802439,2006,CUST002170,POS,Completed,2025-10-15 05:16:30+0400,2025-10-15 01:16:30+0000,,2025-10-03
OMS,ORD802440,2004,CUST000008,Web,Completed,2025-10-18 03:13:15+0300,2025-10-18 00:13:15+0000,,2025-10-03
OMS,ORD802441,2004,CUST001821,POS,Completed,2025-10-19 23:10:49+0300,2025-10-19 20:10:49+0000,,2025-10-03
OMS,ORD802442,2002,CUST000545,Web,Completed,2025-10-26 12:58:33+0400,2025-10-26 08:58:33+0000,,2025-10-03
OMS,ORD802443,2007,CUST001204,Web,Completed,2025-10-27 23:01:53+0300,2025-10-27 20:01:53+0000,,2025-10-03
OMS,ORD802444,2006,CUST001840,Web,Completed,2025-10-29 21:42:54+0400,2025-10-29 17:42:54+0000,,2025-10-03
OMS,ORD802445,2006,CUST001595,POS,Completed,2025-10-19 15:58:33+0400,2025-10-19 11:58:33+0000,,2025-10-03
OMS,ORD802446,2002,CUST000331,Web,Completed,2025-10-16 15:08:59+0400,2025-10-16 11:08:59+0000,,2025-10-03
OMS,ORD802447,2002,CUST000737,Web,Cancelled,2025-10-25 06:01:03+0400,2025-10-25 02:01:03+0000,,2025-10-03
OMS,ORD802448,2001,CUST000529,Web,Completed,2025-10-19 11:31:02+0400,2025-10-19 07:31:02+0000,,2025-10-03
OMS,ORD802449,2004,CUST000911,Web,Completed,2025-10-22 13:20:00+0300,2025-10-22 10:20:00+0000,,2025-10-03
OMS,ORD802450,2007,CUST001476,POS,Fulfilled,2025-10-15 13:33:06+0300,2025-10-15 10:33:06+0000,,2025-10-03
OMS,ORD802451,2002,CUST000948,POS,Completed,2025-10-09 22:37:19+0400,2025-10-09 18:37:19+0000,,2025-10-03
OMS,ORD802452,2006,CUST001473,Web,Completed,2025-10-27 01:30:13+0400,2025-10-26 21:30:13+0000,,2025-10-03
OMS,ORD802453,2002,CUST001388,Web,Completed,2025-10-15 18:13:25+0400,2025-10-15 14:13:25+0000,,2025-10-03
OMS,ORD802454,2006,CUST000715,Web,Completed,2025-10-08 00:55:34+0400,2025-10-07 20:55:34+0000,,2025-10-03
OMS,ORD802455,2003,CUST001676,POS,Completed,2025-10-22 03:33:51+0300,2025-10-22 00:33:51+0000,,2025-10-03
OMS,ORD802456,2006,CUST000634,Web,Completed,2025-10-28 22:25:40+0400,2025-10-28 18:25:40+0000,,2025-10-03
OMS,ORD802457,2007,CUST001847,POS,Completed,2025-10-29 05:35:33+0300,2025-10-29 02:35:33+0000,,2025-10-03
OMS,ORD802458,2003,CUST000992,POS,Completed,2025-10-12 06:13:35+0300,2025-10-12 03:13:35+0000,,2025-10-03
OMS,ORD802459,2007,CUST001499,Web,Completed,2025-10-05 06:26:44+0300,2025-10-05 03:26:44+0000,,2025-10-03
OMS,ORD802460,2007,CUST001537,POS,Completed,2025-10-17 00:34:20+0300,2025-10-16 21:34:20+0000,,2025-10-03
OMS,ORD802461,2003,CUST001396,Web,Completed,2025-10-16 17:19:56+0300,2025-10-16 14:19:56+0000,,2025-10-03
OMS,ORD802462,2001,CUST000890,Marketplace,Fulfilled,2025-10-30 12:28:14+0400,2025-10-30 08:28:14+0000,,2025-10-03
OMS,ORD802463,2001,CUST000301,POS,Completed,2025-10-12 18:42:39+0400,2025-10-12 14:42:39+0000,,2025-10-03
OMS,ORD802464,2000,CUST002360,Web,Completed,2025-10-16 19:36:23+0400,2025-10-16 15:36:23+0000,,2025-10-03
OMS,ORD802465,2005,CUST001064,POS,Completed,2025-10-10 22:02:16+0300,2025-10-10 19:02:16+0000,,2025-10-03
OMS,ORD802466,2007,CUST002128,Web,Completed,2025-10-21 16:50:49+0300,2025-10-21 13:50:49+0000,,2025-10-03
OMS,ORD802467,2006,CUST001822,POS,Completed,2025-10-01 12:27:26+0400,2025-10-01 08:27:26+0000,,2025-10-03
OMS,ORD802468,2006,CUST001301,POS,Completed,2025-10-02 05:47:50+0400,2025-10-02 01:47:50+0000,,2025-10-03
OMS,ORD802469,2002,CUST002122,POS,Completed,2025-10-03 07:16:26+0400,2025-10-03 03:16:26+0000,,2025-10-03
OMS,ORD802470,2005,CUST002207,POS,Completed,2025-10-13 10:54:03+0300,2025-10-13 07:54:03+0000,,2025-10-03
OMS,ORD802471,2000,CUST001639,POS,Fulfilled,2025-10-28 10:11:47+0400,2025-10-28 06:11:47+0000,,2025-10-03
OMS,ORD802472,2002,CUST002034,POS,Completed,2025-10-25 03:26:24+0400,2025-10-24 23:26:24+0000,,2025-10-03
OMS,ORD802473,2006,CUST000127,Web,Completed,2025-10-15 13:18:51+0400,2025-10-15 09:18:51+0000,,2025-10-03
OMS,ORD802474,2000,CUST000307,POS,Cancelled,2025-10-27 01:00:13+0400,2025-10-26 21:00:13+0000,,2025-10-03
OMS,ORD802475,2001,CUST000208,POS,Completed,2025-10-16 03:59:38+0400,2025-10-15 23:59:38+0000,,2025-10-03
OMS,ORD802476,2004,CUST001454,POS,Cancelled,2025-10-27 03:23:51+0300,2025-10-27 00:23:51+0000,,2025-10-03
OMS,ORD802477,2006,CUST002304,POS,Fulfilled,2025-10-31 02:20:35+0400,2025-10-30 22:20:35+0000,,2025-10-03
OMS,ORD802478,2004,CUST000525,POS,Completed,2025-10-22 05:19:40+0300,2025-10-22 02:19:40+0000,,2025-10-03
OMS,ORD802479,2007,CUST001325,POS,Completed,2025-10-26 02:52:13+0300,2025-10-25 23:52:13+0000,,2025-10-03
OMS,ORD802480,2004,CUST000037,Web,Completed,2025-10-26 02:39:29+0300,2025-10-25 23:39:29+0000,,2025-10-03
OMS,ORD802481,2006,CUST000331,POS,Completed,2025-10-21 21:03:06+0400,2025-10-21 17:03:06+0000,,2025-10-03
OMS,ORD802482,2007,CUST002468,POS,Completed,2025-10-19 21:49:15+0300,2025-10-19 18:49:15+0000,,2025-10-03
OMS,ORD802483,2000,CUST002046,Web,Completed,2025-10-23 12:53:19+0400,2025-10-23 08:53:19+0000,,2025-10-03
OMS,ORD802484,2001,CUST002212,POS,Completed,2025-10-18 08:45:53+0400,2025-10-18 04:45:53+0000,,2025-10-03
OMS,ORD802485,2003,CUST002234,POS,Fulfilled,2025-10-02 23:25:58+0300,2025-10-02 20:25:58+0000,,2025-10-03
OMS,ORD802486,2002,CUST002136,POS,Completed,2025-10-29 20:53:58+0400,2025-10-29 16:53:58+0000,,2025-10-03
OMS,ORD802487,2007,CUST000348,POS,Fulfilled,2025-10-18 01:04:08+0300,2025-10-17 22:04:08+0000,,2025-10-03
OMS,ORD802488,2007,CUST000478,POS,Completed,2025-10-22 23:51:32+0300,2025-10-22 20:51:32+0000,,2025-10-03
OMS,ORD802489,2003,CUST002312,POS,Completed,2025-10-01 12:05:35+0300,2025-10-01 09:05:35+0000,,2025-10-03
OMS,ORD802490,2003,CUST000419,POS,Completed,2025-10-04 07:32:20+0300,2025-10-04 04:32:20+0000,,2025-10-03
OMS,ORD802491,2007,CUST002034,POS,Completed,2025-10-05 19:18:14+0300,2025-10-05 16:18:14+0000,,2025-10-03
OMS,ORD802492,2001,CUST000901,POS,Completed,2025-10-20 21:07:27+0400,2025-10-20 17:07:27+0000,,2025-10-03
OMS,ORD802493,2003,CUST001919,Web,Completed,2025-10-19 04:13:32+0300,2025-10-19 01:13:32+0000,,2025-10-03
OMS,ORD802494,2001,CUST001861,POS,Cancelled,2025-10-25 07:36:03+0400,2025-10-25 03:36:03+0000,,2025-10-03
OMS,ORD802495,2007,CUST002054,POS,Completed,2025-10-20 11:04:29+0300,2025-10-20 08:04:29+0000,,2025-10-03
OMS,ORD802496,2007,CUST000550,Web,Completed,2025-10-28 06:00:25+0300,2025-10-28 03:00:25+0000,,2025-10-03
OMS,ORD802497,2004,CUST002411,POS,Completed,2025-10-28 20:49:20+0300,2025-10-28 17:49:20+0000,,2025-10-03
OMS,ORD802498,2006,CUST000376,POS,Fulfilled,2025-10-10 03:17:07+0400,2025-10-09 23:17:07+0000,,2025-10-03
OMS,ORD802499,2001,CUST001929,POS,Completed,2025-10-21 10:45:47+0400,2025-10-21 06:45:47+0000,,2025-10-03
OMS,ORD802500,2001,CUST001940,Web,Completed,2025-10-20 11:56:43+0400,2025-10-20 07:56:43+0000,,2025-10-03
OMS,ORD802501,2006,CUST001182,POS,Completed,2025-10-22 08:49:39+0400,2025-10-22 04:49:39+0000,,2025-10-03
OMS,ORD802502,2006,CUST000306,POS,Fulfilled,2025-10-31 07:42:59+0400,2025-10-31 03:42:59+0000,,2025-10-03
OMS,ORD802503,2006,CUST001621,Web,Completed,2025-10-29 12:22:25+0400,2025-10-29 08:22:25+0000,,2025-10-03
OMS,ORD802504,2005,CUST000674,POS,Fulfilled,2025-10-26 17:39:23+0300,2025-10-26 14:39:23+0000,,2025-10-03
OMS,ORD802505,2006,CUST000483,Web,Completed,2025-10-05 11:28:14+0400,2025-10-05 07:28:14+0000,,2025-10-03
OMS,ORD802506,2007,CUST002066,Web,Completed,2025-10-09 06:54:21+0300,2025-10-09 03:54:21+0000,,2025-10-03
OMS,ORD802507,2007,CUST001448,POS,Completed,2025-10-18 14:35:44+0300,2025-10-18 11:35:44+0000,,2025-10-03
OMS,ORD802508,2002,CUST000286,Web,Completed,2025-10-16 10:35:14+0400,2025-10-16 06:35:14+0000,,2025-10-03
OMS,ORD802509,2006,CUST001817,POS,Completed,2025-10-18 19:11:13+0400,2025-10-18 15:11:13+0000,,2025-10-03
OMS,ORD802510,2001,CUST000516,POS,Completed,2025-10-04 15:28:58+0400,2025-10-04 11:28:58+0000,,2025-10-03
OMS,ORD802511,2000,CUST001919,POS,Cancelled,2025-10-16 01:54:36+0400,2025-10-15 21:54:36+0000,Test,2025-10-03
OMS,ORD802512,2001,CUST001862,POS,Completed,2025-10-25 21:12:53+0400,2025-10-25 17:12:53+0000,,2025-10-03
OMS,ORD802513,2007,CUST000812,POS,Fulfilled,2025-10-09 12:34:20+0300,2025-10-09 09:34:20+0000,,2025-10-03
OMS,ORD802514,2007,CUST002123,Web,Completed,2025-10-06 08:45:19+0300,2025-10-06 05:45:19+0000,,2025-10-03
OMS,ORD802515,2007,CUST001751,Web,Fulfilled,2025-10-15 07:36:26+0300,2025-10-15 04:36:26+0000,,2025-10-03
OMS,ORD802516,2001,CUST002265,Web,Completed,2025-10-17 16:02:15+0400,2025-10-17 12:02:15+0000,,2025-10-03
OMS,ORD802517,2005,CUST000985,POS,Cancelled,2025-10-25 16:53:18+0300,2025-10-25 13:53:18+0000,,2025-10-03
OMS,ORD802518,2004,CUST001882,POS,Completed,2025-10-21 10:22:08+0300,2025-10-21 07:22:08+0000,,2025-10-03
OMS,ORD802519,2004,CUST000262,POS,Completed,2025-10-31 15:17:10+0300,2025-10-31 12:17:10+0000,,2025-10-03
OMS,ORD802520,2000,CUST001764,POS,Completed,2025-10-08 14:13:07+0400,2025-10-08 10:13:07+0000,,2025-10-03
OMS,ORD802521,2000,CUST000374,Web,Fulfilled,2025-10-26 10:34:14+0400,2025-10-26 06:34:14+0000,,2025-10-03
OMS,ORD802522,2006,CUST001179,Web,Fulfilled,2025-10-15 01:47:19+0400,2025-10-14 21:47:19+0000,,2025-10-03
OMS,ORD802523,2005,CUST002166,POS,Completed,2025-10-25 20:03:51+0300,2025-10-25 17:03:51+0000,,2025-10-03
OMS,ORD802524,2001,CUST000307,POS,Completed,2025-10-11 02:05:52+0400,2025-10-10 22:05:52+0000,,2025-10-03
OMS,ORD802525,2000,CUST002083,POS,Completed,2025-10-25 12:14:11+0400,2025-10-25 08:14:11+0000,,2025-10-03
OMS,ORD802526,2002,CUST001854,Web,Completed,2025-10-10 03:09:42+0400,2025-10-09 23:09:42+0000,,2025-10-03
OMS,ORD802527,2005,CUST001687,Web,Completed,2025-10-21 00:19:02+0300,2025-10-20 21:19:02+0000,,2025-10-03
OMS,ORD802528,2007,CUST000530,Web,Completed,2025-10-09 20:31:22+0300,2025-10-09 17:31:22+0000,,2025-10-03
OMS,ORD802529,2005,CUST001897,POS,Fulfilled,2025-10-03 22:06:10+0300,2025-10-03 19:06:10+0000,,2025-10-03
OMS,ORD802530,2007,CUST000327,POS,Completed,2025-10-31 14:07:03+0300,2025-10-31 11:07:03+0000,,2025-10-03
OMS,ORD802531,2004,CUST000089,POS,Completed,2025-10-28 10:12:58+0300,2025-10-28 07:12:58+0000,,2025-10-03
OMS,ORD802532,2002,CUST000023,Web,Completed,2025-10-30 06:41:40+0400,2025-10-30 02:41:40+0000,,2025-10-03
OMS,ORD802533,2001,CUST002407,POS,Fulfilled,2025-10-06 04:13:17+0400,2025-10-06 00:13:17+0000,,2025-10-03
OMS,ORD802534,2002,CUST000898,POS,Cancelled,2025-10-18 03:29:22+0400,2025-10-17 23:29:22+0000,,2025-10-03
OMS,ORD802535,2002,CUST001352,POS,Cancelled,2025-10-28 15:56:35+0400,2025-10-28 11:56:35+0000,,2025-10-03
OMS,ORD802536,2006,CUST001006,POS,Completed,2025-10-31 15:32:21+0400,2025-10-31 11:32:21+0000,,2025-10-03
OMS,ORD802537,2002,CUST001487,POS,Completed,2025-10-31 21:35:26+0400,2025-10-31 17:35:26+0000,,2025-10-03
OMS,ORD802538,2006,CUST000291,Web,Completed,2025-10-03 01:17:56+0400,2025-10-02 21:17:56+0000,,2025-10-03
OMS,ORD802539,2006,CUST000771,POS,Fulfilled,2025-10-20 23:20:10+0400,2025-10-20 19:20:10+0000,,2025-10-03
OMS,ORD802540,2001,CUST001616,POS,Completed,2025-10-01 12:30:20+0400,2025-10-01 08:30:20+0000,,2025-10-03
OMS,ORD802541,2007,CUST001072,POS,Fulfilled,2025-10-01 03:14:16+0300,2025-10-01 00:14:16+0000,,2025-10-03
OMS,ORD802542,2000,CUST001051,Web,Completed,2025-10-15 21:22:42+0400,2025-10-15 17:22:42+0000,,2025-10-03
OMS,ORD802543,2006,CUST001495,POS,Completed,2025-10-27 20:12:46+0400,2025-10-27 16:12:46+0000,,2025-10-03
OMS,ORD802544,2000,CUST001445,Web,Completed,2025-10-01 04:33:32+0400,2025-10-01 00:33:32+0000,,2025-10-03
OMS,ORD802545,2003,CUST000743,POS,Fulfilled,2025-10-15 18:43:03+0300,2025-10-15 15:43:03+0000,,2025-10-03
OMS,ORD802546,2004,CUST002286,Web,Completed,2025-10-20 07:11:53+0300,2025-10-20 04:11:53+0000,,2025-10-03
OMS,ORD802547,2001,CUST000913,POS,Completed,2025-10-05 18:45:27+0400,2025-10-05 14:45:27+0000,,2025-10-03
OMS,ORD802548,2000,CUST001665,POS,Fulfilled,2025-10-29 10:58:22+0400,2025-10-29 06:58:22+0000,,2025-10-03
OMS,ORD802549,2006,CUST001979,POS,Completed,2025-10-01 17:59:24+0400,2025-10-01 13:59:24+0000,,2025-10-03
OMS,ORD802550,2004,CUST000587,Marketplace,Completed,2025-10-02 10:24:26+0300,2025-10-02 07:24:26+0000,,2025-10-03
OMS,ORD802551,2002,CUST000583,POS,Fulfilled,2025-10-10 13:06:51+0400,2025-10-10 09:06:51+0000,,2025-10-03
OMS,ORD802552,2000,CUST000030,POS,Completed,2025-10-09 12:06:57+0400,2025-10-09 08:06:57+0000,,2025-10-03
OMS,ORD802553,2006,CUST000279,Web,Completed,2025-10-25 04:03:01+0400,2025-10-25 00:03:01+0000,,2025-10-03
OMS,ORD802554,2003,CUST001564,POS,Completed,2025-10-27 20:34:57+0300,2025-10-27 17:34:57+0000,,2025-10-03
OMS,ORD802555,2000,CUST000114,POS,Completed,2025-10-28 12:38:02+0400,2025-10-28 08:38:02+0000,,2025-10-03
OMS,ORD802556,2007,CUST000732,Web,Completed,2025-10-13 21:56:02+0300,2025-10-13 18:56:02+0000,,2025-10-03
OMS,ORD802557,2002,CUST001734,Web,Completed,2025-10-26 19:13:44+0400,2025-10-26 15:13:44+0000,,2025-10-03
OMS,ORD802558,2001,CUST000866,POS,Completed,2025-10-25 23:14:41+0400,2025-10-25 19:14:41+0000,,2025-10-03
OMS,ORD802559,2006,CUST001019,Web,Completed,2025-10-28 21:18:12+0400,2025-10-28 17:18:12+0000,,2025-10-03
OMS,ORD802560,2002,CUST001118,POS,Completed,2025-10-10 15:19:27+0400,2025-10-10 11:19:27+0000,,2025-10-03
OMS,ORD802561,2005,CUST001397,POS,Fulfilled,2025-10-20 22:58:00+0300,2025-10-20 19:58:00+0000,,2025-10-03
OMS,ORD802562,2004,CUST001761,POS,Completed,2025-10-30 05:04:48+0300,2025-10-30 02:04:48+0000,,2025-10-03
OMS,ORD802563,2005,CUST000883,POS,Completed,2025-10-06 21:33:33+0300,2025-10-06 18:33:33+0000,,2025-10-03
OMS,ORD802564,2000,CUST001600,POS,Completed,2025-10-08 14:39:04+0400,2025-10-08 10:39:04+0000,,2025-10-03
OMS,ORD802565,2007,CUST000858,Web,Fulfilled,2025-10-26 04:00:27+0300,2025-10-26 01:00:27+0000,,2025-10-03
OMS,ORD802566,2006,CUST000665,POS,Completed,2025-10-25 17:35:47+0400,2025-10-25 13:35:47+0000,,2025-10-03
OMS,ORD802567,2006,CUST000734,POS,Completed,2025-10-06 04:15:06+0400,2025-10-06 00:15:06+0000,,2025-10-03
OMS,ORD802568,2006,CUST001989,Web,Completed,2025-10-02 09:49:38+0400,2025-10-02 05:49:38+0000,,2025-10-03
OMS,ORD802569,2003,CUST001873,Web,Completed,2025-10-05 20:37:45+0300,2025-10-05 17:37:45+0000,,2025-10-03
OMS,ORD802570,2004,CUST001505,Web,Fulfilled,2025-10-04 16:41:52+0300,2025-10-04 13:41:52+0000,,2025-10-03
OMS,ORD802571,2003,CUST002157,Web,Completed,2025-10-09 06:41:18+0300,2025-10-09 03:41:18+0000,,2025-10-03
OMS,ORD802572,2007,CUST001930,Web,Completed,2025-10-26 08:45:03+0300,2025-10-26 05:45:03+0000,,2025-10-03
OMS,ORD802573,2001,CUST001026,Web,Completed,2025-10-24 19:23:18+0400,2025-10-24 15:23:18+0000,,2025-10-03
OMS,ORD802574,2001,CUST000900,POS,Completed,2025-10-23 16:41:50+0400,2025-10-23 12:41:50+0000,,2025-10-03
OMS,ORD802575,2002,CUST000401,POS,Completed,2025-10-30 18:12:06+0400,2025-10-30 14:12:06+0000,,2025-10-03
OMS,ORD802576,2006,CUST000909,POS,Cancelled,2025-10-21 21:42:36+0400,2025-10-21 17:42:36+0000,,2025-10-03
OMS,ORD802577,2003,CUST000319,POS,Completed,2025-10-04 00:22:10+0300,2025-10-03 21:22:10+0000,,2025-10-03
OMS,ORD802578,2007,CUST001664,POS,Completed,2025-10-01 14:33:12+0300,2025-10-01 11:33:12+0000,,2025-10-03
OMS,ORD802579,2002,CUST000907,POS,Fulfilled,2025-10-29 02:24:03+0400,2025-10-28 22:24:03+0000,,2025-10-03
OMS,ORD802580,2006,CUST000738,Web,Completed,2025-10-16 16:06:53+0400,2025-10-16 12:06:53+0000,,2025-10-03
OMS,ORD802581,2007,CUST002022,POS,Completed,2025-10-07 23:41:14+0300,2025-10-07 20:41:14+0000,,2025-10-03
OMS,ORD802582,2005,CUST002329,POS,Completed,2025-10-12 13:35:47+0300,2025-10-12 10:35:47+0000,,2025-10-03
OMS,ORD802583,2006,CUST000384,POS,Completed,2025-10-18 04:15:32+0400,2025-10-18 00:15:32+0000,,2025-10-03
OMS,ORD802584,2005,CUST000290,POS,Completed,2025-10-14 08:55:11+0300,2025-10-14 05:55:11+0000,,2025-10-03
OMS,ORD802585,2002,CUST000392,POS,Completed,2025-10-09 05:22:56+0400,2025-10-09 01:22:56+0000,Fraud,2025-10-03
OMS,ORD802586,2005,CUST000734,POS,Completed,2025-10-02 14:19:12+0300,2025-10-02 11:19:12+0000,,2025-10-03
OMS,ORD802587,2006,CUST000780,POS,Completed,2025-10-13 22:37:23+0400,2025-10-13 18:37:23+0000,,2025-10-03
OMS,ORD802588,2006,CUST001586,Web,Fulfilled,2025-10-31 12:29:11+0400,2025-10-31 08:29:11+0000,,2025-10-03
OMS,ORD802589,2003,CUST002348,Web,Completed,2025-10-05 19:52:27+0300,2025-10-05 16:52:27+0000,,2025-10-03
OMS,ORD802590,2002,CUST000486,POS,Completed,2025-10-17 22:29:25+0400,2025-10-17 18:29:25+0000,,2025-10-03
OMS,ORD802591,2007,CUST001810,POS,Completed,2025-10-10 07:17:30+0300,2025-10-10 04:17:30+0000,,2025-10-03
OMS,ORD802592,2001,CUST001223,Web,Completed,2025-10-22 20:05:59+0400,2025-10-22 16:05:59+0000,,2025-10-03
OMS,ORD802593,2001,CUST002197,POS,Completed,2025-10-31 07:00:57+0400,2025-10-31 03:00:57+0000,,2025-10-03
OMS,ORD802594,2002,CUST000895,POS,Completed,2025-10-19 17:19:21+0400,2025-10-19 13:19:21+0000,,2025-10-03
OMS,ORD802595,2007,CUST001679,Web,Fulfilled,2025-10-01 22:46:31+0300,2025-10-01 19:46:31+0000,,2025-10-03
OMS,ORD802596,2005,CUST001002,POS,Completed,2025-10-03 15:42:19+0300,2025-10-03 12:42:19+0000,,2025-10-03
OMS,ORD802597,2007,CUST002131,POS,Completed,2025-10-11 16:22:27+0300,2025-10-11 13:22:27+0000,,2025-10-03
OMS,ORD802598,2005,CUST001749,POS,Completed,2025-10-20 05:21:55+0300,2025-10-20 02:21:55+0000,,2025-10-03
OMS,ORD802599,2007,CUST000037,POS,Completed,2025-10-29 06:51:02+0300,2025-10-29 03:51:02+0000,,2025-10-03
OMS,ORD802600,2003,CUST001633,POS,Completed,2025-10-03 03:10:28+0300,2025-10-03 00:10:28+0000,,2025-10-03
OMS,ORD802601,2002,CUST000143,POS,Completed,2025-10-22 08:13:08+0400,2025-10-22 04:13:08+0000,Test,2025-10-03
OMS,ORD802602,2006,CUST001514,Web,Fulfilled,2025-10-03 15:35:43+0400,2025-10-03 11:35:43+0000,,2025-10-03
OMS,ORD802603,2006,CUST002107,POS,Completed,2025-10-31 02:33:35+0400,2025-10-30 22:33:35+0000,,2025-10-03
OMS,ORD802604,2004,CUST002031,POS,Completed,2025-10-12 13:37:51+0300,2025-10-12 10:37:51+0000,,2025-10-03
OMS,ORD802605,2005,CUST002122,POS,Completed,2025-10-13 02:29:23+0300,2025-10-12 23:29:23+0000,,2025-10-03
OMS,ORD802606,2005,CUST001042,POS,Completed,2025-10-03 03:14:20+0300,2025-10-03 00:14:20+0000,,2025-10-03
OMS,ORD802607,2003,CUST000538,POS,Fulfilled,2025-10-08 17:43:00+0300,2025-10-08 14:43:00+0000,,2025-10-03
